season,celebrity_name,week,p_est
1,Evander Holyfield,1,0.06311650617050994
1,Joey McIntyre,1,0.0606643767150942
1,John O'Hurley,1,0.43780267288635877
1,Kelly Monaco,1,0.4378027754596945
1,Rachel Hunter,1,2.458318936508292e-19
1,Trista Sutter,1,0.0006136687683428069
1,Evander Holyfield,2,0.061981827816216785
1,Joey McIntyre,2,0.06161822272980804
1,John O'Hurley,2,0.4382001047176741
1,Kelly Monaco,2,0.4381998447363011
1,Rachel Hunter,2,1.2167157840985922e-19
1,Trista Sutter,2,3.8734754392509615e-17
1,Evander Holyfield,3,0.049158570586732196
1,Joey McIntyre,3,0.0656110485846817
1,John O'Hurley,3,0.4426150296667343
1,Kelly Monaco,3,0.44261535116185213
1,Rachel Hunter,3,0.0
1,Joey McIntyre,4,0.0812341879798205
1,John O'Hurley,4,0.4593830551289247
1,Kelly Monaco,4,0.4593827568912548
1,Rachel Hunter,4,2.878638934651442e-19
1,Joey McIntyre,5,0.06079959311880506
1,John O'Hurley,5,0.4696000962978131
1,Kelly Monaco,5,0.46960031058338186
1,John O'Hurley,6,0.5000000394388754
1,Kelly Monaco,6,0.4999999605611246
2,Drew Lachey,1,0.31129394153588585
2,George Hamilton,1,0.0
2,Giselle Fernandez,1,5.8293474466395866e-05
2,Jerry Rice,1,0.31129394846883873
2,Kenny Mayne,1,1.133948146458848e-17
2,Lisa Rinna,1,0.00010545680669792323
2,Master P,1,0.06555578496427625
2,Stacy Keibler,1,0.31129314096687155
2,Tatum O'Neal,1,0.00027930447571321786
2,Tia Carrere,1,0.00012012930725010851
2,Drew Lachey,2,0.31130813152172854
2,George Hamilton,2,4.4040962085359633e-05
2,Giselle Fernandez,2,2.9779630821349666e-05
2,Jerry Rice,2,0.3113081075302255
2,Lisa Rinna,2,2.5730590001018872e-05
2,Master P,2,0.06567505466950639
2,Stacy Keibler,2,0.31131035370840143
2,Tatum O'Neal,2,0.00018811746167064994
2,Tia Carrere,2,0.00011068392555968084
2,Drew Lachey,3,0.31137926105737845
2,George Hamilton,3,4.738656146983725e-18
2,Giselle Fernandez,3,3.8268479625020706e-17
2,Jerry Rice,3,0.31137930521488705
2,Lisa Rinna,3,3.59920603918293e-18
2,Master P,3,0.06586534608250949
2,Stacy Keibler,3,0.3113760876452251
2,Tia Carrere,3,2.5609186649871474e-18
2,Drew Lachey,4,0.31407921467890704
2,George Hamilton,4,6.305429762610199e-18
2,Jerry Rice,4,0.3140791537858684
2,Lisa Rinna,4,0.00015051739520495236
2,Master P,4,0.057608387008411886
2,Stacy Keibler,4,0.3140827271316077
2,Tia Carrere,4,1.2096254119726526e-17
2,Drew Lachey,5,0.32508077261269697
2,George Hamilton,5,0.008258620105810086
2,Jerry Rice,5,0.32508083807138377
2,Lisa Rinna,5,0.008274133162720753
2,Stacy Keibler,5,0.32507750291418797
2,Tia Carrere,5,0.008228133133200413
2,Drew Lachey,6,0.32782889519116604
2,George Hamilton,6,0.008275182296055568
2,Jerry Rice,6,0.32782883839007937
2,Lisa Rinna,6,0.008235605145253014
2,Stacy Keibler,6,0.3278314789774461
2,Drew Lachey,7,0.3306036501855588
2,Jerry Rice,7,0.33060368790558287
2,Lisa Rinna,7,0.008190643494829458
2,Stacy Keibler,7,0.33060201841402903
2,Drew Lachey,8,0.33333315292271204
2,Jerry Rice,8,0.33333313963944194
2,Stacy Keibler,8,0.333333707437846
3,Emmitt Smith,1,0.46346855930569947
3,Harry Hamlin,1,0.006415093722858689
3,Jerry Springer,1,0.021062395515002306
3,Joey Lawrence,1,0.013473070983200991
3,Mario Lopez,1,0.463468559490148
3,Monique Coleman,1,0.0
3,Sara Evans,1,0.028786859891941095
3,Shanna Moakler,1,1.2737681460810168e-17
3,Tucker Carlson,1,0.0005409910742808054
3,Vivica A. Fox,1,0.00018038763775392165
3,Willa Ford,1,0.0026040823791147693
3,Emmitt Smith,2,0.4638037289876691
3,Harry Hamlin,2,0.006521739130435456
3,Jerry Springer,2,0.02093315211456564
3,Joey Lawrence,2,0.01348831285509333
3,Mario Lopez,2,0.4638037260549724
3,Monique Coleman,2,0.0
3,Sara Evans,2,0.028766228753179936
3,Shanna Moakler,2,0.0
3,Vivica A. Fox,2,1.531435568635775e-17
3,Willa Ford,2,0.002683112104084368
3,Emmitt Smith,3,0.4643343798257062
3,Harry Hamlin,3,0.0031661956253284298
3,Jerry Springer,3,0.021815353291564945
3,Joey Lawrence,3,0.01395595346422061
3,Mario Lopez,3,0.46433438369377517
3,Monique Coleman,3,0.0
3,Sara Evans,3,0.029250013530190157
3,Vivica A. Fox,3,9.893344823930228e-19
3,Willa Ford,3,0.0031437205692145557
3,Emmitt Smith,4,0.46533275254001505
3,Jerry Springer,4,0.0231772246122774
3,Joey Lawrence,4,0.014856340028072665
3,Mario Lopez,4,0.4653327447637213
3,Monique Coleman,4,0.0
3,Sara Evans,4,0.030233551036844043
3,Vivica A. Fox,4,2.894819800536297e-17
3,Willa Ford,4,0.0010673870190697574
3,Emmitt Smith,5,0.46698044657675775
3,Jerry Springer,5,0.024775463361012134
3,Joey Lawrence,5,0.016488170543332605
3,Mario Lopez,5,0.46698045615788547
3,Monique Coleman,5,0.0
