season,celebrity_name,week,p_est
1,Evander Holyfield,1,0.12016331625085537
1,Joey McIntyre,1,0.22735101661553164
1,John O'Hurley,1,0.24859891743141235
1,Kelly Monaco,1,0.02932943353064524
1,Rachel Hunter,1,0.24115075139269637
1,Trista Sutter,1,0.133406564778859
1,Evander Holyfield,2,0.021362301456221564
1,Joey McIntyre,2,0.15352889225034383
1,John O'Hurley,2,0.39501186845497144
1,Kelly Monaco,2,0.05368592900987161
1,Rachel Hunter,2,0.29161054383982415
1,Trista Sutter,2,0.08480046498876743
1,Evander Holyfield,3,0.012789657349405107
1,Joey McIntyre,3,0.17172960012361738
1,John O'Hurley,3,0.2734359317251989
1,Kelly Monaco,3,0.148508831200153
1,Rachel Hunter,3,0.39353597960162545
1,Joey McIntyre,4,0.12291924243932259
1,John O'Hurley,4,0.1764307766713275
1,Kelly Monaco,4,0.38564489222108667
1,Rachel Hunter,4,0.3150050886682633
1,Joey McIntyre,5,0.18111376630201728
1,John O'Hurley,5,0.5129814549392415
1,Kelly Monaco,5,0.30590477875874106
1,John O'Hurley,6,0.4873555384530476
1,Kelly Monaco,6,0.5126444615469524
2,Drew Lachey,1,0.21341798254201338
2,George Hamilton,1,0.05228459013964652
2,Giselle Fernandez,1,0.16577714084420794
2,Jerry Rice,1,0.10707945473726464
2,Kenny Mayne,1,0.00928524585498612
2,Lisa Rinna,1,0.0647487503721376
2,Master P,1,0.00695821404956556
2,Stacy Keibler,1,0.1486487383038041
2,Tatum O'Neal,1,0.14657684911284835
2,Tia Carrere,1,0.08522303404352571
2,Drew Lachey,2,0.22458881723110813
2,George Hamilton,2,0.07817029918956739
2,Giselle Fernandez,2,0.12271600153536079
2,Jerry Rice,2,0.09498409508455212
2,Lisa Rinna,2,0.05698642305019945
2,Master P,2,0.01429482455077597
2,Stacy Keibler,2,0.29529980652660376
2,Tatum O'Neal,2,0.025476225137979477
2,Tia Carrere,2,0.08748350769385267
2,Drew Lachey,3,0.23191386138458284
2,George Hamilton,3,0.08047181552974127
2,Giselle Fernandez,3,0.07954752729673192
2,Jerry Rice,3,0.04719524609323911
2,Lisa Rinna,3,0.14740218941646516
2,Master P,3,0.007335040794976299
2,Stacy Keibler,3,0.23092254548743038
2,Tia Carrere,3,0.17521177399683305
2,Drew Lachey,4,0.26973706690499355
2,George Hamilton,4,0.07076719823617439
2,Jerry Rice,4,0.11783334309667887
2,Lisa Rinna,4,0.18499242066389798
2,Master P,4,0.0007119962913094552
2,Stacy Keibler,4,0.20590494168160262
2,Tia Carrere,4,0.1500530331253431
2,Drew Lachey,5,0.22561214776769292
2,George Hamilton,5,0.10898017828292754
2,Jerry Rice,5,0.09555927289903705
2,Lisa Rinna,5,0.1514787054957029
2,Stacy Keibler,5,0.34353424471730365
2,Tia Carrere,5,0.07483545083733593
2,Drew Lachey,6,0.31629791284238035
2,George Hamilton,6,0.07975415031712867
2,Jerry Rice,6,0.08618783976804958
2,Lisa Rinna,6,0.19219164007173822
2,Stacy Keibler,6,0.32556845700070314
2,Drew Lachey,7,0.33667880138500617
2,Jerry Rice,7,0.08701010882268884
2,Lisa Rinna,7,0.24076850558444193
2,Stacy Keibler,7,0.335542584207863
2,Drew Lachey,8,0.3887147651942075
2,Jerry Rice,8,0.24252043684239397
2,Stacy Keibler,8,0.36876479796339845
3,Emmitt Smith,1,0.18396664364338833
3,Harry Hamlin,1,0.03617338961970723
3,Jerry Springer,1,0.026131730519499973
3,Joey Lawrence,1,0.10901744283442631
3,Mario Lopez,1,0.25809296213962163
3,Monique Coleman,1,0.06623530949424901
3,Sara Evans,1,0.020442562331640195
3,Shanna Moakler,1,0.047415806537583996
3,Tucker Carlson,1,0.005919431553852881
3,Vivica A. Fox,1,0.12465260144898758
3,Willa Ford,1,0.12195211987704291
3,Emmitt Smith,2,0.10767960771244192
3,Harry Hamlin,2,0.05601505860164477
3,Jerry Springer,2,0.035519477967586345
3,Joey Lawrence,2,0.24222463353984644
3,Mario Lopez,2,0.06777002417945965
3,Monique Coleman,2,0.1578042423349333
3,Sara Evans,2,0.056620092142418164
3,Shanna Moakler,2,0.06641427057611425
3,Vivica A. Fox,2,0.11836753885119658
3,Willa Ford,2,0.09158505409435864
3,Emmitt Smith,3,0.046587034306221534
3,Harry Hamlin,3,0.07544459776218307
3,Jerry Springer,3,0.06202749466400155
3,Joey Lawrence,3,0.0959085737320105
3,Mario Lopez,3,0.08909613625008035
3,Monique Coleman,3,0.20782394905435217
3,Sara Evans,3,0.13135232720889545
3,Vivica A. Fox,3,0.20208561839087075
3,Willa Ford,3,0.08967426863138461
3,Emmitt Smith,4,0.09775895325154724
3,Jerry Springer,4,0.06476130376728347
