season,week,xi
1,1,8.792523837926895e-09
1,2,8.792523837818115e-09
1,3,8.792523837885526e-09
1,4,8.792523837811488e-09
1,5,8.792523837899323e-09
1,6,8.792523837808325e-09
2,1,4.4116965285079344e-08
2,2,4.41169652854388e-08
2,3,4.411696528511689e-08
2,4,4.4116965284915125e-08
2,5,4.4116965284931517e-08
2,6,4.411696528497031e-08
2,7,4.411696528491454e-08
2,8,4.411696528532682e-08
3,1,3.0576313539482007e-08
3,2,3.0576313539688504e-08
3,3,3.0576313539422734e-08
3,4,3.057631353935641e-08
3,5,3.057631353930604e-08
3,6,3.057631353973008e-08
3,7,3.057631353926263e-08
3,8,3.057631353966288e-08
3,9,3.057631353944793e-08
3,10,3.057631353951142e-08
4,1,4.4303720517855285e-08
4,2,4.430372051805556e-08
4,3,4.4303720518157186e-08
4,4,4.430372051882135e-08
4,5,4.430372051793893e-08
4,6,4.4303720517758776e-08
4,7,4.4303720518105914e-08
4,8,4.430372051806589e-08
4,9,4.4303720517853426e-08
4,10,4.4303720518307515e-08
5,1,4.469196427061918e-08
5,2,4.4691964271353426e-08
5,3,4.4691964271097516e-08
5,4,4.469196427056566e-08
5,5,4.46919642709009e-08
5,6,4.469196427005899e-08
5,7,4.469196427039873e-08
5,8,4.4691964270645055e-08
5,9,4.4691964270604675e-08
5,10,4.469196427058228e-08
6,1,4.496839651553832e-08
6,2,4.496839651494482e-08
6,3,4.4968396515637696e-08
6,4,4.4968396515472584e-08
6,5,4.496839651517055e-08
6,6,4.496839651507093e-08
6,7,4.496839651529895e-08
6,8,4.496839651515106e-08
6,9,4.4968396514947304e-08
6,10,4.4968396515211076e-08
7,1,4.393495048827654e-08
7,2,4.3934950488281566e-08
7,3,4.3934950488868473e-08
7,4,4.393495048822499e-08
7,5,4.393495048888859e-08
7,6,4.3934950488645624e-08
7,7,4.3934950488479844e-08
7,8,4.393495048842672e-08
7,9,4.393495048824053e-08
7,10,4.3934950488763375e-08
8,1,5.154370073878084e-08
8,2,5.15437007385679e-08
8,3,5.1543700738951906e-08
8,4,5.1543700738001806e-08
8,5,5.154370073864653e-08
8,6,5.154370073875912e-08
8,7,5.1543700738800757e-08
8,8,5.154370073831566e-08
8,9,5.154370073894142e-08
8,10,5.154370073850829e-08
8,11,5.1543700738016656e-08
9,1,5.243135979912624e-08
9,2,5.2431359798710485e-08
9,3,5.24313597982281e-08
9,4,5.243135979830077e-08
9,5,5.2431359798054306e-08
9,6,5.2431359798140816e-08
9,7,5.243135979830376e-08
9,8,5.2431359797775037e-08
9,9,5.243135979808542e-08
9,10,5.243135979802746e-08
10,1,4.430333665016969e-08
10,2,4.43033366501e-08
10,3,4.430333665056604e-08
10,4,4.430333665065197e-08
10,5,4.4303336650083855e-08
10,6,4.430333665043522e-08
10,7,4.4303336650621145e-08
10,8,4.4303336650250634e-08
10,9,4.4303336650449714e-08
10,10,4.430333665032793e-08
11,1,4.469259467121947e-08
11,2,4.469259467148019e-08
11,3,4.469259467087765e-08
11,4,4.469259467110206e-08
11,5,4.4692594671448204e-08
11,6,4.469259467070603e-08
11,7,4.4692594670911085e-08
11,8,4.469259467183911e-08
11,9,4.46925946711474e-08
11,10,4.469259467114703e-08
12,1,4.430346508105039e-08
12,2,4.430346508040316e-08
12,3,4.430346508120246e-08
12,4,4.43034650815314e-08
12,5,4.430346508080259e-08
12,6,4.430346508045715e-08
12,7,4.430346508087958e-08
12,8,4.4303465081109654e-08
12,9,4.43034650805296e-08
12,10,4.4303465080659284e-08
13,1,4.469218755658132e-08
13,2,4.46921875570706e-08
13,3,4.4692187556587154e-08
13,4,4.4692187556645434e-08
13,5,4.469218755698284e-08
13,6,4.46921875573095e-08
13,7,4.4692187556785485e-08
13,8,4.4692187556505217e-08
13,9,4.469218755703903e-08
13,10,4.469218755672656e-08
14,1,5.104631136225963e-08
14,2,5.104631136209597e-08
14,3,5.1046311362178645e-08
14,4,5.104631136210949e-08
14,5,5.104631136222795e-08
14,6,5.104631136171402e-08
14,7,5.104631136177047e-08
14,8,5.1046311361743985e-08
14,9,5.104631136220625e-08
14,10,5.104631136236182e-08
15,1,5.168009991533895e-08
15,2,5.168009991568917e-08
15,3,5.1680099915941644e-08
15,4,5.1680099915158416e-08
15,5,5.168009991523936e-08
15,6,5.168009991508606e-08
15,7,5.1680099916016156e-08
15,8,5.1680099915978026e-08
15,9,5.168009991627229e-08
15,10,5.1680099915792e-08
16,1,7.33126970497021e-08
16,2,7.331269704865552e-08
16,3,7.331269704886533e-08
16,4,7.331269704910421e-08
16,5,7.331269704830416e-08
16,6,7.33126970497588e-08
16,7,7.331269704903773e-08
16,8,7.331269704924245e-08
16,9,7.331269704891057e-08
16,10,7.331269704974418e-08
17,1,7.293209001967077e-08
17,2,7.293209001988691e-08
17,3,7.293209001958768e-08
17,4,7.293209001962889e-08
17,5,7.293209001924093e-08
17,6,7.293209001963191e-08
17,7,7.29320900194885e-08
17,8,7.29320900196219e-08
17,9,7.293209001965036e-08
17,10,7.293209001945741e-08
17,11,7.293209001968838e-08
18,1,7.162815819014423e-08
18,2,7.162815819068513e-08
18,3,7.162815819021077e-08
18,4,7.162815818985272e-08
18,5,7.16281581904188e-08
18,6,7.1628158190456e-08
18,7,7.162815819039637e-08
18,8,7.162815818965282e-08
18,9,7.16281581904146e-08
18,10,7.162815818935874e-08
19,1,7.395215549080928e-08
19,2,7.395215549132549e-08
19,3,7.395215549128786e-08
19,4,7.395215549206697e-08
19,5,7.395215549130696e-08
19,6,7.395215549111437e-08
19,7,7.395215549136758e-08
19,8,7.39521554911267e-08
19,9,7.395215549122194e-08
19,10,7.395215549187445e-08
19,11,7.39521554913563e-08
20,1,5.104607150617994e-08
20,2,5.104607150601057e-08
20,3,5.104607150593536e-08
20,4,5.104607150593042e-08
20,5,5.1046071505971404e-08
20,6,5.104607150594167e-08
20,7,5.104607150626434e-08
20,8,5.1046071506029486e-08
20,9,5.10460715063515e-08
20,10,5.1046071506173865e-08
21,1,8.621349222911556e-08
21,2,8.621349222925761e-08
21,3,8.621349222956768e-08
21,4,8.621349222957514e-08
21,5,8.621349222980495e-08
21,6,8.621349222960888e-08
21,7,8.621349222876599e-08
21,8,8.621349222915875e-08
21,9,8.621349222915786e-08
21,10,8.621349222921883e-08
21,11,8.621349222897622e-08
22,1,4.9913481408359854e-08
22,2,4.991348140850057e-08
22,3,4.991348140858371e-08
22,4,4.991348140865089e-08
22,5,4.99134814084029e-08
22,6,4.9913481408571904e-08
22,7,4.991348140798411e-08
22,8,4.99134814084575e-08
22,9,4.991348140896739e-08
22,10,4.991348140832236e-08
23,1,7.61349516793554e-08
23,2,7.613495168008702e-08
23,3,7.613495167873316e-08
23,4,7.613495167816885e-08
23,5,7.613495167894776e-08
23,6,7.613495167850862e-08
23,7,7.613495167943638e-08
23,8,7.613495167883058e-08
23,9,7.61349516797154e-08
23,10,7.613495167859681e-08
23,11,7.613495167847717e-08
24,1,4.79608092525812e-08
24,2,4.7960809252570346e-08
24,3,4.796080925272795e-08
24,4,4.796080925245172e-08
24,5,4.7960809253276745e-08
24,6,4.7960809252661415e-08
24,7,4.796080925320547e-08
24,8,4.796080925280403e-08
24,9,4.796080925304016e-08
24,10,4.796080925312649e-08
25,1,7.946460252927596e-08
25,2,7.946460252767052e-08
25,3,7.946460252730751e-08
25,4,7.946460252799516e-08
25,5,7.946460252768365e-08
25,6,7.946460252792278e-08
25,7,7.946460252808993e-08
25,8,7.946460252853989e-08
25,9,7.946460252862338e-08
25,10,7.946460252780688e-08
26,1,0.0
26,2,4.337513203461946e-19
26,3,0.0
26,4,8.759015835759065e-19
27,1,7.734128822204197e-08
27,2,7.73412882223368e-08
27,3,7.734128822256904e-08
27,4,7.734128822257185e-08
27,5,7.734128822190146e-08
27,6,7.734128822248664e-08
27,7,7.734128822215566e-08
27,8,7.734128822189557e-08
27,9,7.73412882214787e-08
28,1,7.385195087159788e-08
28,2,7.385195087075332e-08
28,3,7.385195087050703e-08
28,4,7.385195087093109e-08
28,5,7.385195087102837e-08
28,6,7.385195087049623e-08
28,7,7.385195087081816e-08
28,8,7.385195087109575e-08
28,9,7.385195087058045e-08
28,10,7.385195087075272e-08
28,11,7.38519508709386e-08
29,1,9.42977432491101e-08
29,2,9.429774324854475e-08
29,3,9.429774324900084e-08
29,4,9.42977432491918e-08
29,5,9.429774324874882e-08
29,6,9.429774324944412e-08
29,7,9.429774324860177e-08
29,8,9.429774324815184e-08
29,9,9.429774324933833e-08
29,10,9.429774324851205e-08
29,11,9.429774324844421e-08
30,1,9.671166783647601e-08
30,2,9.671166783653544e-08
30,3,9.671166783602343e-08
30,4,9.671166783695496e-08
30,5,9.671166783580368e-08
30,6,9.671166783554421e-08
30,7,9.671166783595971e-08
30,8,9.671166783528191e-08
30,9,9.671166783577073e-08
30,10,9.67116678355929e-08
31,1,9.746266056552083e-08
31,2,9.746266056531115e-08
31,3,9.746266056587186e-08
31,4,9.74626605662399e-08
31,5,9.746266056505154e-08
31,6,9.74626605657934e-08
31,7,9.746266056618463e-08
31,8,9.746266056588126e-08
31,9,9.746266056595299e-08
31,10,9.746266056598126e-08
32,1,1.0923498771770243e-07
32,2,1.0923498771668185e-07
32,3,1.0923498771700001e-07
32,4,1.0923498771782925e-07
32,5,1.0923498771760498e-07
32,6,1.0923498771692886e-07
32,7,1.0923498771613019e-07
32,8,1.0923498771660904e-07
32,9,1.0923498771699199e-07
32,10,1.0923498771739195e-07
32,11,1.0923498771588602e-07
33,1,1.0006118830040503e-07
33,2,1.0006118829941702e-07
33,3,1.0006118830061292e-07
33,4,1.0006118830002694e-07
33,5,1.0006118830013062e-07
33,6,1.0006118830058037e-07
33,7,1.0006118829971478e-07
33,8,1.0006118830004772e-07
33,9,1.0006118830028274e-07
34,1,1.0908458520843432e-07
34,2,1.0908458521030563e-07
34,3,1.0908458520829999e-07
34,4,1.0908458520815744e-07
34,5,1.0908458520884098e-07
34,6,1.0908458520770069e-07
34,7,1.0908458520966808e-07
34,8,1.0908458520765741e-07
34,9,1.0908458520844324e-07
34,10,1.0908458520916857e-07
34,11,1.0908458520812238e-07
