season,celebrity_name,week,p_est
1,Evander Holyfield,1,0.1568917760777265
1,Joey McIntyre,1,0.18996678726002003
1,John O'Hurley,1,0.19512745389134672
1,Kelly Monaco,1,0.10276842727545371
1,Rachel Hunter,1,0.19335490498293878
1,Trista Sutter,1,0.16189065051251422
1,Evander Holyfield,2,0.09777500212799387
1,Joey McIntyre,2,0.17668124755976453
1,John O'Hurley,2,0.2345937651721563
1,Kelly Monaco,2,0.12891147098898104
1,Rachel Hunter,2,0.21417776837156305
1,Trista Sutter,2,0.14786074577954122
1,Evander Holyfield,3,0.09462620528011706
1,Joey McIntyre,3,0.20625633624696346
1,John O'Hurley,3,0.23714306387024933
1,Kelly Monaco,3,0.1974601376820352
1,Rachel Hunter,3,0.2645142569206349
1,Joey McIntyre,4,0.20618941778174604
1,John O'Hurley,4,0.2298014229737525
1,Kelly Monaco,4,0.2905605740698204
1,Rachel Hunter,4,0.2734485851746811
1,Joey McIntyre,5,0.282734007680565
1,John O'Hurley,5,0.38638753738882
1,Kelly Monaco,5,0.3308784549306151
1,John O'Hurley,6,0.49620592539816066
1,Kelly Monaco,6,0.5037940746018393
2,Drew Lachey,1,0.13525460803570707
2,George Hamilton,1,0.08869413028599513
2,Giselle Fernandez,1,0.12538343414981576
2,Jerry Rice,1,0.10997516251355376
2,Kenny Mayne,1,0.05281056201975258
2,Lisa Rinna,1,0.09456973769293532
2,Master P,1,0.048431966413851994
2,Stacy Keibler,1,0.12134758435160976
2,Tatum O'Neal,1,0.12083768085614324
2,Tia Carrere,1,0.10269513368063547
2,Drew Lachey,2,0.14716001633955322
2,George Hamilton,2,0.10722249807897857
2,Giselle Fernandez,2,0.12275628811703612
2,Jerry Rice,2,0.11367596662562038
2,Lisa Rinna,2,0.09752249604638434
2,Master P,2,0.06440610530774198
2,Stacy Keibler,2,0.15975421948091717
2,Tatum O'Neal,2,0.07659737956146921
2,Tia Carrere,2,0.11090503044229892
2,Drew Lachey,3,0.1607879720705393
2,George Hamilton,3,0.11704387334438854
2,Giselle Fernandez,3,0.11663893644094322
2,Jerry Rice,3,0.09972981700037128
2,Lisa Rinna,3,0.14034816084766844
2,Master P,3,0.05705271361279852
2,Stacy Keibler,3,0.16058147637464187
2,Tia Carrere,3,0.14781705030864872
2,Drew Lachey,4,0.18969194490920105
2,George Hamilton,4,0.12697443840308142
2,Jerry Rice,4,0.14796096665533803
2,Lisa Rinna,4,0.16939979511833986
