season,week,xi
1,1,2.3652702291959258e-07
1,2,2.3652702291959327e-07
1,3,2.3652702291959065e-07
1,4,2.3652702291959803e-07
1,5,2.3652702291959753e-07
1,6,2.3652702291960722e-07
2,1,3.0914987606686326e-07
2,2,3.0914987606682276e-07
2,3,3.091498760668339e-07
2,4,3.091498760668416e-07
2,5,3.091498760668261e-07
2,6,3.0914987606683806e-07
2,7,3.09149876066831e-07
2,8,3.091498760668382e-07
3,1,2.824987038812229e-07
3,2,2.8249870388121936e-07
3,3,2.824987038812165e-07
3,4,2.8249870388122084e-07
3,5,2.824987038812155e-07
3,6,2.824987038812132e-07
3,7,2.824987038812063e-07
3,8,2.8249870388122523e-07
3,9,2.824987038812224e-07
3,10,2.824987038812154e-07
4,1,3.371634111946871e-07
4,2,3.3716341119468324e-07
4,3,3.3716341119469584e-07
4,4,3.371634111946903e-07
4,5,3.3716341119469144e-07
4,6,3.3716341119469706e-07
4,7,3.371634111946834e-07
4,8,3.371634111946817e-07
4,9,3.37163411194676e-07
4,10,3.371634111946863e-07
5,1,3.3877361166729566e-07
5,2,3.3877361166729566e-07
5,3,3.387736116672826e-07
5,4,3.3877361166731615e-07
5,5,3.387736116673233e-07
5,6,3.3877361166729264e-07
5,7,3.387736116672868e-07
5,8,3.387736116673012e-07
5,9,3.3877361166729306e-07
5,10,3.387736116672807e-07
6,1,3.494497247062023e-07
6,2,3.494497247061917e-07
6,3,3.4944972470617613e-07
6,4,3.49449724706176e-07
6,5,3.4944972470619286e-07
6,6,3.4944972470619143e-07
6,7,3.4944972470618905e-07
6,8,3.4944972470617746e-07
6,9,3.4944972470618e-07
6,10,3.494497247061888e-07
7,1,3.2671710102936867e-07
7,2,3.267171010293664e-07
7,3,3.2671710102933537e-07
7,4,3.2671710102933907e-07
7,5,3.267171010293423e-07
7,6,3.267171010293532e-07
7,7,3.267171010293718e-07
7,8,3.267171010293427e-07
7,9,3.267171010293436e-07
7,10,3.2671710102933346e-07
8,1,3.2011654633701054e-07
8,2,3.2011654633700535e-07
8,3,3.201165463369961e-07
8,4,3.201165463369934e-07
8,5,3.2011654633701223e-07
8,6,3.201165463370051e-07
8,7,3.201165463370081e-07
8,8,3.2011654633701694e-07
8,9,3.201165463370088e-07
8,10,3.2011654633700053e-07
8,11,3.201165463370194e-07
9,1,3.324649160262991e-07
9,2,3.324649160262918e-07
9,3,3.324649160262983e-07
9,4,3.324649160263013e-07
9,5,3.324649160263036e-07
9,6,3.32464916026283e-07
9,7,3.324649160262897e-07
9,8,3.3246491602629867e-07
9,9,3.3246491602628644e-07
9,10,3.3246491602628507e-07
10,1,3.3716183742516816e-07
10,2,3.37161837425172e-07
10,3,3.3716183742515985e-07
10,4,3.371618374251634e-07
10,5,3.371618374251501e-07
10,6,3.371618374251526e-07
10,7,3.371618374251536e-07
10,8,3.371618374251557e-07
10,9,3.371618374251812e-07
10,10,3.3716183742516133e-07
11,1,3.387794482346704e-07
11,2,3.387794482346624e-07
11,3,3.3877944823465076e-07
11,4,3.387794482346726e-07
11,5,3.3877944823464785e-07
11,6,3.387794482346469e-07
11,7,3.3877944823465436e-07
11,8,3.387794482346583e-07
11,9,3.3877944823465325e-07
11,10,3.387794482346536e-07
12,1,3.37159473509378e-07
12,2,3.37159473509389e-07
12,3,3.371594735093726e-07
12,4,3.371594735093745e-07
12,5,3.371594735094034e-07
12,6,3.371594735093748e-07
12,7,3.3715947350937896e-07
12,8,3.371594735093685e-07
12,9,3.3715947350938553e-07
12,10,3.371594735093755e-07
13,1,3.3878194361513065e-07
13,2,3.3878194361514076e-07
13,3,3.387819436151225e-07
13,4,3.387819436151276e-07
13,5,3.387819436151285e-07
13,6,3.3878194361512414e-07
13,7,3.387819436151106e-07
13,8,3.3878194361513023e-07
13,9,3.3878194361514844e-07
13,10,3.3878194361513007e-07
14,1,3.193688745011019e-07
14,2,3.193688745011229e-07
14,3,3.193688745011152e-07
14,4,3.1936887450112293e-07
14,5,3.193688745011065e-07
14,6,3.193688745011033e-07
14,7,3.193688745011127e-07
14,8,3.193688745011191e-07
14,9,3.193688745011091e-07
14,10,3.1936887450110355e-07
15,1,3.5829605600643074e-07
15,2,3.5829605600642963e-07
15,3,3.5829605600642587e-07
15,4,3.5829605600642375e-07
15,5,3.5829605600642455e-07
15,6,3.582960560064275e-07
15,7,3.5829605600641565e-07
15,8,3.5829605600642126e-07
15,9,3.5829605600642047e-07
15,10,3.582960560064323e-07
16,1,6.351688031915122e-07
16,2,6.351688031915237e-07
16,3,6.351688031915154e-07
16,4,6.351688031915098e-07
16,5,6.351688031915012e-07
16,6,6.351688031915091e-07
16,7,6.351688031915077e-07
16,8,6.351688031915055e-07
16,9,6.351688031914993e-07
16,10,6.351688031915039e-07
17,1,6.352473276996552e-07
17,2,6.352473276996394e-07
17,3,6.352473276996231e-07
17,4,6.352473276996296e-07
17,5,6.352473276996322e-07
17,6,6.352473276996304e-07
17,7,6.352473276996188e-07
17,8,6.352473276996304e-07
17,9,6.352473276996328e-07
17,10,6.352473276996241e-07
17,11,6.35247327699618e-07
18,1,3.495009843750156e-07
18,2,3.495009843750133e-07
18,3,3.495009843750085e-07
18,4,3.4950098437501666e-07
18,5,3.4950098437501925e-07
18,6,3.495009843750271e-07
18,7,3.4950098437501e-07
18,8,3.495009843750249e-07
18,9,3.495009843750071e-07
18,10,3.4950098437502116e-07
19,1,6.368724013822879e-07
19,2,6.368724013822874e-07
19,3,6.368724013822825e-07
19,4,6.368724013822729e-07
19,5,6.368724013822783e-07
19,6,6.368724013822657e-07
19,7,6.368724013822657e-07
19,8,6.368724013822697e-07
19,9,6.368724013822798e-07
19,10,6.368724013822687e-07
