season,week,worst,second,gap,rel_gap
1,1,0.06107185078848231,0.14233838034893848,0.08126652956045616,0.5709389790809308
1,2,0.05306263086302527,0.09223935102326683,0.03917672016024156,0.42472892237023074
1,3,0.041322075175844936,0.17993603483840115,0.1386139596625562,0.7703513072689642
1,4,0.1670347483539627,0.2074815623946482,0.04044681404068551,0.1949417267436617
1,5,0.23600567049664503,0.32322378945077157,0.08721811895412654,0.26983817961644885
1,6,0.4924122876968591,0.5075877123031409,0.015175424606281851,0.029897147307653502
2,1,0.021733657637017307,0.025841052316402876,0.004107394679385569,0.15894842938645953
2,2,0.035008011840777835,0.04951550315194834,0.014507491311170503,0.29298886990305506
2,3,0.024347165135369764,0.07439535735421056,0.0500481922188408,0.6727327349279574
2,4,0.006396140264404036,0.10100213200288091,0.09460599173847688,0.936673215331518
2,5,0.10670320624505257,0.12355967114377157,0.016856464898719004,0.1364236788806694
2,6,0.11970394370469242,0.1254076646693004,0.005703720964607972,0.045481438312791056
2,7,0.1362150535738995,0.2508667391501695,0.11465168557626998,0.45702226594351025
2,8,0.27677370209758057,0.35589795447536166,0.07912425237778109,0.22232286357031805
3,1,0.01928682365768576,0.04057083126416655,0.02128400760648079,0.5246135448370638
3,2,0.05572002700210683,0.07323425205205038,0.01751422504994355,0.23915346383950944
3,3,0.06780057941264217,0.08050538117398903,0.012704801761346862,0.15781307505257466
3,4,0.07083192701697452,0.08663694687871712,0.015805019861742597,0.18242817217310314
3,5,0.10161347677637667,0.10849371529655766,0.006880238520180992,0.06341600987093574
3,6,0.09161152514371197,0.1802786088279803,0.08866708368426833,0.4918336360631305
3,7,0.11199403570191609,0.19576799918155657,0.08377396347964049,0.4279247059267738
3,8,0.21376533334180234,0.24736116010699954,0.033595826765197206,0.13581690331119428
3,9,0.3031797779932906,0.3469428798881962,0.04376310189490562,0.12613921320134444
3,10,0.49985983946063894,0.5001401605393612,0.0002803210787222232,0.000560485041672957
4,1,0.03079441422173748,0.045337020246682236,0.014542606024944754,0.3207666923370197
4,2,0.045596451778134095,0.06638687294404554,0.02079042116591144,0.3131706652824985
4,3,0.03862458231235407,0.07191778652069912,0.03329320420834505,0.46293421723654854
4,4,0.034673088012987914,0.046523618394806204,0.01185053038181829,0.2547207373522189
4,5,0.02262125048557283,0.054507560135890004,0.03188630965031718,0.5849887533183113
4,6,0.06648437023147935,0.08196140057055028,0.015477030339070927,0.1888331608700207
4,7,0.06584502525725534,0.09790666468170064,0.0320616394244453,0.3274714701872366
4,8,0.07791683456773564,0.16243147886410544,0.0845146442963698,0.5203095168952875
4,9,0.2144829109238853,0.25816044112102293,0.04367753019713763,0.16918754092406457
4,10,0.3193669475330132,0.32994744769871603,0.010580500165702833,0.03206722840106396
5,1,0.03221571827614283,0.049111096216204506,0.016895377940061677,0.34402363705510086
5,2,0.03080008725738979,0.05132759065326402,0.020527503395874228,0.3999311702461305
5,3,0.039382466534532604,0.05665508186004881,0.01727261532551621,0.304873186278039
5,4,0.06549245808400563,0.07274086098277761,0.007248402898771988,0.09964692197536879
5,5,0.07045482442021678,0.0775869516409744,0.0071321272207576225,0.09192431291489327
5,6,0.09387496979864383,0.10215979368092651,0.008284823882282674,0.08109671705248825
5,7,0.13826460714364916,0.1567406817818756,0.018476074638226453,0.11787670200349286
5,8,0.16521929723437,0.171073362073529,0.0058540648391589845,0.03421961647449736
5,9,0.21584557670878451,0.22465874366168917,0.008813166952904655,0.03922912951999898
5,10,0.22051660324515004,0.38340930618844954,0.1628927029432995,0.4248532842424959
6,1,0.03030111464973094,0.032477619725252455,0.002176505075521515,0.06701553543436584
6,2,0.02517474209345324,0.0353503970498557,0.01017565495640246,0.287851221078265
6,3,0.06012400708262767,0.07041938258143894,0.010295375498811273,0.14620087710801535
6,4,0.04771174803783248,0.07669961160029799,0.028987863562465514,0.37794016107316103
6,5,0.07421287355979657,0.08660058625751416,0.012387712697717587,0.14304421289807065
6,6,0.07434656064911833,0.11525308517084397,0.040906524521725635,0.35492780484868025
6,7,0.1289342549248626,0.15083427901107632,0.02190002408621372,0.14519261954111584
6,8,0.16714641156905596,0.1842530787103844,0.01710666714132844,0.09284331779452822
6,9,0.19653119238873956,0.2546870868695548,0.05815589448081526,0.22834253277474348
6,10,0.2655242673394764,0.340088696955551,0.07456442961607457,0.21924994945015774
7,1,0.01600100261089046,0.0394699730837355,0.023468970472845043,0.5946031537203141
7,2,0.03645489337307163,0.046134653382208866,0.009679760009137235,0.20981538387086027
7,3,0.04404344595507417,0.0743627624774768,0.03031931652240262,0.40772176170278535
7,4,0.05477476448001283,0.08414508629214033,0.029370321812127502,0.3490438135645583
7,5,0.07370148607122493,0.08674994670482185,0.013048460633596923,0.15041462420715984
7,6,0.03948813442245749,0.11240408747636378,0.0729159530539063,0.6486948534610807
7,7,0.1137018476778254,0.12108293784525527,0.0073810901674298685,0.06095896167355096
7,8,0.15888537404161152,0.16369616597525105,0.0048107919336395355,0.02938854373881225
7,9,0.177125392128409,0.2358833870264217,0.0587579948980127,0.24909763946806104
7,10,0.3030470319126218,0.31148786879345597,0.00844083688083419,0.027098445000537767
8,1,0.024685232658239038,0.032117677409596555,0.007432444751357518,0.23141289628672684
8,2,0.024568679679838893,0.035051436447693395,0.010482756767854502,0.2990678223272739
8,3,0.009090682395330865,0.025280066187325097,0.016189383791994232,0.6404011631943929
8,4,0.011607343247137324,0.02569959352451193,0.014092250277374607,0.5483452593883871
8,5,0.04518733512678229,0.06709704083251579,0.0219097057057335,0.3265375854715172
8,6,0.03762301242836723,0.059349781613404436,0.021726769185037208,0.36608001907339976
8,7,0.07278273635379612,0.108666536929234,0.035883800575437885,0.33021941795022136
8,8,0.12776650761568756,0.14981438602201164,0.02204787840632408,0.14716796558565926
8,9,0.13101075971292883,0.17581375165728824,0.04480299194435941,0.2548321250302046
8,10,0.15478280921398152,0.2552143324400442,0.10043152322606269,0.3935183508929946
8,11,0.31046952692990176,0.3308724763658839,0.020402949435982143,0.06166408780831998
9,1,0.022578992890406917,0.022578992890406917,0.0,0.0
9,2,0.04030678897650276,0.04073599230048473,0.0004292033239819762,0.010536218703499434
9,3,0.02685674915404102,0.029851009062637313,0.0029942599085962945,0.1003068238769867
9,4,0.03350588020845688,0.03651247445855995,0.0030065942501030715,0.08234430272633052
9,5,0.05969416186746237,0.06829541296719616,0.008601251099733788,0.1259418565030885
9,6,0.05054232160283789,0.057038857091301035,0.006496535488463143,0.11389666307766755
