season,celebrity_name,week,p_est
1,Evander Holyfield,1,0.14200665911127025
1,Joey McIntyre,1,0.1803609269739395
1,John O'Hurley,1,0.19564821856143766
1,Kelly Monaco,1,0.1371051705315001
1,Rachel Hunter,1,0.19046938271548003
1,Trista Sutter,1,0.15440964210637245
1,Evander Holyfield,2,0.11886523783263761
1,Joey McIntyre,2,0.17726274135331102
1,John O'Hurley,2,0.20776093329873285
1,Kelly Monaco,2,0.15492090785080867
1,Rachel Hunter,2,0.19744373540866972
1,Trista Sutter,2,0.14374644425584013
1,Evander Holyfield,3,0.12284805143758612
1,Joey McIntyre,3,0.2018637563854905
1,John O'Hurley,3,0.2366891468423508
1,Kelly Monaco,3,0.2111321615872629
1,Rachel Hunter,3,0.22746688374730975
1,Joey McIntyre,4,0.21652341536277503
1,John O'Hurley,4,0.2717302768952275
1,Kelly Monaco,4,0.2761868763007737
1,Rachel Hunter,4,0.23555943144122377
1,Joey McIntyre,5,0.25853161454173385
1,John O'Hurley,5,0.37849590195507715
1,Kelly Monaco,5,0.3629724835031889
1,John O'Hurley,6,0.5015443333732009
1,Kelly Monaco,6,0.49845566662679897
2,Drew Lachey,1,0.1271073934151228
2,George Hamilton,1,0.09708927088577361
2,Giselle Fernandez,1,0.11378221790919645
2,Jerry Rice,1,0.10721978267837029
2,Kenny Mayne,1,0.06068548225461598
2,Lisa Rinna,1,0.10106328045028141
2,Master P,1,0.062446008994916494
2,Stacy Keibler,1,0.12298556933965595
2,Tatum O'Neal,1,0.10170482683452862
2,Tia Carrere,1,0.10591616723753836
2,Drew Lachey,2,0.13711820169440658
2,George Hamilton,2,0.10809426806404267
2,Giselle Fernandez,2,0.1156676431468695
2,Jerry Rice,2,0.1128387569583789
2,Lisa Rinna,2,0.11071099959770658
2,Master P,2,0.06933555916780974
2,Stacy Keibler,2,0.13904151052585137
2,Tatum O'Neal,2,0.09175813424933722
2,Tia Carrere,2,0.11543492659559743
2,Drew Lachey,3,0.15280027363379942
2,George Hamilton,3,0.12058352826950133
2,Giselle Fernandez,3,0.11671718664899729
2,Jerry Rice,3,0.11977241807291886
2,Lisa Rinna,3,0.13447203531797994
2,Master P,3,0.0689581560086322
2,Stacy Keibler,3,0.15279592760542776
2,Tia Carrere,3,0.13390047444274325
2,Drew Lachey,4,0.17606679360357314
2,George Hamilton,4,0.13599228473782737
2,Jerry Rice,4,0.14509073642686943
2,Lisa Rinna,4,0.15859026044549976
2,Master P,4,0.06368095010462967
2,Stacy Keibler,4,0.17406382881698976
2,Tia Carrere,4,0.14651514586461092
2,Drew Lachey,5,0.19065813727963737
2,George Hamilton,5,0.14676618590505494
2,Jerry Rice,5,0.15610703593782763
2,Lisa Rinna,5,0.16927094059450323
2,Stacy Keibler,5,0.19736482947187212
2,Tia Carrere,5,0.13983287081110476
2,Drew Lachey,6,0.22980392304713604
2,George Hamilton,6,0.15815516813805017
2,Jerry Rice,6,0.1836816469729266
2,Lisa Rinna,6,0.19627493000435264
2,Stacy Keibler,6,0.2320843318375346
2,Drew Lachey,7,0.27696429616240786
2,Jerry Rice,7,0.22558428003375988
2,Lisa Rinna,7,0.2203792330906568
2,Stacy Keibler,7,0.27707219071317535
2,Drew Lachey,8,0.3471431443899735
2,Jerry Rice,8,0.30760549247530006
2,Stacy Keibler,8,0.34525136313472643
3,Emmitt Smith,1,0.10680864335897328
3,Harry Hamlin,1,0.08225704665382086
3,Jerry Springer,1,0.07820852394113899
3,Joey Lawrence,1,0.10483552730734777
3,Mario Lopez,1,0.11185383339760722
3,Monique Coleman,1,0.0976643586888394
3,Sara Evans,1,0.07810060240196091
3,Shanna Moakler,1,0.08413663266423729
3,Tucker Carlson,1,0.051847748889756864
3,Vivica A. Fox,1,0.10327461639045735
3,Willa Ford,1,0.10101246630586005
3,Emmitt Smith,2,0.10515065789868096
3,Harry Hamlin,2,0.08903551126920202
3,Jerry Springer,2,0.08556019168503191
3,Joey Lawrence,2,0.1153543757294978
3,Mario Lopez,2,0.10583516329471722
3,Monique Coleman,2,0.11030466844920217
3,Sara Evans,2,0.09020584987797796
3,Shanna Moakler,2,0.08808542102762065
3,Vivica A. Fox,2,0.10748840371269051
3,Willa Ford,2,0.10297975705537879
3,Emmitt Smith,3,0.10802907044404608
3,Harry Hamlin,3,0.09715122967363826
3,Jerry Springer,3,0.09944618830325236
3,Joey Lawrence,3,0.11860121251549881
3,Mario Lopez,3,0.1180423434921042
3,Monique Coleman,3,0.12386491590142357
3,Sara Evans,3,0.1047853495014358
3,Vivica A. Fox,3,0.1184649475254427
3,Willa Ford,3,0.11161474264315814
3,Emmitt Smith,4,0.12810822034584496
3,Jerry Springer,4,0.11236850479182095
3,Joey Lawrence,4,0.13521675083615858
3,Mario Lopez,4,0.1430415620016733
3,Monique Coleman,4,0.13188959383947713
3,Sara Evans,4,0.10434243333270292
3,Vivica A. Fox,4,0.118526263769878
3,Willa Ford,4,0.12650667108244426
3,Emmitt Smith,5,0.157763907159111
3,Jerry Springer,5,0.12921033337967466
3,Joey Lawrence,5,0.15344252855434604
3,Mario Lopez,5,0.16723400115142678
3,Monique Coleman,5,0.15327881763228313
3,Sara Evans,5,0.10984051212298336
3,Willa Ford,5,0.129229900000175
3,Emmitt Smith,6,0.21316556424295466
3,Jerry Springer,6,0.15990009208465517
3,Joey Lawrence,6,0.20420051768179112
3,Mario Lopez,6,0.22674211530657357
3,Monique Coleman,6,0.19599171068402552
3,Emmitt Smith,7,0.22206737902129742
3,Jerry Springer,7,0.15012427906841175
3,Joey Lawrence,7,0.207950211451778
3,Mario Lopez,7,0.2278531064764494
3,Monique Coleman,7,0.19200502398206343
3,Emmitt Smith,8,0.271909308671712
3,Joey Lawrence,8,0.23859046236912182
3,Mario Lopez,8,0.27941397563744486
3,Monique Coleman,8,0.2100862533217214
3,Emmitt Smith,9,0.3609427681433742
3,Joey Lawrence,9,0.27511150675577606
3,Mario Lopez,9,0.3639457251008497
3,Emmitt Smith,10,0.49925549268913616
3,Mario Lopez,10,0.500744507310864
4,Apolo Anton Ohno,1,0.10410102943993067
4,Billy Ray Cyrus,1,0.07224057660254361
4,Clyde Drexler,1,0.0744406213134677
4,Heather Mills,1,0.09199765755149773
4,Ian Ziering,1,0.09971944875690497
4,Joey Fatone,1,0.11157692080723325
4,John Ratzenberger,1,0.08291639332641881
4,Laila Ali,1,0.10921067630291298
4,Leeza Gibbons,1,0.07812089597854296
4,Paulina Porizkova,1,0.08754204807020524
4,Shandi Finnessey,1,0.0881337318503421
4,Apolo Anton Ohno,2,0.10632061305227192
4,Billy Ray Cyrus,2,0.08126015196006114
4,Clyde Drexler,2,0.07124412066152004
4,Heather Mills,2,0.09664250947659839
4,Ian Ziering,2,0.09749205166862676
4,Joey Fatone,2,0.10667381094480807
4,John Ratzenberger,2,0.0832773812894538
4,Laila Ali,2,0.1067889865468978
4,Leeza Gibbons,2,0.0834230599180741
4,Paulina Porizkova,2,0.08286635164593725
4,Shandi Finnessey,2,0.08401096283575067
4,Apolo Anton Ohno,3,0.11623283352217258
4,Billy Ray Cyrus,3,0.0933701540424305
4,Clyde Drexler,3,0.07336056721033739
4,Heather Mills,3,0.10749195023650726
4,Ian Ziering,3,0.11041524858138876
4,Joey Fatone,3,0.11808026924054699
4,John Ratzenberger,3,0.0887282614700526
4,Laila Ali,3,0.10852371637094307
4,Leeza Gibbons,3,0.09398034074957372
4,Shandi Finnessey,3,0.08981665857604719
4,Apolo Anton Ohno,4,0.13763099698770248
4,Billy Ray Cyrus,4,0.10323921876810917
4,Clyde Drexler,4,0.0760698675525184
4,Heather Mills,4,0.11641897419925838
4,Ian Ziering,4,0.12436020587571696
4,Joey Fatone,4,0.1381254564094387
4,John Ratzenberger,4,0.09186255637303842
4,Laila Ali,4,0.1231397316054481
4,Leeza Gibbons,4,0.08915299222876938
4,Apolo Anton Ohno,5,0.15972404002802212
4,Billy Ray Cyrus,5,0.10576591405490782
4,Clyde Drexler,5,0.07580221250649893
4,Heather Mills,5,0.1206263173062384
4,Ian Ziering,5,0.13633491203025644
4,Joey Fatone,5,0.14883969958272755
4,John Ratzenberger,5,0.10257446116790726
4,Laila Ali,5,0.15033244332344148
4,Apolo Anton Ohno,6,0.16939219899673258
4,Billy Ray Cyrus,6,0.11582800337329142
4,Heather Mills,6,0.1244706960070521
4,Ian Ziering,6,0.14664785752211063
4,Joey Fatone,6,0.16469821862988082
4,John Ratzenberger,6,0.1119491339860584
4,Laila Ali,6,0.16701389148487408
4,Apolo Anton Ohno,7,0.1906951387732353
4,Billy Ray Cyrus,7,0.12518277281775547
4,Ian Ziering,7,0.16938432995859842
4,Joey Fatone,7,0.1933441720127226
4,John Ratzenberger,7,0.12845125707213728
4,Laila Ali,7,0.1929423293655509
4,Apolo Anton Ohno,8,0.228594770399275
4,Billy Ray Cyrus,8,0.1373960969554167
4,Ian Ziering,8,0.18737473769375354
4,Joey Fatone,8,0.2250798179461813
4,Laila Ali,8,0.2215545770053734
4,Apolo Anton Ohno,9,0.26580201282816496
4,Ian Ziering,9,0.20730273474181904
4,Joey Fatone,9,0.26453548963414336
4,Laila Ali,9,0.26235976279587264
4,Apolo Anton Ohno,10,0.33733830137944093
4,Joey Fatone,10,0.33283368871117847
4,Laila Ali,10,0.32982800990938055
5,Albert Reed,1,0.07991878785638452
5,Cameron Mathison,1,0.08344655129633781
5,Floyd Mayweather Jr. ,1,0.07390267265654347
5,Helio Castroneves,1,0.09929242984679987
5,Jane Seymour,1,0.09188333663199705
5,Jennie Garth,1,0.08458140040660425
5,Josie Maran,1,0.05743258753164235
5,Marie Osmond,1,0.087030555069932
5,Mark Cuban,1,0.0778377391366347
5,Mel B,1,0.0943651531853194
5,Sabrina Bryan,1,0.10235627318696847
5,Wayne Newton,1,0.06795251319483613
5,Albert Reed,2,0.08292196829773855
5,Cameron Mathison,2,0.089901124500183
