season,celebrity_name,week,p_est
1,Evander Holyfield,1,0.14233838034893848
1,Joey McIntyre,1,0.20867816868593148
1,John O'Hurley,1,0.22017013886576378
1,Kelly Monaco,1,0.06107185078848231
1,Rachel Hunter,1,0.21618823115467106
1,Trista Sutter,1,0.15155323015621294
1,Evander Holyfield,2,0.05306263086302527
1,Joey McIntyre,2,0.1732662694675276
1,John O'Hurley,2,0.3054682252978353
1,Kelly Monaco,2,0.09223935102326683
1,Rachel Hunter,2,0.254613770760533
1,Trista Sutter,2,0.12134975258781204
1,Evander Holyfield,3,0.041322075175844936
1,Joey McIntyre,3,0.1963242165564297
1,John O'Hurley,3,0.2595255548190511
1,Kelly Monaco,3,0.17993603483840115
1,Rachel Hunter,3,0.32289211861027317
1,Joey McIntyre,4,0.1670347483539627
1,John O'Hurley,4,0.2074815623946482
1,Kelly Monaco,4,0.3317015128504277
1,Rachel Hunter,4,0.2937821764009614
1,Joey McIntyre,5,0.23600567049664503
1,John O'Hurley,5,0.44077054005258337
1,Kelly Monaco,5,0.32322378945077157
1,John O'Hurley,6,0.4924122876968591
1,Kelly Monaco,6,0.5075877123031409
2,Drew Lachey,1,0.16950119209166667
2,George Hamilton,1,0.0728883930507432
2,Giselle Fernandez,1,0.1456628952400375
2,Jerry Rice,1,0.11206186382854655
2,Kenny Mayne,1,0.025841052316402876
2,Lisa Rinna,1,0.0828653531376126
2,Master P,1,0.021733657637017307
2,Stacy Keibler,1,0.13643659968076102
2,Tatum O'Neal,1,0.13529239341297303
2,Tia Carrere,1,0.09771659960423926
2,Drew Lachey,2,0.18276499815395467
2,George Hamilton,2,0.09702534911836698
2,Giselle Fernandez,2,0.12717474260158418
2,Jerry Rice,2,0.10905628096980204
2,Lisa Rinna,2,0.08026440457046624
2,Master P,2,0.035008011840777835
2,Stacy Keibler,2,0.2153862857276601
2,Tatum O'Neal,2,0.04951550315194834
2,Tia Carrere,2,0.10380442386543955
2,Drew Lachey,3,0.19337614820700788
2,George Hamilton,3,0.10246915644170383
2,Giselle Fernandez,3,0.1017613574927918
2,Jerry Rice,3,0.07439535735421056
2,Lisa Rinna,3,0.14733612440796107
2,Master P,3,0.024347165135369764
2,Stacy Keibler,3,0.19287977151412275
2,Tia Carrere,3,0.1634349194468325
2,Drew Lachey,4,0.22542169893702238
2,George Hamilton,4,0.10100213200288091
2,Jerry Rice,4,0.13714887824565025
2,Lisa Rinna,4,0.1797726835288673
2,Master P,4,0.006396140264404036
2,Stacy Keibler,4,0.19170410032196306
2,Tia Carrere,4,0.1585543666992121
2,Drew Lachey,5,0.2068857269641849
2,George Hamilton,5,0.13369696548869983
2,Jerry Rice,5,0.12355967114377157
2,Lisa Rinna,5,0.16290109096909786
2,Stacy Keibler,5,0.2662533391891932
2,Tia Carrere,5,0.10670320624505257
2,Drew Lachey,6,0.2735988570868627
2,George Hamilton,6,0.11970394370469242
2,Jerry Rice,6,0.1254076646693004
