season,week,xi
1,1,1.966875907950397e-07
1,2,1.9668759078695194e-07
1,3,1.9668759078520022e-07
1,4,1.9668759079220246e-07
1,5,1.9668759078852223e-07
1,6,1.9668759080973313e-07
2,1,6.843733622359345e-08
2,2,6.84373362236037e-08
2,3,6.843733622404361e-08
2,4,6.843733622452884e-08
2,5,6.843733622373267e-08
2,6,6.843733622354495e-08
2,7,6.843733622494653e-08
2,8,6.843733622424825e-08
3,1,1.1525113510666689e-07
3,2,1.1525113510792599e-07
3,3,1.152511351065193e-07
3,4,1.1525113510652904e-07
3,5,1.1525113510760982e-07
3,6,1.1525113510658368e-07
3,7,1.1525113510636647e-07
3,8,1.1525113510665278e-07
3,9,1.1525113510639974e-07
3,10,1.1525113510691592e-07
4,1,2.3165654604024557e-07
4,2,2.3165654604292653e-07
4,3,2.3165654605171604e-07
4,4,2.3165654604567076e-07
4,5,2.3165654604372e-07
4,6,2.3165654603953597e-07
4,7,2.316565460401112e-07
4,8,2.3165654604160283e-07
4,9,2.316565460392888e-07
4,10,2.3165654603928408e-07
5,1,2.944631506562448e-07
5,2,2.944631506543586e-07
5,3,2.9446315065407275e-07
5,4,2.944631506546213e-07
5,5,2.9446315066453954e-07
5,6,2.9446315065504446e-07
5,7,2.9446315065423316e-07
5,8,2.944631506552536e-07
5,9,2.9446315065454005e-07
5,10,2.944631506542417e-07
6,1,9.293995542743847e-08
6,2,9.293995542736546e-08
6,3,9.293995542703585e-08
6,4,9.293995542700964e-08
6,5,9.293995542731361e-08
6,6,9.293995542800149e-08
6,7,9.29399554271018e-08
6,8,9.293995542711744e-08
6,9,9.293995542706324e-08
6,10,9.293995542707337e-08
7,1,1.1010071097628836e-07
7,2,1.1010071097840921e-07
7,3,1.1010071097601692e-07
7,4,1.1010071097590715e-07
7,5,1.1010071097585396e-07
7,6,1.101007109759135e-07
7,7,1.1010071097591967e-07
7,8,1.101007109795648e-07
7,9,1.1010071097684299e-07
7,10,1.1010071097591983e-07
8,1,2.25714855814038e-07
8,2,2.2571485581600805e-07
8,3,2.2571485581810173e-07
8,4,2.2571485582191303e-07
8,5,2.257148558141142e-07
8,6,2.2571485581521816e-07
8,7,2.2571485581401516e-07
8,8,2.257148558442793e-07
8,9,2.2571485581821361e-07
8,10,2.2571485582203897e-07
8,11,2.2571485581891152e-07
9,1,1.1892709713749269e-07
9,2,1.1892709713794493e-07
9,3,1.1892709713742801e-07
9,4,1.1892709713831574e-07
9,5,1.1892709713805938e-07
9,6,1.1892709713943021e-07
9,7,1.1892709713788481e-07
9,8,1.189270971381069e-07
9,9,1.1892709713733792e-07
9,10,1.1892709713854776e-07
10,1,2.791814347779002e-07
10,2,2.791814347769664e-07
10,3,2.791814347839421e-07
10,4,2.7918143477960897e-07
10,5,2.7918143478255564e-07
10,6,2.7918143477994334e-07
10,7,2.7918143477745454e-07
10,8,2.791814347773373e-07
10,9,2.791814347832905e-07
10,10,2.791814347814865e-07
11,1,4.2749795570160976e-19
11,2,7.535714362835767e-19
11,3,4.428316574825377e-19
11,4,1.1199072265936548e-19
11,5,2.910791095480185e-19
11,6,3.0883817322745033e-19
11,7,2.65188154611987e-19
11,8,1.352752557350082e-19
11,9,1.2237370467094787e-19
11,10,3.139485268490305e-19
12,1,7.751955111704413e-08
12,2,7.751955111721846e-08
12,3,7.75195511164854e-08
12,4,7.751955111636476e-08
12,5,7.751955111646917e-08
12,6,7.75195511166006e-08
12,7,7.751955111642385e-08
12,8,7.751955111679563e-08
12,9,7.751955111629985e-08
12,10,7.751955111681011e-08
13,1,1.9512798365558136e-07
13,2,1.9512798365534353e-07
13,3,1.9512798365524914e-07
13,4,1.9512798365526198e-07
13,5,1.9512798365720886e-07
13,6,1.9512798366019923e-07
13,7,1.9512798365780355e-07
13,8,1.9512798365561074e-07
13,9,1.9512798365555627e-07
13,10,1.9512798365624872e-07
14,1,2.6364896233871805e-07
14,2,2.6364896233899085e-07
14,3,2.636489623404022e-07
14,4,2.6364896233878793e-07
14,5,2.636489623433796e-07
14,6,2.636489623388907e-07
14,7,2.636489623390391e-07
14,8,2.636489623394346e-07
14,9,2.6364896234069105e-07
14,10,2.636489623447936e-07
15,1,9.489718420627296e-08
15,2,9.489718420632995e-08
15,3,9.489718420633797e-08
15,4,9.489718420617788e-08
15,5,9.48971842061882e-08
15,6,9.489718420627806e-08
15,7,9.489718420649271e-08
15,8,9.489718420634448e-08
15,9,9.489718420597112e-08
15,10,9.48971842063698e-08
16,1,1.6955331767285375e-07
16,2,1.6955331767284046e-07
16,3,1.695533176729837e-07
16,4,1.6955331767408512e-07
16,5,1.6955331767303498e-07
16,6,1.6955331767281888e-07
16,7,1.6955331767354966e-07
16,8,1.6955331767294213e-07
16,9,1.6955331767432994e-07
16,10,1.6955331767376473e-07
17,1,1.8335254672635683e-07
17,2,1.833525467289158e-07
17,3,1.833525467286134e-07
17,4,1.8335254672794145e-07
17,5,1.8335254674085137e-07
17,6,1.8335254673030403e-07
17,7,1.833525467265454e-07
17,8,1.8335254672850885e-07
17,9,1.8335254672682895e-07
17,10,1.8335254672913725e-07
17,11,1.8335254672662984e-07
18,1,2.465491337082715e-07
18,2,2.4654913370915173e-07
18,3,2.4654913370633837e-07
18,4,2.4654913370725496e-07
18,5,2.465491337065338e-07
18,6,2.465491337059337e-07
18,7,2.465491337058823e-07
18,8,2.465491337083173e-07
18,9,2.465491337114365e-07
18,10,2.4654913370677326e-07
19,1,1.6519975860026522e-07
19,2,1.6519975859930463e-07
19,3,1.6519975860303213e-07
19,4,1.6519975859921135e-07
19,5,1.6519975859991163e-07
19,6,1.6519975859879773e-07
19,7,1.651997585988152e-07
19,8,1.651997586009493e-07
19,9,1.6519975860076587e-07
19,10,1.6519975859962483e-07
19,11,1.6519975859882621e-07
20,1,1.8939228994801655e-07
20,2,1.8939228994807632e-07
20,3,1.8939228995244127e-07
20,4,1.8939228995458564e-07
20,5,1.893922899486024e-07
20,6,1.893922899480864e-07
20,7,1.893922899518655e-07
20,8,1.893922899481683e-07
20,9,1.8939228994803185e-07
20,10,1.8939228994858798e-07
21,1,2.1627328614644456e-07
21,2,2.1627328614396402e-07
21,3,2.1627328614490698e-07
21,4,2.162732861448965e-07
21,5,2.1627328614285552e-07
21,6,2.162732861461282e-07
21,7,2.1627328614586413e-07
21,8,2.162732861508585e-07
21,9,2.1627328614270268e-07
21,10,2.1627328614362447e-07
21,11,2.1627328614259667e-07
22,1,2.8765650738072374e-07
22,2,2.8765650737991387e-07
22,3,2.8765650737820683e-07
22,4,2.876565073789854e-07
22,5,2.8765650738050473e-07
22,6,2.876565073786373e-07
22,7,2.876565073783729e-07
22,8,2.8765650738263793e-07
22,9,2.8765650737868684e-07
22,10,2.876565073808755e-07
23,1,2.4515989998739235e-07
23,2,2.451598999877017e-07
23,3,2.45159899988728e-07
23,4,2.451598999874279e-07
23,5,2.451598999873395e-07
23,6,2.451598999896911e-07
23,7,2.451598999905546e-07
23,8,2.451598999873365e-07
23,9,2.4515989998818353e-07
23,10,2.451598999917064e-07
23,11,2.4515989999013605e-07
24,1,2.2458936051135134e-07
24,2,2.245893605123894e-07
24,3,2.2458936051177192e-07
24,4,2.2458936051257072e-07
24,5,2.245893605142745e-07
24,6,2.2458936051461027e-07
24,7,2.2458936051138485e-07
24,8,2.2458936051255897e-07
24,9,2.2458936051132571e-07
24,10,2.245893605117577e-07
25,1,2.438680746289575e-07
25,2,2.4386807462943963e-07
25,3,2.4386807462758606e-07
25,4,2.4386807462844125e-07
25,5,2.438680746304928e-07
25,6,2.438680746281378e-07
25,7,2.438680746277498e-07
25,8,2.438680746283539e-07
25,9,2.4386807463158305e-07
25,10,2.4386807462863596e-07
26,1,2.5912265011784286e-07
26,2,2.5912265011740373e-07
26,3,2.5912265011791814e-07
26,4,2.5912265011740484e-07
27,1,2.647987305017935e-07
27,2,2.6479873050050403e-07
27,3,2.6479873049972185e-07
27,4,2.647987305009448e-07
27,5,2.6479873049953264e-07
27,6,2.647987304996617e-07
27,7,2.6479873050167394e-07
27,8,2.647987304999835e-07
27,9,2.647987305005945e-07
28,1,2.480505979508184e-07
28,2,2.480505979501909e-07
28,3,2.4805059795020113e-07
28,4,2.4805059795027594e-07
28,5,2.4805059795011744e-07
28,6,2.480505979528e-07
28,7,2.480505979508637e-07
28,8,2.480505979541899e-07
28,9,2.480505979504501e-07
28,10,2.4805059795210754e-07
28,11,2.480505979516484e-07
29,1,2.928486530739398e-07
29,2,2.9284865307261694e-07
29,3,2.9284865307222556e-07
29,4,2.9284865307221365e-07
29,5,2.928486530726549e-07
29,6,2.928486530734657e-07
29,7,2.928486530728161e-07
29,8,2.928486530726116e-07
29,9,2.9284865307467545e-07
29,10,2.9284865307410126e-07
29,11,2.928486530734437e-07
30,1,9.801986498390255e-08
30,2,9.801986498414157e-08
30,3,9.80198649830217e-08
30,4,9.801986498287474e-08
30,5,9.801986498361837e-08
30,6,9.801986498343434e-08
30,7,9.801986498386422e-08
30,8,9.801986498341034e-08
