season,week,xi
1,1,9.157587044682736e-07
1,2,9.157587044683039e-07
1,3,9.157587044683249e-07
1,4,9.157587044682845e-07
1,5,9.157587044683044e-07
1,6,9.157587044682812e-07
2,1,9.529600921077463e-07
2,2,9.529600921077436e-07
2,3,9.529600921077736e-07
2,4,9.529600921077539e-07
2,5,9.52960092107723e-07
2,6,9.529600921077188e-07
2,7,9.529600921077318e-07
2,8,9.529600921077196e-07
3,1,9.205790593463718e-07
3,2,9.205790593463086e-07
3,3,9.205790593463326e-07
3,4,9.205790593463131e-07
3,5,9.205790593463233e-07
3,6,9.205790593463167e-07
3,7,9.205790593463173e-07
3,8,9.205790593463273e-07
3,9,9.205790593463281e-07
3,10,9.205790593462932e-07
4,1,9.424930603848462e-07
4,2,9.424930603848433e-07
4,3,9.424930603848252e-07
4,4,9.424930603848363e-07
4,5,9.424930603848414e-07
4,6,9.424930603848516e-07
4,7,9.424930603848628e-07
4,8,9.424930603848448e-07
4,9,9.424930603848595e-07
4,10,9.424930603848328e-07
5,1,9.43964589347463e-07
5,2,9.439645893474186e-07
5,3,9.439645893474135e-07
5,4,9.4396458934741e-07
5,5,9.439645893474266e-07
5,6,9.43964589347407e-07
5,7,9.43964589347432e-07
5,8,9.439645893474175e-07
5,9,9.439645893474186e-07
5,10,9.439645893474122e-07
6,1,9.451586901649596e-07
6,2,9.451586901649635e-07
6,3,9.451586901649372e-07
6,4,9.451586901649268e-07
6,5,9.451586901649449e-07
6,6,9.451586901649466e-07
6,7,9.451586901649388e-07
6,8,9.451586901649408e-07
6,9,9.451586901649388e-07
6,10,9.451586901649554e-07
7,1,9.482673820890248e-07
7,2,9.482673820890112e-07
7,3,9.482673820890234e-07
7,4,9.482673820890139e-07
7,5,9.482673820890265e-07
7,6,9.482673820890192e-07
7,7,9.482673820890347e-07
7,8,9.482673820890236e-07
7,9,9.482673820890359e-07
7,10,9.482673820890254e-07
8,1,9.4710777061813e-07
8,2,9.471077706181124e-07
8,3,9.471077706180931e-07
8,4,9.471077706181153e-07
8,5,9.471077706180723e-07
8,6,9.471077706181182e-07
8,7,9.471077706180678e-07
8,8,9.47107770618093e-07
8,9,9.471077706180978e-07
8,10,9.471077706180839e-07
8,11,9.471077706180795e-07
9,1,9.534024202142397e-07
9,2,9.53402420214234e-07
9,3,9.53402420214211e-07
9,4,9.534024202142249e-07
9,5,9.534024202142223e-07
9,6,9.534024202142131e-07
9,7,9.534024202142296e-07
9,8,9.53402420214217e-07
9,9,9.534024202142226e-07
9,10,9.53402420214212e-07
10,1,9.424867378484899e-07
10,2,9.424867378484625e-07
10,3,9.42486737848447e-07
10,4,9.42486737848492e-07
10,5,9.424867378484563e-07
10,6,9.4248673784848e-07
10,7,9.424867378484805e-07
10,8,9.424867378484658e-07
10,9,9.424867378484721e-07
10,10,9.424867378484643e-07
11,1,9.439653491440283e-07
11,2,9.439653491439948e-07
11,3,9.439653491440197e-07
11,4,9.439653491439964e-07
11,5,9.439653491440089e-07
11,6,9.439653491440128e-07
11,7,9.43965349144e-07
11,8,9.43965349144016e-07
11,9,9.439653491440104e-07
11,10,9.439653491440065e-07
12,1,9.424902050891938e-07
12,2,9.424902050891802e-07
12,3,9.424902050892072e-07
12,4,9.424902050892136e-07
12,5,9.424902050891952e-07
12,6,9.424902050892087e-07
12,7,9.424902050891943e-07
12,8,9.424902050892114e-07
12,9,9.424902050892214e-07
12,10,9.424902050891993e-07
13,1,9.439650406331446e-07
13,2,9.439650406331134e-07
13,3,9.439650406331291e-07
13,4,9.439650406331085e-07
13,5,9.439650406330958e-07
13,6,9.439650406331128e-07
13,7,9.439650406331198e-07
13,8,9.439650406331228e-07
13,9,9.439650406331169e-07
13,10,9.439650406331134e-07
14,1,9.457862239467608e-07
14,2,9.457862239467269e-07
14,3,9.457862239467491e-07
14,4,9.457862239467387e-07
14,5,9.457862239467387e-07
14,6,9.457862239467451e-07
14,7,9.457862239467481e-07
14,8,9.457862239467393e-07
14,9,9.457862239467526e-07
14,10,9.457862239467322e-07
15,1,9.514515427825561e-07
15,2,9.514515427825285e-07
15,3,9.514515427825279e-07
15,4,9.514515427825479e-07
15,5,9.514515427825276e-07
15,6,9.514515427825684e-07
15,7,9.514515427825279e-07
15,8,9.514515427825389e-07
15,9,9.514515427825354e-07
15,10,9.514515427825149e-07
16,1,9.616964391037083e-07
16,2,9.616964391037073e-07
16,3,9.61696439103697e-07
16,4,9.616964391037085e-07
16,5,9.61696439103697e-07
16,6,9.616964391037018e-07
16,7,9.616964391037083e-07
16,8,9.616964391037126e-07
16,9,9.616964391037109e-07
16,10,9.616964391037123e-07
17,1,9.616983256478957e-07
17,2,9.616983256479057e-07
17,3,9.616983256479158e-07
17,4,9.616983256479101e-07
17,5,9.616983256479002e-07
17,6,9.616983256479122e-07
17,7,9.616983256479124e-07
17,8,9.616983256479107e-07
17,9,9.616983256479222e-07
17,10,9.61698325647925e-07
17,11,9.616983256479196e-07
18,1,9.616935070838928e-07
18,2,9.61693507083882e-07
18,3,9.6169350708387e-07
18,4,9.616935070838883e-07
18,5,9.61693507083862e-07
18,6,9.61693507083876e-07
18,7,9.616935070838843e-07
18,8,9.616935070838905e-07
18,9,9.616935070838816e-07
18,10,9.616935070838663e-07
19,1,9.62650256809319e-07
19,2,9.626502568093236e-07
19,3,9.626502568093244e-07
19,4,9.62650256809319e-07
19,5,9.626502568093219e-07
19,6,9.626502568093456e-07
19,7,9.626502568093191e-07
19,8,9.62650256809325e-07
19,9,9.626502568093375e-07
19,10,9.62650256809331e-07
19,11,9.62650256809319e-07
20,1,9.457847174634827e-07
20,2,9.457847174634946e-07
20,3,9.457847174634511e-07
20,4,9.457847174634751e-07
20,5,9.457847174634642e-07
20,6,9.457847174634676e-07
20,7,9.457847174634789e-07
20,8,9.457847174634732e-07
20,9,9.457847174634891e-07
20,10,9.457847174634481e-07
21,1,9.65035043323336e-07
21,2,9.650350433233807e-07
21,3,9.65035043323331e-07
21,4,9.65035043323339e-07
21,5,9.650350433233347e-07
21,6,9.650350433233506e-07
21,7,9.650350433233381e-07
21,8,9.65035043323331e-07
21,9,9.65035043323337e-07
21,10,9.650350433233396e-07
21,11,9.650350433233271e-07
22,1,9.611140201821183e-07
22,2,9.611140201820977e-07
22,3,9.61114020182121e-07
22,4,9.611140201820977e-07
22,5,9.611140201821075e-07
22,6,9.611140201821024e-07
22,7,9.611140201821185e-07
22,8,9.6111402018211e-07
22,9,9.6111402018211e-07
22,10,9.611140201821024e-07
23,1,9.62885057074425e-07
23,2,9.628850570744263e-07
23,3,9.628850570744259e-07
23,4,9.628850570744229e-07
23,5,9.628850570744392e-07
23,6,9.628850570744818e-07
23,7,9.628850570744369e-07
23,8,9.628850570744367e-07
23,9,9.628850570744693e-07
23,10,9.628850570744138e-07
23,11,9.62885057074436e-07
24,1,9.447408031932152e-07
24,2,9.447408031932403e-07
24,3,9.447408031932184e-07
24,4,9.447408031931987e-07
24,5,9.447408031932114e-07
24,6,9.447408031931996e-07
24,7,9.44740803193219e-07
24,8,9.447408031931985e-07
24,9,9.447408031932056e-07
24,10,9.447408031932024e-07
25,1,9.532892430619295e-07
25,2,9.53289243061918e-07
25,3,9.532892430619088e-07
25,4,9.532892430619253e-07
25,5,9.532892430619333e-07
25,6,9.532892430619326e-07
25,7,9.532892430619423e-07
25,8,9.532892430619339e-07
25,9,9.532892430619297e-07
25,10,9.532892430619242e-07
26,1,9.627973980080714e-07
26,2,9.62797398008067e-07
26,3,9.62797398008067e-07
26,4,9.62797398008067e-07
27,1,9.648897707146714e-07
27,2,9.648897707146788e-07
27,3,9.648897707146917e-07
27,4,9.6488977071469e-07
27,5,9.648897707146616e-07
27,6,9.648897707146648e-07
27,7,9.648897707146671e-07
27,8,9.648897707146563e-07
27,9,9.648897707146902e-07
28,1,9.628139685465905e-07
28,2,9.62813968546608e-07
28,3,9.628139685466028e-07
28,4,9.628139685465982e-07
28,5,9.628139685466187e-07
28,6,9.628139685466219e-07
28,7,9.628139685466155e-07
28,8,9.62813968546614e-07
28,9,9.628139685466191e-07
28,10,9.628139685465935e-07
28,11,9.62813968546591e-07
29,1,9.659025697342954e-07
29,2,9.659025697342832e-07
29,3,9.65902569734297e-07
29,4,9.659025697343018e-07
29,5,9.659025697342772e-07
29,6,9.659025697342988e-07
29,7,9.659025697342783e-07
29,8,9.659025697342813e-07
29,9,9.659025697343077e-07
29,10,9.659025697342772e-07
29,11,9.659025697342772e-07
30,1,9.66098769294049e-07
30,2,9.660987692940376e-07
30,3,9.660987692940363e-07
30,4,9.660987692940427e-07
30,5,9.660987692940325e-07
30,6,9.660987692940374e-07
30,7,9.660987692940598e-07
30,8,9.660987692940585e-07
30,9,9.66098769294041e-07
30,10,9.660987692940348e-07
31,1,9.663072252202828e-07
31,2,9.663072252202866e-07
31,3,9.663072252202764e-07
31,4,9.663072252202665e-07
31,5,9.66307225220275e-07
31,6,9.663072252202898e-07
31,7,9.663072252202902e-07
31,8,9.663072252202932e-07
31,9,9.663072252202993e-07
31,10,9.66307225220269e-07
32,1,9.67279825578129e-07
32,2,9.672798255781347e-07
32,3,9.672798255781428e-07
32,4,9.672798255781407e-07
32,5,9.672798255781468e-07
32,6,9.672798255781394e-07
32,7,9.672798255781424e-07
32,8,9.672798255781273e-07
32,9,9.67279825578139e-07
32,10,9.672798255781358e-07
32,11,9.672798255781347e-07
33,1,9.682358226733082e-07
33,2,9.682358226733116e-07
33,3,9.682358226733351e-07
33,4,9.682358226733228e-07
33,5,9.682358226733082e-07
33,6,9.682358226733203e-07
33,7,9.682358226733135e-07
33,8,9.68235822673318e-07
33,9,9.682358226733427e-07
34,1,9.676406938902502e-07
34,2,9.67640693890242e-07
34,3,9.67640693890242e-07
34,4,9.676406938902384e-07
34,5,9.67640693890253e-07
34,6,9.676406938902665e-07
34,7,9.676406938902384e-07
34,8,9.676406938902513e-07
34,9,9.676406938902551e-07
34,10,9.67640693890244e-07
34,11,9.676406938902384e-07
