season,week,xi
1,1,1.7573978368415814e-08
1,2,1.757397836843401e-08
1,3,1.7573978368447012e-08
1,4,1.757397836842949e-08
1,5,1.7573978368424877e-08
1,6,1.7573978368434876e-08
2,1,4.5160148921796624e-08
2,2,4.516014892180672e-08
2,3,4.516014892180565e-08
2,4,4.516014892180259e-08
2,5,4.516014892181773e-08
2,6,4.5160148921829764e-08
2,7,4.5160148921859404e-08
2,8,4.5160148921823915e-08
3,1,3.164458128229834e-08
3,2,3.164458128229118e-08
3,3,3.1644581282252724e-08
3,4,3.1644581282226605e-08
3,5,3.1644581282203034e-08
3,6,3.1644581282218956e-08
3,7,3.1644581282228564e-08
3,8,3.1644581282222026e-08
3,9,3.164458128223629e-08
3,10,3.164458128224396e-08
4,1,4.5489414634998674e-08
4,2,4.548941463496279e-08
4,3,4.548941463498281e-08
4,4,4.548941463494247e-08
4,5,4.54894146349504e-08
4,6,4.548941463495882e-08
4,7,4.5489414634926736e-08
4,8,4.5489414634938264e-08
4,9,4.5489414634939336e-08
4,10,4.548941463492935e-08
5,1,4.587658670411148e-08
5,2,4.5876586704050426e-08
5,3,4.587658670412785e-08
5,4,4.5876586704135605e-08
5,5,4.587658670423423e-08
5,6,4.587658670404333e-08
5,7,4.5876586704100606e-08
5,8,4.587658670407349e-08
5,9,4.5876586704060696e-08
5,10,4.587658670418485e-08
6,1,4.619989347523153e-08
6,2,4.619989347521443e-08
6,3,4.619989347517465e-08
6,4,4.6199893475153706e-08
6,5,4.619989347520516e-08
6,6,4.619989347519361e-08
6,7,4.61998934751608e-08
6,8,4.6199893475167946e-08
6,9,4.6199893475126475e-08
6,10,4.619989347513348e-08
7,1,4.5176621586799766e-08
7,2,4.517662158688684e-08
7,3,4.5176621586800666e-08
7,4,4.517662158681402e-08
7,5,4.517662158678273e-08
7,6,4.517662158679556e-08
7,7,4.517662158680158e-08
7,8,4.517662158676394e-08
7,9,4.5176621586807786e-08
7,10,4.517662158679446e-08
8,1,5.285428364841452e-08
8,2,5.285428364835212e-08
8,3,5.285428364829501e-08
8,4,5.285428364830982e-08
8,5,5.285428364830754e-08
8,6,5.2854283648287504e-08
8,7,5.285428364830686e-08
8,8,5.285428364833513e-08
8,9,5.285428364832293e-08
8,10,5.285428364827923e-08
8,11,5.2854283648250486e-08
9,1,5.366012266459548e-08
9,2,5.366012266462563e-08
9,3,5.366012266457564e-08
9,4,5.366012266460235e-08
9,5,5.366012266462519e-08
9,6,5.3660122664635445e-08
9,7,5.366012266458116e-08
9,8,5.3660122664562e-08
9,9,5.366012266459491e-08
9,10,5.3660122664630865e-08
10,1,4.559757143476047e-08
10,2,4.5597571434738484e-08
10,3,4.559757143468683e-08
10,4,4.5597571434729696e-08
10,5,4.5597571434691936e-08
10,6,4.5597571434710664e-08
10,7,4.5597571434680296e-08
10,8,4.559757143473647e-08
10,9,4.559757143474056e-08
10,10,4.559757143476429e-08
11,1,4.5855139076040554e-08
11,2,4.585513907607898e-08
11,3,4.5855139076006997e-08
11,4,4.585513907597569e-08
11,5,4.585513907601727e-08
11,6,4.5855139076056985e-08
11,7,4.585513907603518e-08
11,8,4.5855139076019034e-08
11,9,4.585513907603997e-08
11,10,4.5855139076027385e-08
12,1,4.549046625843281e-08
12,2,4.549046625850707e-08
12,3,4.549046625850276e-08
12,4,4.5490466258506014e-08
12,5,4.549046625844118e-08
12,6,4.549046625843768e-08
12,7,4.549046625845695e-08
12,8,4.549046625844835e-08
12,9,4.549046625841846e-08
12,10,4.549046625845053e-08
13,1,4.5933335710258636e-08
13,2,4.5933335710139905e-08
13,3,4.593333571020567e-08
13,4,4.5933335710133414e-08
13,5,4.593333571020244e-08
13,6,4.593333571019429e-08
13,7,4.593333571018567e-08
13,8,4.593333571020596e-08
13,9,4.5933335710157905e-08
13,10,4.5933335710112635e-08
14,1,5.236674199522821e-08
14,2,5.2366741995187264e-08
14,3,5.236674199515681e-08
14,4,5.2366741995140544e-08
14,5,5.23667419951496e-08
14,6,5.236674199519814e-08
14,7,5.236674199518033e-08
14,8,5.236674199513788e-08
14,9,5.2366741995164824e-08
14,10,5.236674199514509e-08
15,1,5.3059647723606565e-08
15,2,5.305964772359692e-08
15,3,5.3059647723587e-08
15,4,5.3059647723579546e-08
15,5,5.305964772362409e-08
15,6,5.305964772351977e-08
15,7,5.3059647723526666e-08
15,8,5.305964772356847e-08
15,9,5.305964772361354e-08
15,10,5.3059647723550204e-08
16,1,7.489016960799073e-08
16,2,7.489016960806601e-08
16,3,7.489016960808402e-08
16,4,7.489016960799384e-08
16,5,7.489016960791066e-08
16,6,7.489016960799154e-08
16,7,7.489016960798154e-08
16,8,7.489016960795759e-08
16,9,7.489016960801025e-08
16,10,7.489016960796291e-08
17,1,7.444284659916474e-08
17,2,7.44428465991675e-08
17,3,7.444284659909719e-08
17,4,7.444284659911675e-08
17,5,7.444284659911522e-08
17,6,7.444284659913212e-08
17,7,7.444284659916597e-08
17,8,7.444284659914509e-08
17,9,7.444284659919832e-08
17,10,7.444284659904602e-08
17,11,7.444284659907367e-08
18,1,7.328614188791297e-08
18,2,7.32861418878425e-08
18,3,7.328614188783192e-08
18,4,7.328614188781702e-08
18,5,7.328614188783112e-08
18,6,7.32861418878571e-08
18,7,7.328614188786889e-08
18,8,7.32861418878069e-08
18,9,7.328614188786528e-08
18,10,7.328614188786607e-08
19,1,7.545931876740305e-08
19,2,7.545931876741334e-08
19,3,7.545931876743982e-08
19,4,7.545931876743337e-08
19,5,7.545931876756302e-08
19,6,7.545931876737976e-08
19,7,7.545931876743096e-08
19,8,7.54593187674277e-08
