season,celebrity_name,week,p_est
32,Adrian Peterson,1,0.0019347740904504557
32,Alyson Hannigan,1,0.19422270640081346
32,Ariana Madix,1,0.19422270644551803
32,Barry Williams,1,0.003568780707519941
32,Charity Lawson,1,0.1942227061408412
32,Harry Jowsey,1,0.015461754261772808
32,Jamie Lynn Spears,1,6.541524359503342e-05
32,Jason Mraz,1,0.19422270578734788
32,Lele Pons,1,0.0002524672153779281
32,Matt Walsh,1,0.00024181834561246829
32,Mauricio Umansky,1,0.007082699372312175
32,Mira Sorvino,1,5.1465437115161425e-05
32,Tyson Beckford,1,0.00022729421826562718
32,Xochitl Gomez,1,0.19422270633345795
32,Adrian Peterson,2,0.0017900515503516663
32,Alyson Hannigan,2,0.1942837970800603
32,Ariana Madix,2,0.19428379669393378
32,Barry Williams,2,0.003974803840167545
32,Charity Lawson,2,0.19428379637155388
32,Harry Jowsey,2,0.015342884281478323
32,Jamie Lynn Spears,2,3.150721353166998e-18
32,Jason Mraz,2,0.19428379624920455
32,Lele Pons,2,0.000150479446913312
32,Mauricio Umansky,2,0.007192212414697432
32,Mira Sorvino,2,5.0538469138338345e-06
32,Tyson Beckford,2,0.00012553163952514667
32,Xochitl Gomez,2,0.1942837965852003
32,Adrian Peterson,3,0.0010585872428995906
32,Alyson Hannigan,3,0.1944063583982096
32,Ariana Madix,3,0.1944063588226311
32,Barry Williams,3,0.0046403731732542735
32,Charity Lawson,3,0.19440635853470203
32,Harry Jowsey,3,0.015122628269337085
32,Jason Mraz,3,0.1944063579657595
32,Lele Pons,3,0.00025935178658966363
32,Mauricio Umansky,3,0.006572706454366465
32,Mira Sorvino,3,7.886191788445613e-05
32,Tyson Beckford,3,0.0002356987356153663
32,Xochitl Gomez,3,0.1944063586987509
32,Adrian Peterson,4,8.786764324978538e-05
32,Alyson Hannigan,4,0.1946066378129148
32,Ariana Madix,4,0.19460663710598475
32,Barry Williams,4,0.005437732544234912
32,Charity Lawson,4,0.19460663676541723
32,Harry Jowsey,4,0.015077676557067392
32,Jason Mraz,4,0.19460663682102866
32,Lele Pons,4,0.0003381674257674933
32,Mauricio Umansky,4,0.00573726118331904
32,Mira Sorvino,4,0.0002881091147140073
32,Xochitl Gomez,4,0.1946066370263019
32,Alyson Hannigan,5,0.19482035538858034
32,Ariana Madix,5,0.19482035602722103
32,Barry Williams,5,0.005552399523102977
32,Charity Lawson,5,0.19482035574918688
32,Harry Jowsey,5,0.01479113764000626
32,Jason Mraz,5,0.19482035507201376
32,Lele Pons,5,0.00010315612530661797
32,Mauricio Umansky,5,0.005100477971307762
32,Mira Sorvino,5,0.00035105063565871164
32,Xochitl Gomez,5,0.19482035586761573
32,Alyson Hannigan,6,0.19508185772357217
32,Ariana Madix,6,0.19508185695404598
32,Barry Williams,6,0.005672504314062972
32,Charity Lawson,6,0.19508185653554447
32,Harry Jowsey,6,0.01456033007619418
32,Jason Mraz,6,0.19508185667428443
32,Lele Pons,6,1.1426550014468034e-05
32,Mauricio Umansky,6,0.004346454301415841
32,Xochitl Gomez,6,0.19508185687086563
32,Alyson Hannigan,7,0.19578753975300225
32,Ariana Madix,7,0.19578754030887896
32,Barry Williams,7,0.006063630059716853
32,Charity Lawson,7,0.19578754013288205
32,Harry Jowsey,7,0.014998670123496944
32,Jason Mraz,7,0.1957875394447721
32,Lele Pons,7,2.2843409877286765e-17
32,Xochitl Gomez,7,0.19578754017725086
32,Alyson Hannigan,8,0.19633847409724411
32,Ariana Madix,8,0.19633847352445227
32,Barry Williams,8,0.0032315383864692485
32,Charity Lawson,8,0.1963384730161934
32,Harry Jowsey,8,0.015076094469329093
32,Jason Mraz,8,0.19633847311800087
32,Xochitl Gomez,8,0.19633847338831104
32,Alyson Hannigan,9,0.1972757405613734
32,Ariana Madix,9,0.19727574086026806
32,Charity Lawson,9,0.19727574071522158
32,Harry Jowsey,9,0.013621296958520114
32,Jason Mraz,9,0.19727574014370655
32,Xochitl Gomez,9,0.1972757407609103
32,Alyson Hannigan,10,0.20000000045241584
32,Ariana Madix,10,0.2000000001808293
32,Charity Lawson,10,0.19999999969606383
32,Jason Mraz,10,0.19999999964437276
32,Xochitl Gomez,10,0.20000000002631824
32,Alyson Hannigan,11,0.20000000019787534
32,Ariana Madix,11,0.2000000001975766
32,Charity Lawson,11,0.19999999992982812
32,Jason Mraz,11,0.19999999959015308
32,Xochitl Gomez,11,0.2000000000845669
