season,week,xi
1,1,1.0380703928146437e-06
1,2,1.0386845955392729e-06
1,3,1.0379556106579078e-06
1,4,1.0384587662989512e-06
1,5,8.546890669936633e-21
1,6,2.1657718081653037e-22
2,1,1.9367408338969577e-18
2,2,6.741205628526943e-07
2,3,0.0
2,4,0.0
2,5,2.196250553111994e-18
2,6,4.942331368110436e-18
2,7,2.2463887535560156e-07
2,8,2.6861384049345933e-06
3,1,7.17280808554105e-07
3,2,7.172807499724951e-07
3,3,7.173581626777379e-07
3,4,7.17245711004491e-07
3,5,3.992731789740809e-07
3,6,4.348139541535366e-07
3,7,7.173231414428117e-07
3,8,7.17276840056574e-07
3,9,7.17358190941053e-07
3,10,1.032247364507064e-06
4,1,0.0
4,2,8.624679302576639e-20
4,3,9.447183937439019e-20
4,4,6.43321944649125e-20
4,5,1.0622792157386059e-19
4,6,0.0
4,7,2.548161358666133e-20
4,8,4.394051786184692e-21
4,9,2.3422567030983716e-20
4,10,4.821462737136446e-21
5,1,1.2034220598115472e-18
5,2,4.996435597616304e-18
5,3,6.668181249912522e-06
5,4,0.0
5,5,6.668181254566935e-06
5,6,0.0
5,7,0.0
5,8,8.144645304323725e-18
5,9,5.593593825430586e-19
5,10,0.0
6,1,4.548361518929814e-07
6,2,4.548832245634211e-07
6,3,5.762223968637628e-07
6,4,4.549302005164594e-07
6,5,4.5493024140080846e-07
6,6,5.761754004539173e-07
6,7,4.5497724465971444e-07
6,8,5.761753809509964e-07
6,9,4.549302369180846e-07
6,10,8.18759857285605e-07
7,1,0.0
7,2,0.0
7,3,1.1880848800534346e-18
7,4,0.0
7,5,4.238882386853686e-20
7,6,4.233105669125297e-18
7,7,0.0
7,8,1.3740424248157718e-18
7,9,1.7229110806329016e-18
7,10,2.8800510609942096e-18
8,1,8.390291512002516e-19
8,2,2.2920669917132803e-18
8,3,1.5994299514740612e-19
8,4,1.402642015561277e-19
8,5,2.50213589562524e-06
8,6,2.5021358937390153e-06
8,7,1.4942446973703728e-21
8,8,7.190695091799581e-20
8,9,6.287255172913385e-19
8,10,0.0
8,11,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,1.2451384324638215e-19
9,5,1.3484764520288461e-18
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,2.0413494028828638e-19
10,1,4.3870739578153534e-20
10,2,0.0
10,3,1.5278783011635428e-19
10,4,0.0
10,5,3.689604322018345e-21
10,6,0.0
10,7,2.426328456118544e-20
10,8,0.0
10,9,9.196199307988038e-20
10,10,0.0
11,1,1.9302482476105837e-18
11,2,4.413777132700346e-18
11,3,1.3571208462224566e-06
11,4,0.0
11,5,1.3567217362188241e-06
11,6,0.0
11,7,1.3567217461111902e-06
11,8,1.356891714872822e-06
11,9,0.0
11,10,1.2019397521538522e-17
12,1,2.2964092889875013e-20
12,2,0.0
12,3,1.6148785878700892e-19
12,4,0.0
12,5,2.4443300611033563e-20
12,6,1.931308788373276e-19
12,7,0.0
12,8,7.465388709993499e-20
12,9,0.0
12,10,0.0
13,1,0.0
