season,week,worst,second,gap,rel_gap
1,1,0.12131091566862863,0.16083980093132794,0.039528885262699306,0.24576556942877922
1,2,0.11789186252434913,0.14175106015847722,0.023859197634128082,0.1683175957023078
1,3,0.12279762616431991,0.20052505566296303,0.07772742949864311,0.3876195383248527
1,4,0.22031365551968013,0.23682759825882582,0.016513942739145693,0.06972980708564978
1,5,0.29922121119534656,0.33229157978259544,0.03307036858724888,0.09952213838486501
1,6,0.4974705899607295,0.5025294100392704,0.005058820078540915,0.010066714459847416
2,1,0.06230778631703292,0.06600874054533903,0.0037009542283061164,0.05606763888736922
2,2,0.07783724591408213,0.08737329435408883,0.009536048440006703,0.10914145461153076
2,3,0.07477291213636451,0.10850342305276642,0.033730510916401904,0.31087047733045603
2,4,0.05368237730602231,0.13467984075677863,0.08099746345075633,0.6014074786220714
2,5,0.14528661422827002,0.15256632829225553,0.007279714063985504,0.047715076750359416
2,6,0.17093720546444233,0.17361016119148454,0.002672955727042209,0.01539630922923949
2,7,0.2063373612878,0.252920403153321,0.04658304186552098,0.18418064056810088
2,8,0.3138363790537885,0.3412742393949803,0.027437860341191833,0.08039827556229961
3,1,0.05624948096968543,0.07207249968597153,0.0158230187162861,0.2195430821080007
3,2,0.08327028814695454,0.09121320406739235,0.007942915920437804,0.0870807686414483
3,3,0.09511169931708523,0.10071583929674363,0.005604139979658404,0.05564308473016517
3,4,0.10446535063442573,0.11171983706367362,0.007254486429247892,0.06493463130556902
3,5,0.12804317396324094,0.13087022660986103,0.0028270526466200874,0.021601954240117974
3,6,0.15648243472694642,0.19609369181862435,0.039611257091677926,0.20200168972450228
3,7,0.16605754883871793,0.20003572237056555,0.03397817353184762,0.1698605285555105
3,8,0.23757595360570483,0.24942150306754513,0.011845549461840299,0.047492093970071377
3,9,0.32311422310202276,0.33796780029828194,0.014853577196259182,0.043949681547028406
3,10,0.4999532798191252,0.5000467201808748,9.344036174963044e-05,0.00018686326292837515
4,1,0.06503350488591922,0.07398281220708501,0.008949307321165792,0.1209646815819304
4,2,0.07314832135435143,0.08290640537528063,0.009758084020929203,0.11770000130579383
4,3,0.07369511989103313,0.09066289205094273,0.016967772159909605,0.18715233736836406
4,4,0.07821940717842751,0.08627298825991402,0.008053581081486502,0.0933499724991968
4,5,0.074391494839249,0.099732490333154,0.02534099549390499,0.25408966936706384
4,6,0.1127954893485857,0.120945116349546,0.008149627000960294,0.06738285304060469
4,7,0.12483758999829571,0.14248696580024023,0.01764937580194452,0.1238665986241021
4,8,0.1488659142469198,0.1901698080716007,0.04130389382468089,0.2171948020746258
4,9,0.23774194461373782,0.25289377763107473,0.015151833017336913,0.059913822946805105
4,10,0.32866650426857313,0.33225667470734765,0.0035901704387745204,0.010805412538173235
5,1,0.061754801156221124,0.07107354824119473,0.009318747084973607,0.13111413902327723
5,2,0.06458115598523614,0.07656649941125954,0.011985343426023393,0.1565350841187978
5,3,0.07444592261590613,0.08404003722982574,0.00959411461391961,0.11416123707421047
5,4,0.09383782879478232,0.09717927753554743,0.0033414487407651128,0.034384375203271464
5,5,0.10438664737151353,0.10779640234984013,0.0034097549783266012,0.03163143578076619
5,6,0.12522727930794625,0.12880785382431995,0.003580574516373697,0.02779779656337738
5,7,0.15679607961793093,0.16349034199081053,0.006694262372879595,0.04094591944309387
5,8,0.18833112079038755,0.19052967689922376,0.0021985561088362082,0.011539179326898682
5,9,0.2384355820745055,0.2416375686318376,0.003201986557332115,0.013251195066486978
5,10,0.29256582174427304,0.35180124711724464,0.059235425372971606,0.16837753094499475
6,1,0.06136382654868982,0.06279922674940792,0.0014354002007181052,0.022856972530026227
6,2,0.05770819748586552,0.06462203021471222,0.0069138327288467,0.10698878858919939
6,3,0.08529163730768724,0.08990583592233015,0.004614198614642906,0.05132257063522687
6,4,0.08502155785549463,0.09959824146216882,0.01457668360667419,0.1463548290881317
6,5,0.10621839873346745,0.11182706966552486,0.0056086709320574135,0.050154859184211545
6,6,0.11610170367337883,0.13437005194196372,0.018268348268584894,0.13595550499954592
6,7,0.15333877562104542,0.16157068644078834,0.008231910819742921,0.05094928418689187
6,8,0.18871410161107152,0.19494417039701492,0.006230068785943399,0.031958220516445854
6,9,0.2312053571176562,0.2520710893595541,0.02086573224189789,0.08277717327644432
6,10,0.3098887018202998,0.3365387435540142,0.02665004173371438,0.07918862907811704
7,1,0.046700599866684324,0.06309994835779473,0.016399348491110403,0.2598948005174491
7,2,0.06835482154294423,0.07393662636530833,0.005581804822364103,0.07549444837779523
7,3,0.08303700268926974,0.09887725605912805,0.01584025336985831,0.16020118277135367
7,4,0.08869976449776994,0.10234623725564834,0.013646472757878406,0.13333634067846764
7,5,0.10619498564053663,0.11212479649564683,0.0059298108551101986,0.05288581152823247
7,6,0.0951018251432606,0.13478058831057,0.039678763167309394,0.2943952364703964
7,7,0.14834217449917353,0.15148505308350302,0.0031428785843294893,0.020747120064690754
7,8,0.1858917412504529,0.1877492847239116,0.001857543473458706,0.009893744608349662
7,9,0.22424499672696374,0.24671465000094683,0.022469653273983092,0.09107547230736747
7,10,0.32334313297932665,0.32631773375037665,0.0029746007710499955,0.009115657726789303
8,1,0.054210989257861615,0.05918199961145131,0.004971010353589697,0.0839953091518699
8,2,0.05422191987315872,0.06104023894557462,0.006818319072415903,0.11170203770819653
8,3,0.0419562060737219,0.0590006483076074,0.0170444422338855,0.28888567706954893
8,4,0.04847687036566201,0.06318282645535031,0.014705956089688298,0.23275242521922665
8,5,0.08396862183776023,0.09579567550900973,0.011827053671249504,0.12346124820777689
8,6,0.08602586178795442,0.10014229768487283,0.014116435896918411,0.140963770786845
8,7,0.11508810957923443,0.13153851631909233,0.016450406739857898,0.12506151962328452
8,8,0.15293040959503432,0.16126471373736093,0.00833430414232661,0.05168089130707187
8,9,0.1745944049407315,0.1925804871418459,0.01798608220111439,0.09339514334007615
