season,week,worst,second,gap,rel_gap
1,1,0.10276842727545371,0.1568917760777265,0.05412334880227279,0.3449725036923496
1,2,0.09777500212799387,0.12891147098898104,0.03113646886098717,0.24153373336069234
1,3,0.09462620528011706,0.1974601376820352,0.10283393240191813,0.5207832507820331
1,4,0.20618941778174604,0.2298014229737525,0.023612005192006458,0.10274960392522625
1,5,0.282734007680565,0.3308784549306151,0.04814444725005007,0.1455049324989925
1,6,0.49620592539816066,0.5037940746018393,0.0075881492036786735,0.015062005661094311
2,1,0.048431966413851994,0.05281056201975258,0.004378595605900586,0.0829113616375238
2,2,0.06440610530774198,0.07659737956146921,0.012191274253727236,0.15916046114794002
2,3,0.05705271361279852,0.09972981700037128,0.042677103387572767,0.42792722047623816
2,4,0.03195288082355688,0.12697443840308142,0.09502155757952455,0.7483518633717269
2,5,0.1350780412500453,0.14535647803091364,0.010278436780868344,0.07071192780745816
2,6,0.15717546798054202,0.1608764865801132,0.003701018599571171,0.023005342037527278
2,7,0.1866727088810726,0.2533318644059408,0.0666591555248682,0.2631297712239353
2,8,0.30432141036115096,0.34509037186017716,0.0407689614990262,0.11813995643884515
3,1,0.04359186099788169,0.06322400572959722,0.019632144731715526,0.31051725535519303
3,2,0.07565260877922966,0.0867312038994067,0.011078595120177032,0.1277348246315859
3,3,0.08769717636303384,0.09556114901883395,0.007863972655800106,0.08229257116038037
3,4,0.09514076557385104,0.10522130474928135,0.010080539175430309,0.09580321399216596
3,5,0.12103301187881285,0.12506347042368107,0.004030458544868221,0.03222730451357316
3,6,0.1375982291089854,0.19302336698641318,0.05542513787742778,0.28714211518924093
3,7,0.15086860127052598,0.1994675565614673,0.048598955290941326,0.24364340812469532
3,8,0.2314912116090118,0.2490185066445198,0.01752729503550801,0.07038551179061027
3,9,0.31806640170636996,0.3402488531125468,0.022182451406176862,0.06519478670759662
3,10,0.4999299197289427,0.5000700802710573,0.00014016054211457574,0.00028028179978014945
4,1,0.05445316943740137,0.06607142532221755,0.01161825588481618,0.17584388149879007
4,2,0.06530305577050224,0.07879689168086428,0.013493835910362031,0.17124832747227506
4,3,0.062960736376489,0.08591244065831026,0.022951704281821264,0.26715227859844487
4,4,0.0646624785977408,0.07490189908713352,0.01023942048939272,0.1367044175673194
