season,celebrity_name,week,p_est
1,Evander Holyfield,1,1.3075620501710322e-14
1,Joey McIntyre,1,1.712367227180156e-14
1,John O'Hurley,1,0.4996866884000198
1,Kelly Monaco,1,0.4996639051813139
1,Rachel Hunter,1,0.0
1,Trista Sutter,1,0.0006494064186393107
1,Evander Holyfield,2,9.100169619594145e-15
1,Joey McIntyre,2,1.701828782063597e-14
1,John O'Hurley,2,0.4996762189697458
1,Kelly Monaco,2,0.49972202860215836
1,Rachel Hunter,2,4.1073012250969106e-16
1,Trista Sutter,2,0.0006017524280694458
1,Evander Holyfield,3,0.00011892324851432782
1,Joey McIntyre,3,0.000124695916202187
1,John O'Hurley,3,0.4998796813621105
1,Kelly Monaco,3,0.4998549172884164
1,Rachel Hunter,3,2.178218475664023e-05
1,Joey McIntyre,4,0.0001346102426458992
1,John O'Hurley,4,0.49992580813964865
1,Kelly Monaco,4,0.499906153307829
1,Rachel Hunter,4,3.342830987637001e-05
1,Joey McIntyre,5,0.00010433750070371333
1,John O'Hurley,5,0.49992673925705744
1,Kelly Monaco,5,0.49996892324223896
1,John O'Hurley,6,0.500010757591181
1,Kelly Monaco,6,0.49998924240881915
2,Drew Lachey,1,0.3331482401074902
2,George Hamilton,1,1.9709115706462803e-05
2,Giselle Fernandez,1,4.640170419334009e-05
2,Jerry Rice,1,0.3331458735143047
2,Kenny Mayne,1,0.0
2,Lisa Rinna,1,1.2255821357776142e-15
2,Master P,1,7.83054595633326e-05
2,Stacy Keibler,1,0.33314206110229944
2,Tatum O'Neal,1,0.00041940899643531037
2,Tia Carrere,1,7.579548967628913e-15
2,Drew Lachey,2,0.3332038432879568
2,George Hamilton,2,4.5220522100033865e-05
2,Giselle Fernandez,2,0.0002534619094671167
2,Jerry Rice,2,0.33320895833336833
2,Lisa Rinna,2,2.797265777634188e-06
2,Master P,2,1.6331279176000314e-05
2,Stacy Keibler,2,0.333219670878996
2,Tatum O'Neal,2,0.0
2,Tia Carrere,2,4.9716523158232816e-05
2,Drew Lachey,3,0.3331689957044106
2,George Hamilton,3,1.0350825599647316e-15
2,Giselle Fernandez,3,0.00042740041930608674
2,Jerry Rice,3,0.3331661362690558
2,Lisa Rinna,3,1.1839487723541708e-15
2,Master P,3,2.0865470809483533e-16
2,Stacy Keibler,3,0.3331506160838126
2,Tia Carrere,3,8.68515234125417e-05
2,Drew Lachey,4,0.3332479247668407
2,George Hamilton,4,7.696358511788339e-05
2,Jerry Rice,4,0.3332398550013886
2,Lisa Rinna,4,3.2835222749706856e-05
2,Master P,4,0.0001436785508238522
2,Stacy Keibler,4,0.333258742873079
2,Tia Carrere,4,3.8451230047198415e-16
2,Drew Lachey,5,0.333264621299952
2,George Hamilton,5,4.581118197474457e-16
