season,week,xi
1,1,8.627344002460288e-06
1,2,8.2550238248024e-06
1,3,0.0
1,4,1.0780348073827353e-05
1,5,8.627344002463658e-06
1,6,8.627344002440558e-06
2,1,0.0
2,2,6.9552633242586e-20
2,3,4.142500299937604e-06
2,4,6.262907624678642e-19
2,5,0.0
2,6,0.0
2,7,0.0
2,8,2.570382633523235e-19
3,1,1.3847139180216007e-07
3,2,9.236864714847444e-19
3,3,2.5302192129356603e-06
3,4,5.5235522362252454e-06
3,5,1.4519961937572895e-05
3,6,2.322508827175941e-06
3,7,9.828810619116282e-06
3,8,2.7930029459933603e-07
3,9,5.171199039792152e-07
3,10,5.171199039845563e-07
4,1,0.0
4,2,1.986371854983357e-06
4,3,0.0
4,4,1.043544591017298e-18
4,5,1.800805288033745e-18
4,6,7.914116203824282e-06
4,7,6.8923881896479104e-06
4,8,0.0
4,9,2.0623569902617314e-18
4,10,8.062614746340205e-19
5,1,8.710821722920532e-06
5,2,6.3813878486891e-06
5,3,5.726296815241767e-06
5,4,2.2746868492940314e-05
5,5,8.710821722946287e-06
5,6,9.617580019138789e-06
5,7,3.162494779447161e-05
5,8,9.615730763086433e-06
5,9,8.710821384326945e-06
5,10,8.710821384333025e-06
6,1,0.0
6,2,0.0
6,3,9.538081098506775e-06
6,4,0.0
6,5,0.0
6,6,6.048166885924827e-19
6,7,0.0
6,8,1.182310770922268e-18
6,9,0.0
6,10,9.431711867676634e-19
7,1,2.5764411728188258e-06
7,2,1.0159101614218132e-05
7,3,4.684120733201687e-06
7,4,4.684120733202445e-06
7,5,1.3842833635703207e-05
7,6,4.6841209284740025e-06
7,7,2.1251257086542257e-05
7,8,2.065054047844941e-07
7,9,4.684120733198138e-06
7,10,4.684120916677461e-06
8,1,1.1380022385439032e-06
8,2,1.1892342579450377e-18
8,3,3.6534973622969844e-06
8,4,0.0
8,5,0.0
8,6,2.1405876898640435e-06
8,7,5.04831636563563e-19
8,8,0.0
8,9,9.207289193608197e-06
8,10,1.138001829450747e-06
8,11,1.1379945482660497e-06
9,1,1.410461184971536e-06
9,2,3.242939834869074e-06
9,3,3.8015589300638155e-06
9,4,4.671960315586998e-06
9,5,2.1827032628606857e-20
9,6,1.919754563657392e-19
9,7,1.4878294751483086e-18
9,8,5.288628182550403e-19
9,9,1.055175203500674e-06
9,10,1.0551751965023544e-06
10,1,1.7488669089859147e-06
10,2,8.2385741214212e-06
10,3,1.3767890061821206e-05
10,4,1.3446105089399493e-06
10,5,1.7678258934338167e-06
