season,week,xi
1,1,8.79294417214684e-09
1,2,8.79294417214738e-09
1,3,8.792944172148232e-09
1,4,8.792944172146771e-09
1,5,8.792944172149006e-09
1,6,8.792944172148056e-09
2,1,4.412072384352507e-08
2,2,4.412072384352125e-08
2,3,4.412072384352054e-08
2,4,4.412072384351787e-08
2,5,4.4120723843517075e-08
2,6,4.412072384351754e-08
2,7,4.412072384351757e-08
2,8,4.4120723843519093e-08
3,1,3.057703311495835e-08
3,2,3.0577033114956364e-08
3,3,3.057703311495448e-08
3,4,3.0577033114952843e-08
3,5,3.057703311496018e-08
3,6,3.0577033114953446e-08
3,7,3.0577033114953234e-08
3,8,3.057703311495681e-08
3,9,3.057703311495939e-08
3,10,3.0577033114949535e-08
4,1,4.4309058839830714e-08
4,2,4.430905883983496e-08
4,3,4.430905883983478e-08
4,4,4.430905883984377e-08
4,5,4.430905883982778e-08
4,6,4.4309058839830165e-08
4,7,4.4309058839828656e-08
4,8,4.430905883983141e-08
4,9,4.43090588398291e-08
4,10,4.4309058839830046e-08
5,1,4.4697678538362605e-08
5,2,4.469767853835814e-08
5,3,4.4697678538360097e-08
5,4,4.4697678538363465e-08
5,5,4.4697678538369354e-08
5,6,4.469767853836589e-08
5,7,4.469767853836383e-08
5,8,4.4697678538362075e-08
5,9,4.469767853836365e-08
5,10,4.469767853836059e-08
6,1,4.4974168312547154e-08
6,2,4.497416831254862e-08
6,3,4.4974168312550145e-08
6,4,4.49741683125505e-08
6,5,4.4974168312544864e-08
6,6,4.497416831254919e-08
6,7,4.497416831255306e-08
6,8,4.497416831254791e-08
6,9,4.4974168312547624e-08
6,10,4.4974168312551495e-08
7,1,4.394024303085863e-08
7,2,4.39402430308547e-08
7,3,4.394024303084583e-08
7,4,4.394024303085325e-08
7,5,4.3940243030851325e-08
7,6,4.394024303084825e-08
7,7,4.39402430308439e-08
7,8,4.394024303084607e-08
7,9,4.3940243030852225e-08
7,10,4.394024303084767e-08
8,1,5.154995645397552e-08
8,2,5.1549956453979703e-08
8,3,5.154995645396927e-08
8,4,5.1549956453978545e-08
8,5,5.1549956453967534e-08
8,6,5.154995645397205e-08
8,7,5.154995645397448e-08
8,8,5.154995645397149e-08
8,9,5.1549956453972107e-08
8,10,5.1549956453970995e-08
8,11,5.1549956453976686e-08
9,1,5.2439027721203274e-08
