season,week,xi
1,1,2.3642035963765254e-07
1,2,2.3642035963767965e-07
1,3,2.3642035963672184e-07
1,4,2.3642035963741935e-07
1,5,2.3642035963764654e-07
1,6,2.3642035963722561e-07
2,1,3.085743321219e-07
2,2,3.085743321202367e-07
2,3,3.085743321201588e-07
2,4,3.0857433212025253e-07
2,5,3.0857433211992987e-07
2,6,3.0857433212126146e-07
2,7,3.085743321204893e-07
2,8,3.0857433212007916e-07
3,1,2.823293736712962e-07
3,2,2.8232937367234264e-07
3,3,2.8232937367176845e-07
3,4,2.823293736722534e-07
3,5,2.823293736728105e-07
3,6,2.8232937367270326e-07
3,7,2.8232937367119993e-07
3,8,2.8232937367194437e-07
3,9,2.823293736723681e-07
3,10,2.823293736711516e-07
4,1,3.365682544965748e-07
4,2,3.365682544977898e-07
4,3,3.3656825449681793e-07
4,4,3.365682544981302e-07
4,5,3.365682544969156e-07
4,6,3.365682544966695e-07
4,7,3.365682544971818e-07
4,8,3.365682544963978e-07
4,9,3.365682544980579e-07
4,10,3.3656825449709195e-07
5,1,3.381856967593759e-07
5,2,3.381856967593648e-07
5,3,3.381856967580048e-07
5,4,3.3818569675928774e-07
5,5,3.3818569675755746e-07
5,6,3.3818569675776504e-07
5,7,3.381856967579382e-07
5,8,3.3818569675888624e-07
5,9,3.381856967587824e-07
5,10,3.3818569675759563e-07
6,1,3.488928656336291e-07
6,2,3.4889286563481447e-07
6,3,3.4889286563338923e-07
6,4,3.488928656348602e-07
6,5,3.4889286563408125e-07
6,6,3.4889286563431863e-07
6,7,3.4889286563296116e-07
6,8,3.488928656330534e-07
6,9,3.4889286563591953e-07
6,10,3.4889286563425564e-07
7,1,3.2610825084156917e-07
7,2,3.2610825084162364e-07
7,3,3.261082508424682e-07
7,4,3.2610825084174773e-07
7,5,3.2610825084153497e-07
7,6,3.261082508416179e-07
7,7,3.2610825084105306e-07
7,8,3.2610825084162814e-07
7,9,3.261082508420713e-07
7,10,3.261082508427277e-07
8,1,3.196379471146301e-07
8,2,3.196379471152293e-07
8,3,3.196379471148516e-07
8,4,3.196379471143725e-07
8,5,3.1963794711560405e-07
8,6,3.196379471143922e-07
8,7,3.1963794711419035e-07
