season,week,xi
1,1,2.2488724749601674e-18
1,2,1.1222799503531239e-05
1,3,1.1231656880592022e-18
1,4,1.807504994670421e-05
1,5,4.572283849278713e-18
1,6,9.228423960335602e-18
2,1,6.196109376424546e-19
2,2,1.0367869793858648e-18
2,3,4.743384504624082e-20
2,4,4.37069000783219e-19
2,5,1.926635191123818e-06
2,6,0.0
2,7,0.0
2,8,0.0
3,1,7.633620645704716e-07
3,2,2.913389045736527e-06
3,3,4.533678082095043e-06
3,4,8.313849152608409e-06
3,5,9.293183702778606e-06
3,6,7.633620645731075e-07
3,7,5.9101541331338856e-06
3,8,5.011506430235502e-06
3,9,7.633620783600297e-07
3,10,7.633620783643971e-07
4,1,0.0
4,2,0.0
4,3,0.0
4,4,6.0118363567487305e-06
4,5,0.0
4,6,1.941870325894352e-05
4,7,5.1482662534116375e-18
4,8,6.014780958452787e-17
4,9,0.0
4,10,0.0
5,1,7.786625568081396e-19
5,2,6.185429179973747e-06
5,3,2.953459472611102e-06
5,4,6.656896899655496e-07
5,5,9.025746695449912e-19
5,6,7.985728311472443e-06
5,7,3.3109199356224146e-06
5,8,1.0275591510361381e-07
5,9,0.0
5,10,0.0
6,1,6.438453986206272e-06
6,2,5.087999908060793e-06
6,3,1.3643523428139754e-05
6,4,6.438453986206644e-06
6,5,1.3283176500209587e-06
6,6,6.438454313333763e-06
6,7,6.759791945336809e-06
6,8,5.997343435038057e-06
6,9,6.438454313333415e-06
6,10,6.438454313332666e-06
7,1,1.8316800518262137e-05
7,2,3.219633151144736e-07
7,3,1.0117174240948201e-05
7,4,1.6668824595230792e-05
7,5,2.9495660085115465e-06
7,6,1.0117174240948355e-05
7,7,9.769237583004025e-06
7,8,1.9394372591466365e-05
7,9,1.0117174240949104e-05
7,10,1.0117174240947735e-05
8,1,1.2656789814347383e-18
8,2,0.0
8,3,1.0690940990893276e-07
8,4,6.664031712523208e-19
8,5,6.7669199463507814e-06
8,6,1.4522925058776158e-06
8,7,0.0
8,8,2.7172816947917955e-18
8,9,6.094381915471715e-06
8,10,0.0
8,11,1.1957987632862585e-18
9,1,5.276094931850382e-06
9,2,1.2737489633872626e-06
9,3,3.8963515573697816e-19
9,4,0.0
9,5,0.0
9,6,2.07875014020759e-06
9,7,2.2073678605447067e-18
9,8,2.7163982513553013e-18
9,9,3.6422416731934915e-20
9,10,0.0
10,1,8.505446920392773e-18
10,2,2.9293847778370677e-05
10,3,5.176724849211927e-07
10,4,9.65486944738222e-06
10,5,9.7281677662674e-07
10,6,9.686488272652407e-18
10,7,9.323348683594048e-06
10,8,5.519560103569367e-19
10,9,4.075187900632407e-18
10,10,6.1923271891780846e-18
11,1,7.64912696540394e-20
11,2,2.8884104446067402e-06
11,3,1.8286643058181211e-06
11,4,9.595192958937008e-06
11,5,1.4101135728009789e-06
11,6,1.8692566264588266e-05
11,7,1.722486329330518e-19
11,8,3.4088641818841703e-06
11,9,3.520353174734085e-06
11,10,6.834765712983902e-06
12,1,6.528259969260529e-06
12,2,0.0
12,3,2.097094382529807e-06
12,4,0.0
12,5,0.0
12,6,0.0
12,7,5.449809982634168e-18
12,8,9.961107459710572e-19
12,9,6.5282599692243195e-06
12,10,6.5282599692606225e-06
13,1,4.6108513911410045e-06
13,2,1.3166387509741464e-05
13,3,6.552546305315578e-06
13,4,3.404026790530607e-06
13,5,9.675052615284284e-06
