season,week,xi
1,1,8.792835868990328e-09
1,2,8.792835868990088e-09
1,3,8.792835868991233e-09
1,4,8.792835868988993e-09
1,5,8.792835868998454e-09
1,6,8.792835869008054e-09
2,1,4.412050689092605e-08
2,2,4.412050689098855e-08
2,3,4.41205068909155e-08
2,4,4.412050689092719e-08
2,5,4.412050689089754e-08
2,6,4.4120506890893236e-08
2,7,4.412050689100249e-08
2,8,4.4120506890884964e-08
3,1,3.0576947195940104e-08
3,2,3.057694719589036e-08
3,3,3.057694719589851e-08
3,4,3.057694719591604e-08
3,5,3.057694719591583e-08
3,6,3.057694719592447e-08
3,7,3.057694719590906e-08
3,8,3.057694719591452e-08
3,9,3.057694719592144e-08
3,10,3.057694719592108e-08
4,1,4.430881149671806e-08
4,2,4.4308811496692695e-08
4,3,4.430881149664219e-08
4,4,4.430881149670713e-08
4,5,4.430881149665051e-08
4,6,4.4308811496637115e-08
4,7,4.430881149664151e-08
4,8,4.430881149667886e-08
4,9,4.4308811496686944e-08
4,10,4.430881149672124e-08
5,1,4.4697246491535256e-08
5,2,4.46972464916011e-08
5,3,4.469724649151117e-08
5,4,4.469724649157142e-08
5,5,4.469724649157401e-08
5,6,4.469724649154664e-08
5,7,4.469724649153761e-08
5,8,4.4697246491485374e-08
5,9,4.4697246491547505e-08
5,10,4.469724649155438e-08
6,1,4.497344155995609e-08
6,2,4.497344155994851e-08
6,3,4.497344155988406e-08
6,4,4.4973441559885106e-08
6,5,4.497344155987594e-08
6,6,4.497344155989992e-08
6,7,4.497344155988245e-08
6,8,4.497344155992191e-08
6,9,4.497344155994899e-08
6,10,4.497344155996197e-08
7,1,4.3940007495812596e-08
7,2,4.3940007495797455e-08
7,3,4.394000749577615e-08
7,4,4.3940007495828153e-08
7,5,4.3940007495772924e-08
7,6,4.394000749580681e-08
7,7,4.394000749580624e-08
7,8,4.3940007495801856e-08
7,9,4.394000749579853e-08
7,10,4.3940007495849065e-08
8,1,5.15494872397162e-08
8,2,5.1549487239801447e-08
8,3,5.154948723973342e-08
8,4,5.154948723977887e-08
8,5,5.154948723972887e-08
8,6,5.1549487239797794e-08
8,7,5.1549487239750347e-08
8,8,5.154948723976068e-08
8,9,5.1549487239796795e-08
8,10,5.154948723974847e-08
8,11,5.154948723977078e-08
9,1,5.2438542352811805e-08
9,2,5.243854235277406e-08
9,3,5.2438542352830367e-08
9,4,5.243854235285295e-08
9,5,5.243854235275385e-08
9,6,5.2438542352793435e-08
9,7,5.243854235283404e-08
9,8,5.243854235275749e-08
9,9,5.243854235285413e-08
9,10,5.2438542352758574e-08
10,1,4.430839189467923e-08
10,2,4.4308391894710577e-08
10,3,4.4308391894663255e-08
10,4,4.430839189467351e-08
10,5,4.43083918947264e-08
10,6,4.4308391894713144e-08
10,7,4.430839189466045e-08
10,8,4.430839189469301e-08
10,9,4.430839189470042e-08
10,10,4.43083918946819e-08
11,1,4.4697293509734684e-08
11,2,4.469729350977022e-08
11,3,4.4697293509724096e-08
11,4,4.469729350974142e-08
11,5,4.4697293509709644e-08
11,6,4.4697293509726214e-08
11,7,4.469729350972774e-08
11,8,4.4697293509731375e-08
11,9,4.469729350977953e-08
11,10,4.469729350976431e-08
12,1,4.430856094617913e-08
12,2,4.430856094617054e-08
12,3,4.430856094618723e-08
12,4,4.430856094623375e-08
12,5,4.4308560946198544e-08
12,6,4.4308560946153254e-08
12,7,4.4308560946203567e-08
12,8,4.430856094620945e-08
12,9,4.430856094623286e-08
12,10,4.4308560946186434e-08
13,1,4.46972489948174e-08
13,2,4.4697248994729645e-08
13,3,4.469724899469741e-08
13,4,4.46972489947578e-08
13,5,4.469724899471066e-08
13,6,4.46972489947203e-08
13,7,4.4697248994765584e-08
13,8,4.469724899472723e-08
13,9,4.4697248994762216e-08
13,10,4.469724899476037e-08
14,1,5.105267636260402e-08
14,2,5.105267636259523e-08
14,3,5.105267636265114e-08
14,4,5.1052676362558493e-08
14,5,5.105267636261726e-08
14,6,5.105267636263961e-08
14,7,5.105267636259468e-08
14,8,5.1052676362571795e-08
14,9,5.105267636255308e-08
14,10,5.1052676362605993e-08
15,1,5.168593688807543e-08
15,2,5.1685936888039635e-08
15,3,5.1685936888079115e-08
15,4,5.1685936888069864e-08
15,5,5.168593688804349e-08
15,6,5.16859368880789e-08
15,7,5.1685936888041495e-08
15,8,5.1685936888091066e-08
15,9,5.168593688804468e-08
15,10,5.1685936888124524e-08
16,1,7.332766696665069e-08
16,2,7.332766696666856e-08
16,3,7.332766696672663e-08
16,4,7.332766696664567e-08
16,5,7.3327666966633e-08
16,6,7.332766696671955e-08
16,7,7.332766696667137e-08
16,8,7.332766696663916e-08
16,9,7.332766696669276e-08
16,10,7.332766696668906e-08
17,1,7.294659636214585e-08
17,2,7.294659636208226e-08
17,3,7.294659636211491e-08
17,4,7.294659636205681e-08
17,5,7.294659636204262e-08
17,6,7.294659636210006e-08
17,7,7.29465963620629e-08
17,8,7.29465963620851e-08
17,9,7.294659636205095e-08
17,10,7.294659636199127e-08
17,11,7.294659636200567e-08
18,1,7.16401508172477e-08
18,2,7.164015081719723e-08
18,3,7.164015081712915e-08
18,4,7.164015081710692e-08
18,5,7.164015081707652e-08
18,6,7.164015081708402e-08
18,7,7.16401508170967e-08
18,8,7.164015081707325e-08
18,9,7.164015081708638e-08
18,10,7.164015081715901e-08
19,1,7.396707022532223e-08
19,2,7.396707022542366e-08
19,3,7.396707022530852e-08
19,4,7.396707022533446e-08
19,5,7.396707022530647e-08
19,6,7.396707022546114e-08
19,7,7.396707022529773e-08
19,8,7.396707022541321e-08
19,9,7.396707022539005e-08
19,10,7.396707022544022e-08
19,11,7.396707022539178e-08
20,1,5.1052614601865266e-08
20,2,5.1052614601842787e-08
20,3,5.105261460184124e-08
20,4,5.1052614601835765e-08
20,5,5.105261460181057e-08
20,6,5.105261460187709e-08
20,7,5.1052614601836785e-08
20,8,5.105261460184341e-08
20,9,5.1052614601850066e-08
20,10,5.1052614601776394e-08
21,1,8.622689064163641e-08
21,2,8.622689064160331e-08
21,3,8.622689064156054e-08
21,4,8.622689064159139e-08
21,5,8.622689064157513e-08
21,6,8.62268906415754e-08
21,7,8.622689064152672e-08
21,8,8.622689064159634e-08
21,9,8.622689064160637e-08
21,10,8.622689064150786e-08
21,11,8.62268906415639e-08
22,1,4.9922902619505344e-08
22,2,4.992290261946047e-08
22,3,4.9922902619452094e-08
22,4,4.992290261947789e-08
22,5,4.9922902619471635e-08
22,6,4.992290261946079e-08
22,7,4.992290261948837e-08
22,8,4.992290261944299e-08
22,9,4.9922902619485273e-08
22,10,4.992290261949867e-08
23,1,7.614861470774674e-08
23,2,7.614861470763441e-08
23,3,7.614861470763697e-08
23,4,7.61486147076711e-08
23,5,7.614861470764661e-08
23,6,7.614861470761416e-08
23,7,7.614861470758871e-08
23,8,7.614861470765021e-08
23,9,7.61486147076608e-08
23,10,7.614861470761309e-08
23,11,7.614861470760173e-08
24,1,4.796717772081317e-08
24,2,4.796717772081535e-08
24,3,4.7967177720806736e-08
24,4,4.796717772085913e-08
24,5,4.796717772078871e-08
24,6,4.796717772084308e-08
24,7,4.796717772079738e-08
24,8,4.796717772079185e-08
24,9,4.796717772081276e-08
24,10,4.796717772086251e-08
25,1,7.947954852826897e-08
25,2,7.947954852839334e-08
25,3,7.947954852832442e-08
25,4,7.947954852834086e-08
25,5,7.947954852838496e-08
25,6,7.947954852840783e-08
25,7,7.947954852833297e-08
25,8,7.947954852835089e-08
25,9,7.947954852836523e-08
25,10,7.947954852834327e-08
26,1,0.0
26,2,5.04522024130941e-20
26,3,0.0
26,4,4.788398662030339e-20
27,1,7.735768343037721e-08
27,2,7.735768343038079e-08
27,3,7.735768343031239e-08
27,4,7.735768343023542e-08
27,5,7.735768343032807e-08
27,6,7.735768343022316e-08
27,7,7.735768343028862e-08
27,8,7.735768343023113e-08
27,9,7.735768343031165e-08
28,1,7.386597445293184e-08
