season,week,xi
1,1,1.772001750164318e-19
1,2,0.0
1,3,1.4761695318563084e-19
1,4,0.0
1,5,0.0
1,6,0.0
2,1,0.0
2,2,0.0
2,3,1.1277620226191703e-19
2,4,8.263034231699723e-20
2,5,1.0977401094207282e-20
2,6,0.0
2,7,6.217282668272355e-20
2,8,0.0
3,1,1.0958938729776313e-05
3,2,1.0958938729775557e-05
3,3,1.0958938729775547e-05
3,4,1.0958938729775596e-05
3,5,1.0958938729775518e-05
3,6,1.0958938729775498e-05
3,7,1.0958938729776022e-05
3,8,1.0958938729775622e-05
3,9,1.0958938729775517e-05
3,10,1.0958938729775517e-05
4,1,0.0
4,2,0.0
4,3,2.7832512497390606e-19
4,4,8.59947127083672e-20
4,5,1.2731047998002553e-19
4,6,2.7125218790428885e-19
4,7,0.0
4,8,1.7399086468893862e-19
4,9,0.0
4,10,0.0
5,1,9.398442583965554e-06
5,2,9.39844258396498e-06
5,3,9.398442583964918e-06
5,4,9.398442583969792e-06
5,5,9.398442583965528e-06
5,6,9.398442583968774e-06
5,7,9.398442583964895e-06
5,8,9.398442583965332e-06
5,9,9.398442583964591e-06
5,10,9.398442583965384e-06
6,1,1.8564702926808443e-19
6,2,6.253725396464995e-20
6,3,6.261355811816702e-22
6,4,9.893529733864988e-20
6,5,0.0
6,6,6.936511378848815e-20
6,7,0.0
6,8,0.0
6,9,1.8732065518948786e-22
6,10,0.0
7,1,1.2312200416786452e-05
7,2,1.2312200416786206e-05
7,3,1.2312200416787085e-05
7,4,1.2312200416786093e-05
7,5,1.2312200416785937e-05
7,6,1.231220041678578e-05
7,7,1.2312200416786538e-05
7,8,1.231220041678615e-05
7,9,1.2312200416786308e-05
7,10,1.2312200416786979e-05
8,1,3.4282462035707033e-06
8,2,3.4282462035718917e-06
8,3,3.4282462035707004e-06
8,4,3.428246203570803e-06
8,5,3.4282462035707355e-06
8,6,3.4282462035713924e-06
8,7,3.4282462035711675e-06
8,8,3.42824620330209e-06
8,9,3.4282462035705204e-06
8,10,3.42824620357057e-06
8,11,3.4282462035710654e-06
9,1,1.6615602116217162e-05
9,2,1.661560211621706e-05
9,3,1.6615602116217755e-05
9,4,1.661560211621793e-05
9,5,1.6615602116217053e-05
9,6,1.6615602116217253e-05
9,7,1.661560211621711e-05
9,8,1.6615602116217202e-05
9,9,1.661560211621709e-05
9,10,1.6615602116217155e-05
10,1,6.484766992975278e-20
10,2,1.2159886388499107e-19
10,3,0.0
10,4,5.509792887026974e-20
10,5,9.395355484938435e-20
10,6,1.5559825043061273e-19
10,7,0.0
10,8,0.0
10,9,5.445160857435787e-20
10,10,5.434425312993091e-20
11,1,9.398272264440426e-06
11,2,9.39827226444359e-06
11,3,9.398272264440638e-06
11,4,9.3982722644468e-06
11,5,9.398272264444365e-06
11,6,9.398272264442364e-06
11,7,9.398272264440518e-06
11,8,9.398272264440741e-06
11,9,9.398272264440347e-06
11,10,9.398272264443996e-06
12,1,0.0
12,2,0.0
12,3,0.0
12,4,8.987882596465703e-20
12,5,0.0
12,6,8.595440156886007e-22
12,7,0.0
12,8,0.0
12,9,0.0
12,10,5.41833142756394e-20
13,1,9.39845745601962e-06
13,2,9.398457456024687e-06
13,3,9.398457456016503e-06
13,4,9.398457456016585e-06
13,5,9.39845745601633e-06
13,6,9.398457456016539e-06
13,7,9.398457456016122e-06
13,8,9.39845745601611e-06
13,9,9.398457456016266e-06
13,10,9.3984574560162e-06
14,1,9.551359166206913e-06
14,2,9.551359166210184e-06
14,3,9.551359166209609e-06
14,4,9.551359166209664e-06
14,5,9.551357898554457e-06
14,6,9.551357898552768e-06
14,7,9.5513578985576e-06
14,8,9.55135789855475e-06
14,9,9.551357898554408e-06
14,10,9.55135789967878e-06
15,1,8.792693432923217e-19
15,2,0.0
15,3,1.299852550566645e-18
15,4,7.440114062025569e-19
15,5,8.957094047202597e-19
15,6,0.0
15,7,0.0
15,8,8.490752989650888e-19
15,9,0.0
15,10,1.2910467599126114e-18
16,1,2.6692676533797984e-07
16,2,2.6692676533800187e-07
16,3,2.669267653378862e-07
16,4,2.669267653376182e-07
16,5,2.6692676533799266e-07
16,6,2.669267653378791e-07
16,7,2.669267653377453e-07
16,8,2.6692676533807736e-07
16,9,2.669267653379555e-07
16,10,2.6692676533800483e-07
17,1,2.392351284597363e-05
17,2,2.3923512845973646e-05
17,3,2.3923512845973602e-05
17,4,2.3923512845973633e-05
17,5,2.392351284597358e-05
17,6,2.3923512845973677e-05
17,7,2.392351284597336e-05
17,8,2.3923512845973633e-05
17,9,2.392351284597367e-05
17,10,2.3923512845973897e-05
17,11,2.3923512845973616e-05
