season,week,xi
1,1,1.0186128464210825e-07
1,2,1.0186128464388723e-07
1,3,1.0186128464515642e-07
1,4,1.018612846400516e-07
1,5,1.0186128464927742e-07
1,6,1.0186128464041177e-07
2,1,1.1419131065494482e-07
2,2,1.1419131065436594e-07
2,3,1.1419131065526803e-07
2,4,1.141913106606092e-07
2,5,1.1419131065507516e-07
2,6,1.1419131065447194e-07
2,7,1.1419131065660933e-07
2,8,1.1419131065494384e-07
3,1,2.0075398371984753e-07
3,2,2.0075398371970737e-07
3,3,2.00753983719561e-07
3,4,2.0075398371938902e-07
3,5,2.007539837194486e-07
3,6,2.007539837201292e-07
3,7,2.007539837194496e-07
3,8,2.0075398371945744e-07
3,9,2.0075398372293462e-07
3,10,2.007539837195206e-07
4,1,1.9276328188811532e-07
4,2,1.9276328189120932e-07
4,3,1.9276328188640834e-07
4,4,1.9276328188955816e-07
4,5,1.9276328188781912e-07
4,6,1.927632818868844e-07
4,7,1.9276328188766562e-07
4,8,1.9276328188667973e-07
4,9,1.9276328188818152e-07
4,10,1.9276328188937785e-07
5,1,1.0151807838441782e-07
5,2,1.0151807838484427e-07
5,3,1.0151807838460381e-07
5,4,1.0151807838790728e-07
5,5,1.0151807838518548e-07
5,6,1.0151807838573673e-07
5,7,1.015180783843943e-07
5,8,1.0151807838582061e-07
5,9,1.0151807838456308e-07
5,10,1.0151807838670977e-07
6,1,2.642875093333848e-07
6,2,2.642875093282401e-07
6,3,2.642875093282871e-07
6,4,2.642875093281626e-07
6,5,2.642875093282701e-07
6,6,2.64287509329934e-07
6,7,2.6428750932917835e-07
6,8,2.6428750932858336e-07
6,9,2.6428750932838807e-07
6,10,2.642875093285486e-07
7,1,2.733787404016348e-07
7,2,2.733787404004384e-07
7,3,2.733787404015119e-07
7,4,2.7337874040266793e-07
7,5,2.733787404003756e-07
7,6,2.733787404097727e-07
7,7,2.733787404004516e-07
7,8,2.7337874040354864e-07
7,9,2.7337874040030953e-07
7,10,2.73378740401701e-07
8,1,1.3957124658163428e-07
8,2,1.3957124657823582e-07
8,3,1.3957124657561283e-07
8,4,1.3957124658129755e-07
8,5,1.3957124657569665e-07
8,6,1.3957124657760597e-07
8,7,1.395712465780523e-07
8,8,1.3957124657554189e-07
8,9,1.395712465765055e-07
8,10,1.3957124657681286e-07
8,11,1.3957124657905543e-07
9,1,2.664569467009583e-07
9,2,2.66456946705061e-07
9,3,2.6645694670138495e-07
9,4,2.664569467009076e-07
9,5,2.6645694670113126e-07
9,6,2.6645694671153886e-07
9,7,2.66456946715942e-07
9,8,2.6645694670171365e-07
9,9,2.664569467044553e-07
9,10,2.664569467015589e-07
10,1,1.0557192436477091e-19
10,2,2.5295568931786022e-19
10,3,1.9570211531614283e-19
10,4,4.6963098111339094e-20
10,5,2.6276961559515336e-20
10,6,1.4444673600377595e-20
10,7,7.623284663888572e-21
10,8,4.1766573782667526e-20
10,9,7.299558276950966e-21
10,10,5.888536269878788e-20
11,1,1.0965125241064713e-07
11,2,1.0965125241032314e-07
11,3,1.0965125241033853e-07
11,4,1.0965125241131987e-07
11,5,1.0965125241031017e-07
11,6,1.0965125241089913e-07
11,7,1.0965125241106256e-07
11,8,1.0965125241091247e-07
11,9,1.0965125241026053e-07
11,10,1.0965125241141205e-07
12,1,2.5757260822681163e-07
12,2,2.575726082240326e-07
12,3,2.5757260822526384e-07
12,4,2.575726082258359e-07
12,5,2.575726082240298e-07
12,6,2.575726082246598e-07
12,7,2.575726082267515e-07
12,8,2.5757260822410536e-07
12,9,2.5757260822538523e-07
12,10,2.575726082324169e-07
13,1,1.0808937471441035e-07
13,2,1.0808937471786994e-07
13,3,1.0808937471442973e-07
13,4,1.0808937471429747e-07
13,5,1.0808937471504159e-07
13,6,1.0808937471453828e-07
13,7,1.0808937471448688e-07
13,8,1.0808937471426257e-07
13,9,1.0808937471487777e-07
13,10,1.0808937471774073e-07
14,1,1.0320389499807074e-07
14,2,1.0320389499820846e-07
14,3,1.0320389499899973e-07
14,4,1.0320389499824878e-07
14,5,1.032038949990346e-07
14,6,1.0320389499811131e-07
14,7,1.0320389499809098e-07
14,8,1.0320389499822572e-07
14,9,1.0320389499952989e-07
14,10,1.0320389499818938e-07
15,1,2.6139250003680575e-07
15,2,2.6139250003704324e-07
15,3,2.613925000367127e-07
15,4,2.613925000373401e-07
15,5,2.613925000367212e-07
15,6,2.6139250003784686e-07
15,7,2.613925000381809e-07
15,8,2.613925000367573e-07
15,9,2.6139250003683477e-07
15,10,2.613925000366522e-07
16,1,2.5070043521706583e-07
16,2,2.5070043521662204e-07
16,3,2.5070043521798126e-07
16,4,2.5070043521622663e-07
16,5,2.5070043521641526e-07
16,6,2.5070043521668816e-07
16,7,2.5070043521783885e-07
16,8,2.5070043521610815e-07
16,9,2.507004352171008e-07
16,10,2.507004352172457e-07
17,1,1.826560654663889e-07
17,2,1.826560654642792e-07
17,3,1.8265606547383117e-07
17,4,1.8265606546529837e-07
17,5,1.826560654642496e-07
17,6,1.8265606546655953e-07
17,7,1.8265606546481422e-07
17,8,1.8265606546657014e-07
17,9,1.826560654660871e-07
17,10,1.8265606546435796e-07
17,11,1.826560654643105e-07
18,1,1.5540068849787541e-07
18,2,1.5540068849885972e-07
18,3,1.5540068849988476e-07
18,4,1.5540068849814615e-07
18,5,1.5540068849830872e-07
18,6,1.5540068849848247e-07
18,7,1.5540068849948494e-07
18,8,1.554006884982422e-07
18,9,1.5540068849868023e-07
18,10,1.5540068849838178e-07
19,1,9.09293519169855e-08
19,2,9.092935191681852e-08
19,3,9.092935191991607e-08
19,4,9.092935191688169e-08
19,5,9.092935191690797e-08
19,6,9.092935191703729e-08
19,7,9.092935191692117e-08
19,8,9.092935191834654e-08
19,9,9.092935191690957e-08
19,10,9.092935191704083e-08
19,11,9.092935191794915e-08
20,1,2.0104028040858692e-07
20,2,2.010402804091628e-07
20,3,2.010402804094973e-07
20,4,2.0104028040987272e-07
20,5,2.0104028041350408e-07
20,6,2.0104028040950995e-07
20,7,2.0104028040864503e-07
20,8,2.0104028041451872e-07
20,9,2.0104028040892267e-07
20,10,2.010402804154473e-07
21,1,2.1858788747393167e-07
21,2,2.1858788747878237e-07
21,3,2.1858788747366113e-07
21,4,2.185878874748642e-07
21,5,2.1858788747898664e-07
21,6,2.185878874751687e-07
21,7,2.1858788747441049e-07
21,8,2.1858788747355223e-07
21,9,2.1858788747737193e-07
21,10,2.1858788747635398e-07
21,11,2.1858788747226103e-07
22,1,2.0303663358932615e-07
22,2,2.0303663358668947e-07
22,3,2.0303663358875866e-07
22,4,2.0303663358806148e-07
22,5,2.0303663359034555e-07
22,6,2.0303663358642763e-07
22,7,2.0303663358628821e-07
22,8,2.030366335913042e-07
22,9,2.0303663358836824e-07
22,10,2.0303663358715105e-07
23,1,1.7872011196625014e-07
23,2,1.787201119644724e-07
23,3,1.7872011196565248e-07
23,4,1.7872011196494288e-07
23,5,1.78720111964311e-07
23,6,1.78720111964226e-07
23,7,1.7872011196444625e-07
23,8,1.7872011196556923e-07
23,9,1.7872011196901383e-07
23,10,1.787201119646973e-07
23,11,1.787201119675249e-07
24,1,1.1096886707953711e-07
24,2,1.1096886707967913e-07
24,3,1.1096886707956039e-07
24,4,1.1096886707956662e-07
24,5,1.109688670804127e-07
24,6,1.109688670796814e-07
24,7,1.109688670800289e-07
24,8,1.1096886707951327e-07
24,9,1.1096886708179498e-07
24,10,1.109688670799123e-07
25,1,2.207447096269713e-07
25,2,2.2074470962670177e-07
25,3,2.207447096276548e-07
25,4,2.207447096266735e-07
25,5,2.207447096286484e-07
25,6,2.2074470962740653e-07
25,7,2.2074470962700218e-07
25,8,2.2074470962782449e-07
25,9,2.2074470962699415e-07
25,10,2.207447096269366e-07
26,1,2.0219854130876622e-07
26,2,2.0219854130888324e-07
26,3,2.021985413085999e-07
26,4,2.0219854130859628e-07
27,1,2.6469085381688386e-07
27,2,2.646908538131711e-07
27,3,2.646908538068518e-07
27,4,2.6469085380906914e-07
27,5,2.6469085380731467e-07
27,6,2.6469085381112817e-07
27,7,2.6469085380761716e-07
27,8,2.6469085380655313e-07
27,9,2.6469085381010405e-07
28,1,1.445551868900138e-07
28,2,1.4455518688936572e-07
28,3,1.4455518688922398e-07
28,4,1.4455518688882796e-07
28,5,1.4455518689509516e-07
28,6,1.4455518688937173e-07
28,7,1.4455518689391802e-07
28,8,1.4455518688858245e-07
28,9,1.4455518688942313e-07
28,10,1.4455518688839243e-07
28,11,1.4455518688988058e-07
29,1,2.313662621703937e-07
29,2,2.3136626216875975e-07
29,3,2.3136626216870443e-07
29,4,2.3136626216906863e-07
29,5,2.3136626216865906e-07
29,6,2.3136626217026403e-07
29,7,2.31366262168987e-07
29,8,2.3136626216892646e-07
29,9,2.3136626217014542e-07
29,10,2.31366262168735e-07
29,11,2.3136626216898925e-07
30,1,1.7352121707700107e-07
30,2,1.7352121707283007e-07
30,3,1.7352121707376005e-07
30,4,1.7352121707277694e-07
30,5,1.7352121707335493e-07
30,6,1.7352121707272408e-07
30,7,1.73521217073185e-07
30,8,1.735212170719761e-07
30,9,1.7352121707178382e-07
30,10,1.7352121707268215e-07
31,1,2.7345418320023074e-07
31,2,2.734541832000959e-07
31,3,2.734541832012375e-07
31,4,2.734541832014323e-07
31,5,2.7345418320010347e-07
31,6,2.734541832009513e-07
31,7,2.7345418320064377e-07
31,8,2.734541832053889e-07
31,9,2.7345418320131584e-07
31,10,2.7345418320189336e-07
32,1,1.961681813354712e-07
32,2,1.9616818133581713e-07
32,3,1.9616818133489336e-07
32,4,1.9616818133528956e-07
32,5,1.9616818133629792e-07
32,6,1.961681813357457e-07
32,7,1.961681813390978e-07
32,8,1.961681813353331e-07
32,9,1.9616818134026884e-07
32,10,1.9616818133485016e-07
32,11,1.9616818133631058e-07
33,1,2.729922229357927e-07
33,2,2.729922229356946e-07
33,3,2.7299222294192666e-07
33,4,2.7299222293834323e-07
33,5,2.7299222293700455e-07
33,6,2.7299222293708994e-07
33,7,2.729922229364516e-07
33,8,2.729922229375737e-07
33,9,2.7299222293586635e-07
34,1,6.30967029568728e-08
34,2,6.309670295683607e-08
34,3,6.309670295678711e-08
34,4,6.309670295680724e-08
34,5,6.309670295708876e-08
34,6,6.309670296859926e-08
34,7,6.309670295693612e-08
34,8,6.309670295679124e-08
34,9,6.309670295687348e-08
34,10,6.30967029570127e-08
34,11,6.309670295728551e-08
