season,week,xi
1,1,3.769036232905754e-08
1,2,3.7690362329069976e-08
1,3,3.7690362329113664e-08
1,4,3.7690362329070895e-08
1,5,3.769036232913389e-08
1,6,3.769036232913503e-08
2,1,4.740876402759107e-08
2,2,4.740876402760114e-08
2,3,4.740876402763497e-08
2,4,4.740876402762369e-08
2,5,4.7408764027602576e-08
2,6,4.740876402766193e-08
2,7,4.740876402758312e-08
2,8,4.740876402763828e-08
3,1,4.127036950910023e-08
3,2,4.127036950911492e-08
3,3,4.127036950917814e-08
3,4,4.127036950911308e-08
3,5,4.127036950910038e-08
3,6,4.1270369509101067e-08
3,7,4.127036950911313e-08
3,8,4.127036950909257e-08
3,9,4.1270369509090505e-08
3,10,4.127036950914217e-08
4,1,8.014362685594974e-08
4,2,8.014362685593178e-08
4,3,8.014362685596757e-08
4,4,8.014362685594414e-08
4,5,8.014362685595195e-08
4,6,8.014362685597358e-08
4,7,8.014362685592285e-08
4,8,8.014362685592645e-08
4,9,8.014362685594344e-08
4,10,8.014362685590765e-08
5,1,5.195898470797517e-08
5,2,5.1958984707963866e-08
5,3,5.1958984707969385e-08
5,4,5.1958984707925504e-08
5,5,5.195898470794121e-08
5,6,5.195898470794702e-08
5,7,5.195898470790243e-08
5,8,5.195898470789982e-08
5,9,5.1958984707943034e-08
5,10,5.195898470791887e-08
6,1,8.1842633699594e-08
6,2,8.184263369951407e-08
6,3,8.184263369952337e-08
6,4,8.184263369958962e-08
6,5,8.184263369950701e-08
6,6,8.184263369951837e-08
6,7,8.184263369954603e-08
6,8,8.184263369953446e-08
6,9,8.18426336995221e-08
6,10,8.184263369956425e-08
7,1,5.46389935590876e-08
7,2,5.4638993559011614e-08
7,3,5.4638993559068895e-08
7,4,5.4638993558998856e-08
7,5,5.463899355897563e-08
7,6,5.463899355901824e-08
7,7,5.4638993558948656e-08
7,8,5.4638993559025815e-08
7,9,5.463899355898594e-08
7,10,5.463899355907488e-08
8,1,8.64309779585828e-08
8,2,8.64309779584143e-08
8,3,8.643097795850257e-08
8,4,8.643097795856667e-08
8,5,8.643097795850204e-08
8,6,8.643097795845293e-08
8,7,8.643097795849393e-08
8,8,8.643097795845657e-08
8,9,8.643097795850212e-08
8,10,8.643097795852127e-08
8,11,8.643097795843058e-08
9,1,6.141843739559598e-08
9,2,6.141843739557156e-08
9,3,6.141843739554853e-08
9,4,6.141843739556134e-08
9,5,6.141843739552747e-08
9,6,6.141843739555112e-08
9,7,6.141843739557244e-08
