season,week,n,p_sum,entropy,norm_entropy,variance,kl_uniform,kl_qJ,xi
1,1,421,33.999999999999986,6.02807934629171,0.9975915320703339,1.9212540153024282e-07,0.014553487390671194,0.040126035821352865,8.792835868990328e-09
1,2,404,33.999999999999986,5.984574063207614,0.9971938592655241,2.4460491436287235e-07,0.016840814753536826,0.08777628969070839,8.792835868990088e-09
1,3,360,33.999999999999986,5.86330636948011,0.996126867305057,4.363710623037857e-07,0.022797661970045624,0.16070191697479902,8.792835868991233e-09
1,4,326,33.999999999999986,5.753071072805632,0.9941546728182888,8.777189541301353e-07,0.03382630856107571,0.3664566017799216,8.792835868988993e-09
1,5,288,33.0000000000002,5.637660370449543,0.9955323527728741,8.193726467357759e-07,0.025300109686402728,0.5071615311596965,8.792835868998454e-09
1,6,261,32.999999999999865,5.52721498885343,0.9932958429948121,1.5454932834018044e-06,0.03730541846926361,0.5979355370626201,8.792835869008054e-09
2,7,228,31.999999999999993,5.404420702176243,0.9954092208377241,1.0231005595258842e-06,0.024924926778197687,0.6964490562754795,4.41205068910025e-08
2,8,191,31.999999999999996,5.218150059170327,0.9935031240578437,1.9858297986194818e-06,0.03412336887630296,0.7425143588104721,4.412050689088496e-08
3,9,152,31.0,4.987835935373573,0.9928253497822771,3.180819206518064e-06,0.036044585472703616,0.9858679643518191,3.057694719592144e-08
3,10,109,28.999999999999993,4.654928174669855,0.9922368350261881,6.101115520636602e-06,0.03641970755928803,1.9160171955322691,3.0576947195921086e-08
8,11,37,8.999999999999996,3.601141719586849,0.9972926016891321,1.4729444158873632e-05,0.009776193057375426,0.015840121571270814,5.154948723977078e-08
