season,week,xi
1,1,1.0979287953679407e-16
1,2,8.404859906564538e-05
1,3,0.0
1,4,0.00016471896313707653
1,5,3.3553356121831486e-17
1,6,3.418486462099223e-17
2,1,4.887517329488791e-06
2,2,4.887517329467761e-06
2,3,5.6359028999286615e-05
2,4,4.887517329458551e-06
2,5,2.0288053985999334e-06
2,6,4.887517329470527e-06
2,7,4.887517329459483e-06
2,8,4.887517329501979e-06
3,1,5.946223144662238e-06
3,2,1.5208412944580205e-05
3,3,1.837250485259686e-05
3,4,3.484611569394856e-05
3,5,9.420373526886408e-05
3,6,5.946223144647793e-06
3,7,5.94622510632599e-06
3,8,3.867170952257837e-06
3,9,5.946225106329371e-06
3,10,5.946225106297874e-06
4,1,3.438483573048931e-06
4,2,2.6789254894032687e-05
4,3,2.666665373964522e-05
4,4,9.02871450434065e-19
4,5,3.4384835730551632e-06
4,6,0.00010716615521120332
4,7,6.817186155882607e-05
4,8,1.6992883827450075e-05
4,9,3.438483573046072e-06
4,10,3.438483573048557e-06
5,1,3.3152317485953185e-06
5,2,5.384262164485498e-05
5,3,2.4716800959279748e-05
5,4,6.424462785977733e-06
5,5,1.0380360733210319e-05
5,6,5.792972251561444e-05
5,7,2.894336160205956e-05
5,8,2.2700375762447243e-05
5,9,6.008851679657608e-06
5,10,6.008851679660211e-06
6,1,4.209157977303604e-06
6,2,1.811976204119452e-05
6,3,1.2693927399781275e-05
6,4,4.209157977315873e-06
6,5,3.8159446618497465e-18
6,6,4.209157977299753e-06
6,7,2.5825443362277563e-06
6,8,2.128237044083043e-05
6,9,1.3463441704578956e-05
6,10,4.209157977289831e-06
7,1,5.398639695987687e-06
7,2,1.2826249789067555e-06
7,3,0.0
7,4,4.707809120839401e-18
7,5,0.0
7,6,3.1551977285222688e-18
7,7,2.467062852348421e-05
7,8,0.0
7,9,0.0
7,10,3.97681968735894e-19
8,1,3.8541476500250614e-07
8,2,1.9306630420215903e-05
8,3,2.4468404964944913e-05
8,4,3.8541476499276743e-07
8,5,4.251845056294228e-05
8,6,3.8541476499377455e-07
8,7,3.8541476498130305e-07
8,8,9.538371912556017e-07
8,9,4.3937477151909655e-05
8,10,3.854147649870581e-07
8,11,3.854147649917288e-07
9,1,1.264104072712846e-05
9,2,7.284664206411915e-19
9,3,2.7514775834461756e-05
9,4,1.8423262108508925e-05
9,5,5.335693580143974e-06
9,6,1.3160787481427536e-05
9,7,7.090031602469563e-06
9,8,1.9669152092631367e-05
9,9,2.3104903044506174e-06
9,10,2.310490304503183e-06
10,1,3.4715459884127372e-06
10,2,0.0001396174194234348
10,3,6.8820249357765385e-06
10,4,2.422162361069592e-06
10,5,3.710133778966699e-06
10,6,6.866744609459672e-07
10,7,1.0440750243800463e-05
10,8,1.41487369484958e-06
10,9,3.4715459745113104e-06
10,10,3.471545974505526e-06
11,1,5.30145478394238e-06
11,2,8.198579472157248e-06
11,3,8.19857947215497e-06
11,4,8.198579472155334e-06
11,5,5.4092670124669305e-06
11,6,0.00011774305622160894
11,7,1.846278948226059e-06
11,8,8.479657206430081e-06
11,9,8.198579472149203e-06
11,10,8.198579472148009e-06
12,1,3.119263768703132e-18
12,2,2.662966438666399e-06
12,3,1.2987234876344162e-17
12,4,3.6788710098720616e-05
12,5,3.3178845997954518e-06
12,6,2.266220443727661e-17
12,7,3.072662014270474e-05
12,8,4.769398553426356e-05
12,9,1.9756865988299605e-18
12,10,2.8135075868416485e-19
13,1,3.2340223355829786e-06
13,2,7.966932036725174e-05
13,3,6.217984550111784e-05
13,4,2.9852357150428856e-06
13,5,2.6599293853949786e-06
13,6,7.927037843478885e-06
13,7,1.6636629724835155e-05
13,8,2.660316374717077e-06
13,9,2.6603497548946e-06
13,10,2.6603163747244e-06
14,1,0.0
14,2,1.4078996906436804e-19
14,3,5.13301966036106e-18
14,4,2.6884825745851493e-18
14,5,0.0
14,6,0.0
14,7,2.298186704567506e-05
14,8,1.820846527483919e-05
14,9,3.892535192350209e-20
14,10,0.0
15,1,1.603004641817651e-18
15,2,3.715364674886509e-05
15,3,5.564132161270581e-06
15,4,2.4458808836626398e-05
15,5,1.2514369180117022e-17
15,6,9.207793844814225e-05
15,7,0.0
15,8,1.9719761901008936e-05
15,9,5.288621608194758e-18
15,10,1.5114769884838463e-18
16,1,1.1479696300639618e-06
16,2,9.947826589714718e-06
16,3,1.147969630065908e-06
16,4,3.4855650594480496e-06
16,5,3.022499594256504e-06
16,6,4.201207171906308e-06
16,7,1.1479696300639192e-06
16,8,1.4003758292905089e-06
16,9,1.7318447162551247e-06
16,10,3.649009235654344e-06
17,1,7.939219365198545e-06
17,2,9.808394067873393e-06
17,3,1.0371386617633869e-05
17,4,1.1643140560171594e-05
17,5,8.626974735425983e-05
17,6,7.939219365198002e-06
17,7,1.838135402073995e-05
17,8,1.853328769369542e-05
17,9,2.1244992121939868e-05
17,10,7.939216416350084e-06
17,11,7.939216416354357e-06
18,1,1.3670676595715421e-05
18,2,5.0518252738327235e-05
18,3,1.3670676595714391e-05
18,4,1.3670676595715821e-05
18,5,6.104944582115281e-05
18,6,6.739875072890682e-05
18,7,1.7277681632074312e-05
18,8,1.3670676595714191e-05
18,9,1.678099075289009e-05
18,10,3.2802760867402634e-05
19,1,1.7300264245352393e-05
19,2,0.0
19,3,0.0
19,4,5.746249934454096e-05
19,5,1.555660710927248e-17
19,6,5.3089258007764004e-05
19,7,3.161931179504879e-05
19,8,0.0
19,9,5.6546814832904475e-05
19,10,1.1765711153835859e-17
19,11,4.332022953790031e-17
20,1,0.0
20,2,8.776778066860931e-05
20,3,1.697677122856474e-05
20,4,1.6238826667208678e-05
20,5,7.842784661673936e-06
20,6,8.874524138885211e-06
20,7,0.00019087511356488356
20,8,0.0
20,9,0.0
20,10,4.22923910881491e-17
21,1,6.0986372202309624e-18
21,2,1.0191575525280666e-05
21,3,0.0
21,4,0.0
21,5,0.0
21,6,1.8008316356971457e-06
21,7,2.34655247030031e-06
21,8,9.088852076824395e-06
21,9,6.194118701395129e-05
21,10,3.8933869420543915e-18
21,11,0.0
22,1,1.5264815707636423e-06
22,2,1.5264815707624537e-06
22,3,1.5264815707657614e-06
22,4,6.865264179722143e-05
22,5,1.5264815707707822e-06
22,6,8.644948978731609e-18
22,7,2.0698485260584778e-05
22,8,0.00018501476240429733
22,9,1.5267618709808626e-06
22,10,1.526761870988658e-06
23,1,8.22978833231608e-06
23,2,2.0141077610408696e-05
23,3,1.4178115226023537e-05
23,4,1.1043505205530787e-05
23,5,8.229788332318494e-06
23,6,1.2661343519026968e-06
23,7,2.1588801745948778e-18
23,8,4.3586977541476774e-05
23,9,6.765003614078198e-07
23,10,8.229788337784872e-06
23,11,8.229788337785844e-06
24,1,2.6856264727715636e-06
24,2,2.685626472821782e-06
24,3,9.313707933428346e-07
24,4,1.0600716128254622e-06
24,5,7.037437870179446e-18
24,6,0.00020652014944615897
24,7,5.685026870055292e-05
24,8,2.6856264728400153e-06
24,9,2.685626472697152e-06
24,10,2.685626472828169e-06
25,1,0.0
25,2,1.3452866839600828e-05
25,3,0.0
25,4,1.2369414760457627e-06
25,5,6.272680801925529e-06
25,6,1.201134090446452e-18
25,7,4.854042880862348e-05
25,8,2.977055704906402e-05
25,9,0.0
25,10,0.0
26,1,7.435188832475419e-06
26,2,8.600943595121337e-05
26,3,0.0
26,4,0.0
27,1,1.96519605182277e-06
27,2,5.428257077170473e-06
27,3,2.003133357935032e-06
27,4,0.00015589425166480194
27,5,1.1969926578161631e-06
27,6,7.69169238003441e-05
27,7,4.145814634567533e-05
27,8,1.1969926578122615e-06
27,9,1.196992657810853e-06
28,1,6.712986699437373e-06
28,2,1.2524067572428017e-05
28,3,6.712986699428856e-06
28,4,6.712986699410912e-06
28,5,6.712986699450443e-06
28,6,5.989420511243244e-05
28,7,4.052720026377831e-05
28,8,4.869267138262676e-05
28,9,1.7299589156485017e-18
28,10,8.19292618231722e-19
28,11,0.0
29,1,1.6775070547642704e-07
29,2,7.779997620530749e-19
29,3,1.6775070550637114e-07
29,4,1.9058241313221758e-20
29,5,0.0
29,6,8.351106266154042e-06
29,7,1.6775070547168694e-07
