season,week,xi
1,1,3.4939016567552592e-06
1,2,6.573032419055344e-07
1,3,3.4939016567552614e-06
1,4,0.00011502046021879032
1,5,3.493901656755303e-06
1,6,3.4939016567552622e-06
2,1,2.0972675796215836e-07
2,2,2.0972675798463673e-07
2,3,2.7487940620046892e-05
2,4,2.0972675797475718e-07
2,5,1.3072962572818441e-18
2,6,3.484639622533011e-06
2,7,2.0972675800851194e-07
2,8,2.0972675798587348e-07
3,1,5.704578289200954e-06
3,2,5.058480761002682e-18
3,3,8.990022445522798e-06
3,4,2.7791706475139957e-05
3,5,3.45660368100046e-05
3,6,0.0
3,7,0.0
3,8,0.0
3,9,2.584636384042368e-18
3,10,4.986369361371939e-18
4,1,3.625611234954329e-06
4,2,1.6226175349846764e-05
4,3,1.387018873885385e-05
4,4,1.828851524892628e-06
4,5,3.62561123495875e-06
4,6,5.2322660135396275e-05
4,7,3.536874001925349e-05
4,8,5.119407933448747e-06
4,9,1.9134024681467197e-05
4,10,5.228950331948691e-06
5,1,5.390017043436691e-19
5,2,2.6341812054043594e-05
5,3,9.580221470573698e-06
5,4,4.641291931355037e-06
5,5,1.5427986572379682e-05
5,6,2.687165121992484e-05
5,7,1.8773361892787376e-05
5,8,1.1458350059875958e-05
5,9,0.0
5,10,0.0
6,1,1.3973269091038146e-05
6,2,1.87401767712683e-05
6,3,5.225473030491333e-05
6,4,1.4562259794943022e-05
6,5,1.785571821953987e-05
6,6,2.5643813600234134e-06
6,7,1.393767376308704e-05
6,8,1.1880043984767917e-05
6,9,1.3973269091034923e-05
6,10,1.3973269091034796e-05
7,1,6.644276512678969e-19
7,2,4.802602349701246e-06
7,3,6.610524639482458e-06
7,4,6.610524639465527e-06
7,5,2.29280774798275e-06
7,6,6.610524639448434e-06
7,7,1.8612521206679064e-05
7,8,6.610534755611001e-06
7,9,6.610524639458648e-06
7,10,6.6105246394706045e-06
8,1,5.2679745363789e-07
8,2,6.142682933488186e-18
8,3,6.370133389615746e-06
8,4,5.267974536377481e-07
8,5,2.3502046410046294e-05
8,6,5.267974535568619e-07
8,7,3.759084187598923e-06
8,8,3.40168431617327e-18
8,9,2.8017375882763018e-05
8,10,5.267974536104357e-07
8,11,6.517918529121841e-19
9,1,0.0
9,2,0.0
9,3,4.15374947298553e-07
9,4,0.0
9,5,8.19812237335138e-06
9,6,0.0
9,7,1.8993145578287814e-05
9,8,5.659874153553235e-18
9,9,0.0
9,10,0.0
10,1,2.5041901361923163e-18
10,2,6.387342774294511e-05
10,3,1.6344904652288798e-06
10,4,6.964234424791467e-08
10,5,1.5786988026756914e-05
10,6,5.053203526016562e-06
10,7,5.508538005807589e-06
10,8,7.570564919050826e-06
10,9,5.166602900834571e-18
10,10,9.917463223181453e-18
11,1,4.956409467744467e-06
11,2,2.088854553002025e-06
11,3,1.1686715946417679e-06
11,4,2.3470557374248707e-06
11,5,2.4608469848954472e-06
11,6,5.2510948290326164e-05
11,7,7.742885554755338e-07
11,8,7.721942106435397e-06
11,9,2.05516956781876e-06
11,10,2.110173529396683e-06
12,1,5.490290656581157e-06
12,2,1.095935718540219e-18
12,3,5.490290656583534e-06
12,4,1.8070736445692834e-05
12,5,7.048826924661396e-06
12,6,1.1604024491470689e-06
12,7,1.4056321840186956e-05
12,8,2.77865155827519e-05
12,9,5.490314628810116e-06
12,10,5.4903580615517354e-06
13,1,9.299853235037521e-06
13,2,4.0613409261319264e-05
13,3,3.050146818929234e-05
13,4,9.426694601629799e-06
13,5,7.522651340996674e-07
13,6,1.1089219426137596e-05
