season,week,xi
1,1,2.609592340102718e-18
1,2,4.5402427513943336e-06
1,3,0.0
1,4,9.293999252665097e-06
1,5,2.2362914718710955e-19
1,6,9.494169274007868e-19
2,1,4.795159183029956e-06
2,2,9.557022643204215e-07
2,3,2.5105656503073314e-06
2,4,9.557009167361696e-07
2,5,6.736320983944994e-06
2,6,9.557009167350435e-07
2,7,9.55700916743475e-07
2,8,9.55700916746213e-07
3,1,3.5641683451807767e-06
3,2,5.4928105138045395e-06
3,3,3.7128821830765056e-06
3,4,4.1447689097370274e-07
3,5,3.412550062568784e-06
3,6,2.506019064458077e-06
3,7,2.8808046102460826e-06
3,8,3.273806245153216e-06
3,9,7.235174837296945e-07
3,10,2.5060190644513605e-06
4,1,3.9796028135798753e-07
4,2,1.0611591450340546e-05
4,3,4.20586793790504e-06
4,4,4.601333848515116e-06
4,5,3.9796028134852395e-07
4,6,3.992048519953185e-06
4,7,1.9188851183035744e-05
4,8,1.7846563363191412e-05
4,9,3.979602813508483e-07
4,10,3.9796028134581625e-07
5,1,1.1750860877302407e-06
5,2,1.4140619406773255e-05
5,3,1.3075127483302673e-06
5,4,2.363202499560338e-06
5,5,1.170869745483474e-06
5,6,8.036418046689504e-06
5,7,2.2792900869981595e-06
5,8,8.03324586762458e-06
5,9,1.1708697654195481e-06
5,10,1.170869765420281e-06
6,1,6.154063135012745e-07
6,2,0.0
6,3,3.4804153405611724e-06
6,4,6.154063135050129e-07
6,5,5.828629757070871e-06
6,6,6.15406328302554e-07
6,7,1.0949306534205225e-05
6,8,2.157225931014762e-19
6,9,6.154063283034656e-07
6,10,6.154063283021656e-07
7,1,8.116878832225185e-07
7,2,1.5123946759190106e-05
7,3,6.455574967794066e-06
7,4,1.5253485284057487e-19
7,5,5.701525429295813e-06
7,6,6.455574930027623e-06
7,7,3.9969792341059826e-19
7,8,1.368979470174876e-06
7,9,6.455574967795041e-06
7,10,6.455574967792434e-06
8,1,1.3211102100102232e-06
8,2,2.5687929699402562e-06
8,3,8.760867091281813e-20
8,4,2.1508554555484592e-06
8,5,1.281257169114771e-05
8,6,6.869647161746122e-06
8,7,9.925648091392256e-06
8,8,2.6089759480643736e-06
8,9,4.024636440670985e-06
8,10,1.3211102505954138e-06
8,11,1.3211102505964788e-06
9,1,6.4548771256302685e-06
9,2,1.4859255307670055e-05
9,3,1.601441211154179e-05
9,4,2.264323891219582e-06
9,5,1.192822084479772e-05
9,6,5.519667999693721e-06
9,7,1.0695529741209205e-06
9,8,1.6263032587282567e-19
9,9,0.0
9,10,2.7681036716270535e-18
10,1,3.0677548179134397e-19
10,2,7.079745424830671e-06
10,3,5.451933550431783e-06
10,4,5.484491277678622e-06
10,5,7.102633744374006e-06
10,6,4.157702316716139e-06
10,7,8.838505295383857e-07
10,8,2.711046771148104e-06
10,9,8.219024679992333e-19
10,10,1.285652746178505e-19
11,1,6.455311065247522e-06
11,2,6.455311065248469e-06
11,3,6.45531106524601e-06
11,4,6.455311065246421e-06
11,5,2.0515467796213173e-05
11,6,1.2534924525120557e-05
11,7,4.4083376861026724e-05
11,8,5.0418123625002295e-05
11,9,6.455311065246067e-06
11,10,6.455311065246903e-06
12,1,5.368253905640605e-06
12,2,1.2659285591761836e-18
12,3,5.36825390564032e-06
12,4,1.901104772124044e-05
12,5,9.48471280882308e-07
12,6,1.5325208336150103e-05
12,7,6.60231043091507e-07
12,8,1.2837101344554045e-06
12,9,5.368253905640191e-06
12,10,5.368253905640513e-06
13,1,1.1302339798899006e-17
13,2,1.5683925786709475e-18
13,3,5.177680018606633e-06
13,4,8.200497556654207e-19
13,5,0.0
13,6,0.0
13,7,1.0379245562951266e-06
13,8,1.8555817067853218e-19
13,9,0.0
13,10,5.098783160840704e-19
14,1,4.1294017391358013e-07
14,2,4.1294017391301087e-07
14,3,5.823870073871172e-06
14,4,2.2604620986975767e-06
14,5,2.6773134936018697e-06
14,6,3.886266362499241e-06
14,7,2.916921068340854e-06
14,8,5.605810470706294e-06
14,9,4.1294017391093167e-07
14,10,4.1294017391226553e-07
15,1,0.0
15,2,0.0
15,3,1.3594385466835457e-05
15,4,2.261577969168982e-18
15,5,2.854501032246992e-18
15,6,0.0
15,7,1.9557990752101795e-18
15,8,0.0
15,9,3.116234212948571e-18
15,10,1.063026348804147e-18
16,1,2.3228591482063077e-07
16,2,2.322858873304991e-07
16,3,2.322859148141851e-07
16,4,4.17827756173631e-06
16,5,1.4881449328699402e-06
16,6,1.1573000289135344e-06
16,7,2.322859148150939e-07
16,8,0.0
16,9,2.322859148125728e-07
16,10,1.5924422272353817e-07
17,1,1.3424767299915563e-06
17,2,6.137777293731928e-20
17,3,2.94127800666972e-06
17,4,1.3424756234056983e-06
17,5,2.9019305403831316e-06
17,6,1.342637229505156e-06
17,7,1.0176889622726828e-06
17,8,7.124174318826256e-06
17,9,6.021368000362976e-06
17,10,1.3424771601393757e-06
17,11,1.3426372295104512e-06
18,1,2.1228338118307087e-06
18,2,1.9323599448170944e-06
18,3,2.122833811838946e-06
18,4,2.1228338128988143e-06
18,5,3.0148658777487237e-06
18,6,4.305617139536119e-06
18,7,4.944733588772185e-06
18,8,7.981118744329736e-06
18,9,2.024051892268663e-06
18,10,9.503535887874701e-06
19,1,2.0442935586100105e-06
19,2,1.0832428366841636e-05
19,3,6.176854357736678e-18
19,4,8.474012775481428e-06
19,5,2.226984943062317e-18
19,6,8.994612790414819e-06
19,7,6.777125265916314e-06
19,8,3.501488805280479e-06
19,9,4.527085604545082e-06
19,10,6.677822642206554e-19
19,11,4.692070096206063e-18
20,1,1.1007815677706732e-06
