season,week,xi
1,1,8.982377073878892e-08
1,2,8.982377073791606e-08
1,3,8.982378959764757e-08
1,4,8.98237707385454e-08
1,5,8.982377074192019e-08
1,6,8.982377073736231e-08
2,1,2.689143657397045e-19
2,2,2.0794249271159538e-19
2,3,3.5236905325886787e-19
2,4,8.383564515134985e-19
2,5,4.962974321290179e-19
2,6,1.2881569278620923e-19
2,7,3.8478700615868375e-20
2,8,5.511051992968694e-19
3,1,1.44326218680502e-06
3,2,1.443262175917895e-06
3,3,1.4432621759179418e-06
3,4,1.4432621868032795e-06
3,5,1.4432621759230352e-06
3,6,1.4432621759230058e-06
3,7,1.4432621773766554e-06
3,8,1.4432621759229918e-06
3,9,1.443205474652849e-06
3,10,1.4432621650361993e-06
4,1,2.448984008748996e-19
4,2,0.0
4,3,2.271107089825593e-19
4,4,1.0745671727104868e-18
4,5,0.0
4,6,3.017554874593445e-19
4,7,1.0159101411131265e-18
4,8,0.0
4,9,0.0
4,10,0.0
5,1,0.0
5,2,5.405248500145547e-19
5,3,1.3009128801158799e-18
5,4,2.400736624265058e-19
5,5,2.0565750802270602e-18
5,6,6.547463520722885e-20
5,7,1.4407870185999135e-18
5,8,3.1864322467518043e-18
5,9,1.0921136067311166e-18
5,10,2.6693505122947147e-19
6,1,0.0
6,2,0.0
6,3,0.0
6,4,1.1841611750329622e-19
6,5,9.41179461783419e-20
6,6,1.4298394480575945e-19
6,7,5.79390366430148e-20
6,8,0.0
6,9,4.3361556397938417e-19
6,10,0.0
7,1,7.228719261423708e-06
7,2,7.228719261423715e-06
7,3,7.22871926142441e-06
7,4,7.228719261423717e-06
7,5,7.228719261423698e-06
7,6,7.228719261423717e-06
7,7,7.228719261423687e-06
7,8,7.228719261424806e-06
7,9,7.228719261423707e-06
7,10,7.228719261423887e-06
8,1,1.9939401642797543e-19
8,2,1.0910929943383159e-20
8,3,9.265098751964307e-20
8,4,4.085077823865056e-19
8,5,0.0
8,6,3.296926313921823e-19
8,7,2.0224709628948815e-19
8,8,9.531065294796447e-19
8,9,1.0918240265691115e-18
8,10,1.2961188962148261e-19
8,11,5.910087052665878e-21
9,1,0.0
9,2,2.0634897868780062e-22
9,3,5.100503064119683e-19
9,4,0.0
9,5,0.0
9,6,0.0
9,7,3.6548628188536275e-19
9,8,1.0138463786012429e-19
9,9,0.0
9,10,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,9.495239338720707e-19
10,5,0.0
10,6,4.086933970501999e-19
10,7,0.0
10,8,5.550183386883803e-19
10,9,7.062137197732729e-20
10,10,0.0
11,1,0.0
11,2,1.2029871433377239e-18
11,3,4.0493875115554715e-19
11,4,2.2661601985924424e-18
11,5,7.613518183280768e-19
11,6,1.6578749981925482e-18
11,7,2.0459354675439832e-18
11,8,6.4754593684267735e-19
11,9,1.5159882953699083e-18
11,10,1.2792725150297564e-18
12,1,0.0
12,2,1.9195884167150581e-19
12,3,2.6893296075324036e-19
12,4,5.589358660694314e-19
12,5,0.0
12,6,0.0
12,7,1.221950905532735e-18
12,8,4.658681209898652e-20
12,9,0.0
12,10,0.0
13,1,2.3403005268520748e-18
13,2,7.979813122638179e-19
13,3,1.2415008892446981e-18
13,4,3.065689063574924e-18
13,5,3.8499481662688904e-19
13,6,0.0
13,7,2.361333126803328e-18
13,8,0.0
13,9,0.0
13,10,2.391784314069828e-18
14,1,0.0
14,2,6.093851632961499e-19
14,3,9.07771422299874e-19
14,4,2.957415199233275e-20
14,5,4.0926706297229085e-20
14,6,4.770547198556266e-20
14,7,8.045903065673765e-19
14,8,1.0745163481215531e-20
14,9,9.413780519282494e-19
14,10,1.7328061527066816e-20
15,1,0.0
15,2,4.235164736271502e-21
15,3,0.0
15,4,1.6940658945086007e-21
15,5,0.0
15,6,2.541098841762901e-21
15,7,7.623296525288703e-21
15,8,3.3881317890172014e-21
15,9,2.7890169719116172e-06
15,10,2.7890169883445634e-06
16,1,0.0
16,2,0.0
16,3,0.0
16,4,6.6141907736510215e-19
16,5,0.0
16,6,0.0
16,7,3.274990113661765e-19
16,8,3.6817399328943427e-19
16,9,1.1112819312251666e-18
16,10,9.867068216273442e-19
17,1,0.0
17,2,7.454158411694668e-19
17,3,3.577336914440515e-19
17,4,1.4739403594702304e-18
17,5,0.0
17,6,5.36949667179941e-19
17,7,1.0410601219691897e-18
17,8,0.0
17,9,0.0
17,10,0.0
17,11,0.0
18,1,9.502123200189796e-19
18,2,1.3225064650746652e-18
18,3,0.0
18,4,3.904409995158394e-19
18,5,0.0
18,6,4.439993819317056e-19
18,7,0.0
18,8,8.699783337546908e-19
18,9,0.0
18,10,0.0
19,1,3.2704660023343794e-06
19,2,3.270466002331169e-06
19,3,0.0
19,4,3.2704660023326044e-06
19,5,3.2704660023239223e-06
19,6,3.2704660023237686e-06
19,7,3.2704660023243852e-06
19,8,3.2704660023341574e-06
19,9,3.2704660023260967e-06
19,10,1.1827595976745701e-17
19,11,3.2704737270182302e-06
20,1,2.059076208922935e-06
20,2,2.170170027075656e-06
20,3,2.059076208923046e-06
20,4,2.0590762089240786e-06
20,5,2.170170027076703e-06
20,6,2.1701700270757165e-06
20,7,2.0590762089258574e-06
20,8,2.1701700356775313e-06
20,9,2.170170027075488e-06
20,10,2.1701700270770006e-06
21,1,8.511076433344712e-06
21,2,8.511076433347538e-06
21,3,8.511076433346396e-06
21,4,8.511076433344781e-06
21,5,8.5110764333483e-06
21,6,8.5110764333466e-06
