season,week,xi
1,1,1.7455770912434226e-07
1,2,1.7455770912436744e-07
1,3,1.7455770912436963e-07
1,4,1.7455770912432085e-07
1,5,1.7455770912440966e-07
1,6,1.7455770912464322e-07
2,1,1.3597024639563065e-07
2,2,1.3597024639560122e-07
2,3,1.359702463955895e-07
2,4,1.3597024639558414e-07
2,5,1.3597024639563708e-07
2,6,1.3597024639557496e-07
2,7,1.3597024639568857e-07
2,8,1.3597024639560521e-07
3,1,2.987725368494154e-07
3,2,2.987725368494332e-07
3,3,2.987725368494744e-07
3,4,2.987725368495073e-07
3,5,2.9877253684946786e-07
3,6,2.9877253684939237e-07
3,7,2.987725368494261e-07
3,8,2.9877253684948025e-07
3,9,2.987725368494456e-07
3,10,2.987725368495217e-07
4,1,1.463323748896313e-07
4,2,1.4633237488955638e-07
4,3,1.4633237488952276e-07
4,4,1.4633237488951924e-07
4,5,1.4633237488957411e-07
4,6,1.46332374889556e-07
4,7,1.4633237488958708e-07
4,8,1.463323748895837e-07
4,9,1.463323748896316e-07
4,10,1.463323748895181e-07
5,1,2.973396651151018e-07
5,2,2.973396651150064e-07
5,3,2.973396651150271e-07
5,4,2.9733966511509716e-07
5,5,2.973396651150978e-07
5,6,2.973396651151974e-07
5,7,2.9733966511506576e-07
5,8,2.9733966511509123e-07
5,9,2.9733966511507053e-07
5,10,2.9733966511520044e-07
6,1,2.883045903777156e-07
6,2,2.8830459037770505e-07
6,3,2.883045903777988e-07
6,4,2.8830459037777006e-07
6,5,2.8830459037776275e-07
6,6,2.883045903779387e-07
6,7,2.8830459037775e-07
6,8,2.8830459037773454e-07
6,9,2.8830459037769404e-07
6,10,2.8830459037769557e-07
7,1,1.9488551122153325e-07
7,2,1.948855112215599e-07
7,3,1.9488551122135574e-07
7,4,1.9488551122143012e-07
7,5,1.9488551122137443e-07
7,6,1.9488551122149085e-07
7,7,1.9488551122138036e-07
7,8,1.948855112214493e-07
7,9,1.948855112213688e-07
7,10,1.9488551122127935e-07
8,1,1.5308170386691279e-07
8,2,1.53081703866791e-07
8,3,1.53081703866777e-07
8,4,1.5308170386679174e-07
8,5,1.5308170386676326e-07
8,6,1.5308170386675336e-07
8,7,1.5308170386678248e-07
8,8,1.5308170386682438e-07
8,9,1.5308170386681982e-07
8,10,1.530817038668302e-07
8,11,1.5308170386685116e-07
9,1,2.138799272243504e-07
9,2,2.138799272243959e-07
9,3,2.1387992722443817e-07
9,4,2.13879927224557e-07
9,5,2.1387992722436977e-07
9,6,2.138799272244677e-07
9,7,2.1387992722453272e-07
9,8,2.1387992722440153e-07
9,9,2.1387992722436662e-07
9,10,2.1387992722436355e-07
10,1,1.9349902092690696e-07
10,2,1.9349902092694444e-07
10,3,1.9349902092685402e-07
10,4,1.9349902092688147e-07
10,5,1.9349902092683668e-07
10,6,1.934990209269477e-07
10,7,1.9349902092683697e-07
10,8,1.9349902092686604e-07
10,9,1.9349902092692575e-07
10,10,1.9349902092690844e-07
11,1,2.0729273429016036e-07
11,2,2.0729273429006928e-07
11,3,2.0729273429001822e-07
11,4,2.0729273429000409e-07
11,5,2.0729273429021193e-07
11,6,2.0729273428997952e-07
11,7,2.0729273428997963e-07
11,8,2.0729273429006166e-07
11,9,2.0729273429025438e-07
11,10,2.07292734290022e-07
12,1,2.0928137666123632e-07
12,2,2.0928137666120625e-07
12,3,2.0928137666123775e-07
12,4,2.092813766612309e-07
12,5,2.0928137666121678e-07
12,6,2.0928137666114526e-07
12,7,2.0928137666125114e-07
12,8,2.0928137666122552e-07
12,9,2.0928137666118065e-07
12,10,2.0928137666120958e-07
13,1,2.9878221750933513e-07
13,2,2.9878221750922014e-07
13,3,2.9878221750930114e-07
13,4,2.987822175093247e-07
13,5,2.987822175092905e-07
13,6,2.9878221750926387e-07
13,7,2.987822175092305e-07
13,8,2.987822175092135e-07
13,9,2.987822175090668e-07
13,10,2.9878221750923925e-07
14,1,2.9748700436175833e-07
14,2,2.9748700436173684e-07
14,3,2.9748700436176013e-07
14,4,2.974870043618247e-07
14,5,2.9748700436184997e-07
14,6,2.974870043618298e-07
14,7,2.9748700436178485e-07
14,8,2.974870043618007e-07
14,9,2.974870043621103e-07
14,10,2.9748700436195484e-07
15,1,2.9509137719315845e-07
15,2,2.9509137719327333e-07
15,3,2.9509137719304696e-07
15,4,2.9509137719308973e-07
15,5,2.9509137719314696e-07
15,6,2.950913771930816e-07
15,7,2.95091377193018e-07
15,8,2.9509137719308544e-07
15,9,2.9509137719308984e-07
15,10,2.9509137719311234e-07
16,1,1.519845790728729e-07
16,2,1.5198457907271466e-07
16,3,1.5198457907266121e-07
16,4,1.5198457907260867e-07
16,5,1.5198457907264478e-07
16,6,1.519845790726624e-07
16,7,1.519845790726394e-07
16,8,1.519845790726003e-07
16,9,1.519845790725886e-07
16,10,1.5198457907264674e-07
17,1,2.971069627933445e-07
17,2,2.9710696279306645e-07
17,3,2.971069627929498e-07
17,4,2.9710696279303146e-07
17,5,2.971069627930221e-07
17,6,2.971069627929971e-07
17,7,2.97106962793062e-07
17,8,2.971069627932229e-07
17,9,2.971069627929979e-07
17,10,2.9710696279293976e-07
17,11,2.9710696279294485e-07
18,1,1.8988315595766939e-07
18,2,1.8988315595757063e-07
18,3,1.8988315595760327e-07
18,4,1.8988315595766198e-07
18,5,1.8988315595760157e-07
18,6,1.898831559577101e-07
18,7,1.8988315595762394e-07
18,8,1.898831559577058e-07
18,9,1.8988315595764143e-07
18,10,1.898831559575912e-07
19,1,2.724258836799648e-07
19,2,2.724258836798477e-07
19,3,2.7242588367977984e-07
19,4,2.7242588367997376e-07
19,5,2.72425883679968e-07
19,6,2.724258836796156e-07
19,7,2.7242588367980006e-07
19,8,2.7242588367990404e-07
19,9,2.7242588367992315e-07
19,10,2.7242588367977603e-07
19,11,2.7242588368007244e-07
20,1,2.088451460102306e-07
20,2,2.0884514601030224e-07
20,3,2.088451460103918e-07
20,4,2.0884514601038752e-07
20,5,2.088451460100985e-07
20,6,2.0884514601026968e-07
20,7,2.088451460101317e-07
20,8,2.088451460101155e-07
20,9,2.0884514601011277e-07
20,10,2.088451460100989e-07
21,1,1.5381367222610094e-07
21,2,1.5381367222614687e-07
21,3,1.538136722260996e-07
21,4,1.5381367222619115e-07
21,5,1.5381367222602093e-07
21,6,1.5381367222621643e-07
21,7,1.5381367222599642e-07
21,8,1.538136722260983e-07
21,9,1.5381367222623618e-07
21,10,1.5381367222605724e-07
21,11,1.53813672226054e-07
22,1,2.8988909926095727e-07
22,2,2.8988909926084647e-07
22,3,2.8988909926081e-07
22,4,2.89889099260906e-07
22,5,2.898890992609654e-07
22,6,2.898890992609339e-07
22,7,2.898890992607987e-07
22,8,2.8988909926083937e-07
22,9,2.8988909926077055e-07
22,10,2.898890992607159e-07
23,1,3.0441910237285257e-07
23,2,3.044191023730634e-07
