season,week,xi
1,1,3.348147886890044e-07
1,2,3.348147886973193e-07
1,3,3.348147887078588e-07
1,4,3.348147888129525e-07
1,5,3.348147887024524e-07
1,6,3.348147887072818e-07
2,1,1.5221466127914392e-07
2,2,1.5221466130194954e-07
2,3,1.5221466130297736e-07
2,4,1.5221466128476166e-07
2,5,1.522146613146184e-07
2,6,1.5221466128404859e-07
2,7,1.5221466128644423e-07
2,8,1.5221466126956803e-07
3,1,1.8057202252824118e-07
3,2,1.8057202252417825e-07
3,3,1.8057202252563904e-07
3,4,1.80572022527326e-07
3,5,1.8057202252264457e-07
3,6,1.8057202252306967e-07
3,7,1.8057202252514808e-07
3,8,1.8057202252509532e-07
3,9,1.805720225280051e-07
3,10,1.8057202252036602e-07
4,1,4.861488869066866e-07
4,2,4.861488868588703e-07
4,3,4.861488869370856e-07
4,4,4.861488869146412e-07
4,5,4.861488868772317e-07
4,6,4.861488868876295e-07
4,7,4.861488868636489e-07
4,8,4.861488869528155e-07
4,9,4.861488868614202e-07
4,10,4.861488868855987e-07
5,1,5.833200259019083e-07
5,2,5.833200258052119e-07
5,3,5.83320025815622e-07
5,4,5.833200258023157e-07
5,5,5.833200258339161e-07
5,6,5.833200258005862e-07
5,7,5.833200259070328e-07
5,8,5.833200258357524e-07
5,9,5.833200258195532e-07
5,10,5.833200258363629e-07
6,1,3.8009251494866867e-07
6,2,3.800925148688723e-07
6,3,3.80092514893692e-07
6,4,3.800925148530019e-07
6,5,3.800925148731575e-07
6,6,3.8009251487738656e-07
6,7,3.800925148648016e-07
6,8,3.8009251486636645e-07
6,9,3.8009251489193107e-07
6,10,3.8009251487824714e-07
7,1,4.306909043330505e-07
7,2,4.306909043007759e-07
7,3,4.306909042855852e-07
7,4,4.3069090431659455e-07
7,5,4.306909042964073e-07
7,6,4.3069090428459624e-07
7,7,4.3069090427312567e-07
7,8,4.306909042828322e-07
7,9,4.3069090429592403e-07
7,10,4.3069090427280644e-07
8,1,1.5711386350120368e-07
8,2,1.5711386352983297e-07
8,3,1.5711386350353945e-07
8,4,1.5711386351789955e-07
8,5,1.571138635037909e-07
8,6,1.5711386352336127e-07
8,7,1.5711386351223411e-07
8,8,1.5711386351988738e-07
8,9,1.5711386350951914e-07
8,10,1.571138635072319e-07
8,11,1.5711386353822476e-07
9,1,8.076901341110763e-20
9,2,6.264438432039301e-19
9,3,3.2691694814033836e-19
9,4,6.920008911660119e-19
9,5,4.840533631357626e-21
9,6,1.204429737129312e-20
9,7,1.6191494451343945e-21
9,8,1.8725615534241195e-19
9,9,2.1444427343195249e-19
9,10,2.5999303170529948e-20
10,1,1.5674442994844774e-07
10,2,1.5674442995602053e-07
10,3,1.5674442993823985e-07
10,4,1.5674442993480317e-07
10,5,1.5674442993035405e-07
10,6,1.5674442994399367e-07
10,7,1.567444299475421e-07
10,8,1.5674442994448812e-07
10,9,1.5674442995911418e-07
10,10,1.567444299343223e-07
11,1,3.594541821644977e-07
11,2,3.594541821615794e-07
11,3,3.594541821339753e-07
11,4,3.5945418216214125e-07
11,5,3.594541821513868e-07
11,6,3.5945418212648704e-07
11,7,3.5945418213029874e-07
11,8,3.594541821303419e-07
11,9,3.594541821284436e-07
11,10,3.594541821419231e-07
12,1,2.546895271347125e-07
12,2,2.54689527124902e-07
12,3,2.546895271315743e-07
12,4,2.546895271435155e-07
12,5,2.5468952713675547e-07
12,6,2.5468952712466895e-07
12,7,2.5468952713101794e-07
12,8,2.546895271254146e-07
12,9,2.546895271369699e-07
12,10,2.5468952712939364e-07
13,1,2.80184363823326e-07
13,2,2.801843638189623e-07
13,3,2.80184363809854e-07
13,4,2.8018436382047593e-07
13,5,2.801843638088442e-07
13,6,2.8018436383719186e-07
13,7,2.8018436382061e-07
13,8,2.8018436381316874e-07
13,9,2.801843638042761e-07
13,10,2.801843638147997e-07
14,1,3.60195523479525e-07
14,2,3.601955234679842e-07
14,3,3.6019552346895055e-07
14,4,3.6019552346588535e-07
14,5,3.6019552345866116e-07
14,6,3.601955234629764e-07
14,7,3.6019552345820255e-07
14,8,3.6019552346017084e-07
14,9,3.601955234610483e-07
14,10,3.601955234633863e-07
15,1,3.285359956546418e-07
15,2,3.28535995654862e-07
15,3,3.285359956547047e-07
15,4,3.285359956488672e-07
15,5,3.285359956524797e-07
15,6,3.285359956497291e-07
15,7,3.2853599565056173e-07
15,8,3.2853599565408025e-07
15,9,3.2853599565095634e-07
15,10,3.2853599566953283e-07
16,1,2.39254463573515e-19
16,2,3.350212657383399e-20
16,3,4.56973451457208e-20
16,4,2.787708524769809e-19
16,5,8.78953758369563e-20
16,6,9.07716400809371e-20
16,7,8.752309459991269e-20
16,8,1.9687749604217205e-19
16,9,2.816313637016631e-23
16,10,1.8011902096226316e-19
17,1,2.145467741457453e-07
17,2,2.1454677412828655e-07
17,3,2.145467741506248e-07
17,4,2.1454677413389354e-07
17,5,2.1454677412937044e-07
17,6,2.1454677414059862e-07
17,7,2.1454677412616854e-07
17,8,2.145467741314388e-07
17,9,2.1454677413042886e-07
17,10,2.1454677411935011e-07
17,11,2.1454677411879253e-07
18,1,1.86330966541605e-07
18,2,1.8633096653603208e-07
18,3,1.8633096653827365e-07
18,4,1.8633096653341335e-07
18,5,1.863309665335345e-07
18,6,1.8633096653786805e-07
18,7,1.8633096653466968e-07
18,8,1.8633096653312702e-07
18,9,1.8633096653320146e-07
18,10,1.863309665364506e-07
19,1,2.46346978247512e-21
19,2,6.379272815003299e-27
19,3,4.3025671094074227e-19
19,4,1.4811713022493505e-21
19,5,3.430867372545315e-19
19,6,8.600338092448175e-20
19,7,2.1691489860481662e-20
19,8,1.8437821610932924e-21
19,9,2.1856242367973345e-19
