season,week,xi
1,1,9.158092563824897e-07
1,2,9.158092563824925e-07
1,3,9.158092563824896e-07
1,4,9.158092563824909e-07
1,5,9.158092563824904e-07
1,6,9.158092563824901e-07
2,1,9.529616229613097e-07
2,2,9.529616229613091e-07
2,3,9.529616229613085e-07
2,4,9.52961622961309e-07
2,5,9.529616229613085e-07
2,6,9.529616229613097e-07
2,7,9.529616229613083e-07
2,8,9.529616229613083e-07
3,1,9.206040507384451e-07
3,2,9.206040507384484e-07
3,3,9.206040507384461e-07
3,4,9.206040507384459e-07
3,5,9.206040507384467e-07
3,6,9.206040507384464e-07
3,7,9.206040507384478e-07
3,8,9.206040507384458e-07
3,9,9.206040507384468e-07
3,10,9.206040507384439e-07
4,1,9.425005136203846e-07
4,2,9.425005136203873e-07
4,3,9.425005136203846e-07
4,4,9.425005136203839e-07
4,5,9.425005136203844e-07
4,6,9.425005136203833e-07
4,7,9.42500513620383e-07
4,8,9.425005136203832e-07
4,9,9.425005136203841e-07
4,10,9.425005136203853e-07
5,1,9.439764018734606e-07
5,2,9.439764018734672e-07
5,3,9.439764018734621e-07
5,4,9.439764018734622e-07
5,5,9.439764018734637e-07
5,6,9.439764018734642e-07
5,7,9.439764018734626e-07
5,8,9.439764018734643e-07
5,9,9.43976401873463e-07
5,10,9.439764018734616e-07
6,1,9.451647404741055e-07
6,2,9.451647404741106e-07
6,3,9.451647404741057e-07
6,4,9.451647404741072e-07
6,5,9.451647404741079e-07
6,6,9.451647404741061e-07
6,7,9.451647404741063e-07
6,8,9.451647404741075e-07
6,9,9.451647404741099e-07
6,10,9.451647404741065e-07
7,1,9.48270600547031e-07
7,2,9.482706005470355e-07
7,3,9.482706005470328e-07
7,4,9.482706005470311e-07
7,5,9.482706005470279e-07
7,6,9.482706005470295e-07
7,7,9.482706005470302e-07
7,8,9.482706005470309e-07
7,9,9.482706005470298e-07
7,10,9.482706005470298e-07
8,1,9.471110188930883e-07
8,2,9.47111018893089e-07
8,3,9.471110188930895e-07
8,4,9.471110188930878e-07
8,5,9.471110188930888e-07
8,6,9.471110188930875e-07
8,7,9.471110188930876e-07
8,8,9.471110188930883e-07
8,9,9.471110188930864e-07
8,10,9.47111018893087e-07
8,11,9.471110188930885e-07
9,1,9.53401868551065e-07
9,2,9.53401868551068e-07
9,3,9.534018685510659e-07
9,4,9.534018685510675e-07
9,5,9.53401868551066e-07
9,6,9.534018685510663e-07
9,7,9.53401868551066e-07
9,8,9.534018685510671e-07
9,9,9.534018685510678e-07
9,10,9.534018685510659e-07
10,1,9.425078556601777e-07
10,2,9.425078556601783e-07
10,3,9.425078556601746e-07
10,4,9.42507855660175e-07
10,5,9.425078556601759e-07
10,6,9.425078556601749e-07
10,7,9.425078556601759e-07
10,8,9.425078556601756e-07
10,9,9.425078556601763e-07
10,10,9.425078556601746e-07
11,1,9.439750186459266e-07
11,2,9.439750186459282e-07
11,3,9.43975018645926e-07
11,4,9.439750186459262e-07
11,5,9.43975018645926e-07
11,6,9.439750186459266e-07
11,7,9.439750186459274e-07
11,8,9.439750186459283e-07
11,9,9.439750186459275e-07
11,10,9.439750186459272e-07
12,1,9.425024812163227e-07
12,2,9.425024812163247e-07
12,3,9.425024812163223e-07
12,4,9.425024812163233e-07
12,5,9.425024812163205e-07
12,6,9.425024812163206e-07
12,7,9.42502481216321e-07
12,8,9.425024812163226e-07
12,9,9.425024812163219e-07
12,10,9.425024812163204e-07
13,1,9.439779496340453e-07
13,2,9.439779496340493e-07
13,3,9.439779496340454e-07
13,4,9.439779496340462e-07
13,5,9.439779496340461e-07
13,6,9.439779496340472e-07
13,7,9.439779496340478e-07
13,8,9.439779496340473e-07
13,9,9.439779496340475e-07
13,10,9.439779496340474e-07
14,1,9.457951674432849e-07
14,2,9.457951674432907e-07
14,3,9.457951674432871e-07
14,4,9.457951674432859e-07
14,5,9.457951674432853e-07
14,6,9.457951674432856e-07
14,7,9.457951674432852e-07
14,8,9.457951674432855e-07
14,9,9.457951674432871e-07
14,10,9.457951674432845e-07
15,1,9.514517963358475e-07
15,2,9.514517963358493e-07
15,3,9.51451796335847e-07
15,4,9.514517963358475e-07
15,5,9.514517963358466e-07
15,6,9.514517963358466e-07
15,7,9.514517963358464e-07
15,8,9.514517963358475e-07
15,9,9.514517963358475e-07
15,10,9.514517963358468e-07
16,1,9.617004245675903e-07
16,2,9.61700424567592e-07
16,3,9.617004245675914e-07
16,4,9.617004245675903e-07
16,5,9.617004245675897e-07
16,6,9.617004245675895e-07
16,7,9.617004245675907e-07
16,8,9.617004245675905e-07
16,9,9.617004245675907e-07
16,10,9.6170042456759e-07
17,1,9.616999079483762e-07
17,2,9.61699907948377e-07
17,3,9.61699907948377e-07
17,4,9.616999079483762e-07
17,5,9.616999079483773e-07
17,6,9.616999079483762e-07
17,7,9.616999079483764e-07
17,8,9.61699907948377e-07
17,9,9.616999079483766e-07
17,10,9.616999079483764e-07
17,11,9.61699907948377e-07
18,1,9.616955760262782e-07
18,2,9.6169557602628e-07
18,3,9.616955760262786e-07
18,4,9.616955760262786e-07
18,5,9.616955760262782e-07
18,6,9.616955760262782e-07
18,7,9.616955760262786e-07
18,8,9.616955760262793e-07
18,9,9.616955760262786e-07
18,10,9.616955760262782e-07
19,1,9.626543530828991e-07
19,2,9.626543530829e-07
19,3,9.626543530829002e-07
19,4,9.626543530829e-07
19,5,9.626543530829e-07
19,6,9.626543530828991e-07
19,7,9.626543530829e-07
19,8,9.626543530829008e-07
19,9,9.626543530828991e-07
19,10,9.626543530828998e-07
19,11,9.626543530829006e-07
20,1,9.457931837655638e-07
20,2,9.457931837655661e-07
20,3,9.457931837655642e-07
20,4,9.457931837655642e-07
20,5,9.457931837655638e-07
20,6,9.457931837655638e-07
20,7,9.457931837655638e-07
20,8,9.457931837655646e-07
20,9,9.457931837655642e-07
20,10,9.457931837655644e-07
21,1,9.650396302251994e-07
21,2,9.650396302252003e-07
21,3,9.650396302252003e-07
21,4,9.650396302251994e-07
21,5,9.650396302252011e-07
21,6,9.650396302251999e-07
21,7,9.650396302252e-07
21,8,9.650396302252011e-07
21,9,9.650396302251994e-07
21,10,9.650396302252003e-07
21,11,9.65039630225201e-07
22,1,9.61114709994806e-07
22,2,9.611147099948079e-07
22,3,9.611147099948075e-07
22,4,9.611147099948066e-07
22,5,9.61114709994805e-07
22,6,9.611147099948058e-07
22,7,9.611147099948054e-07
22,8,9.611147099948054e-07
22,9,9.611147099948056e-07
22,10,9.61114709994806e-07
23,1,9.628883170248575e-07
23,2,9.628883170248594e-07
23,3,9.628883170248591e-07
23,4,9.62888317024859e-07
23,5,9.628883170248585e-07
23,6,9.62888317024858e-07
23,7,9.628883170248575e-07
23,8,9.628883170248587e-07
23,9,9.628883170248583e-07
23,10,9.628883170248572e-07
23,11,9.628883170248583e-07
24,1,9.44746038254693e-07
24,2,9.447460382546942e-07
24,3,9.4474603825469e-07
24,4,9.447460382546899e-07
24,5,9.447460382546894e-07
24,6,9.447460382546911e-07
24,7,9.447460382546905e-07
24,8,9.447460382546919e-07
24,9,9.44746038254691e-07
24,10,9.447460382546906e-07
25,1,9.533350408021949e-07
25,2,9.533350408021964e-07
25,3,9.533350408021958e-07
25,4,9.533350408021963e-07
25,5,9.533350408021951e-07
25,6,9.533350408021966e-07
25,7,9.533350408021951e-07
25,8,9.533350408021958e-07
25,9,9.533350408021949e-07
25,10,9.533350408021948e-07
26,1,9.628004402973524e-07
26,2,9.628004402973535e-07
26,3,9.628004402973524e-07
26,4,9.628004402973516e-07
27,1,9.648901337628082e-07
27,2,9.648901337628084e-07
27,3,9.648901337628084e-07
27,4,9.64890133762808e-07
27,5,9.64890133762808e-07
27,6,9.64890133762808e-07
27,7,9.64890133762808e-07
27,8,9.648901337628084e-07
27,9,9.648901337628082e-07
28,1,9.628176059460544e-07
28,2,9.62817605946055e-07
28,3,9.628176059460542e-07
28,4,9.62817605946055e-07
28,5,9.628176059460561e-07
28,6,9.628176059460546e-07
28,7,9.628176059460538e-07
28,8,9.628176059460542e-07
28,9,9.628176059460536e-07
28,10,9.628176059460565e-07
28,11,9.628176059460542e-07
29,1,9.659025759308522e-07
29,2,9.659025759308524e-07
29,3,9.659025759308533e-07
29,4,9.659025759308516e-07
29,5,9.659025759308526e-07
29,6,9.659025759308528e-07
29,7,9.659025759308524e-07
29,8,9.65902575930853e-07
29,9,9.659025759308516e-07
29,10,9.65902575930852e-07
29,11,9.659025759308528e-07
30,1,9.661010433159507e-07
30,2,9.66101043315953e-07
30,3,9.661010433159512e-07
30,4,9.661010433159512e-07
30,5,9.661010433159507e-07
30,6,9.661010433159507e-07
30,7,9.661010433159507e-07
30,8,9.66101043315952e-07
30,9,9.661010433159522e-07
30,10,9.661010433159507e-07
31,1,9.663072300573949e-07
31,2,9.663072300573968e-07
31,3,9.663072300573955e-07
31,4,9.663072300573955e-07
31,5,9.66307230057396e-07
31,6,9.663072300573945e-07
31,7,9.663072300573949e-07
31,8,9.66307230057396e-07
31,9,9.66307230057395e-07
31,10,9.66307230057395e-07
32,1,9.6728792916862e-07
32,2,9.67287929168621e-07
32,3,9.672879291686207e-07
32,4,9.6728792916862e-07
32,5,9.672879291686207e-07
32,6,9.6728792916862e-07
32,7,9.6728792916862e-07
32,8,9.672879291686214e-07
32,9,9.672879291686203e-07
32,10,9.672879291686205e-07
32,11,9.67287929168621e-07
33,1,9.68241643991233e-07
33,2,9.682416439912332e-07
33,3,9.682416439912332e-07
33,4,9.68241643991233e-07
33,5,9.68241643991233e-07
33,6,9.68241643991233e-07
33,7,9.68241643991233e-07
33,8,9.682416439912334e-07
33,9,9.68241643991233e-07
34,1,9.676466002365004e-07
34,2,9.676466002365008e-07
34,3,9.676466002365008e-07
34,4,9.676466002365004e-07
34,5,9.676466002365008e-07
34,6,9.676466002365004e-07
34,7,9.676466002365004e-07
34,8,9.67646600236501e-07
34,9,9.676466002365004e-07
34,10,9.676466002365004e-07
34,11,9.676466002365008e-07
